% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
49 +2.158862882e+01 +2.158862882e+01 +2.355986288e+02 +2.355986288e+02 -1.9261e+00 +2.5717e+00 +3.1993e+00 +8.3751e-02 +1.0207e+00 -9.7734e-01 -1.4429e+00 -3.0794e+00 -3.4599e+00 +4.9828e+00 -1.3510e-01 -7.4766e-01 -1.9115e+00 +2.4552e-01 -8.6109e-01 -3.9556e+00 -1.2113e-01 +1.6095e+00 -3.2109e-01 -1.3786e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.647751302e+01 +6.647751302e+01 +7.997513015e+00 +7.997513015e+00 +8.7152e-02 -1.6576e+00 +1.6017e+00 -1.5932e+00 -4.9049e+00 -4.5522e+00 +1.8490e+00 +3.3239e-01 +2.7834e-01 -1.0717e+00 +2.8427e+00 +3.2580e+00 -2.6931e+00 -4.6402e+00 +2.4185e-01 +2.1833e+00 +3.3500e-01 +4.2597e+00 -3.4470e+00 +1.7617e+00
3 +4.121823125e+01 +4.121823125e+01 -1.726176875e+01 -1.726176875e+01 -1.9846e+00 -3.9842e+00 +3.5309e+00 +9.4378e-01 -1.9799e-01 -8.9431e-01 +5.4711e-01 -7.9957e-01 +4.1713e+00 -3.1588e+00 +2.5938e+00 +3.0550e+00 -3.1021e+00 -3.1061e+00 +4.9201e+00 +4.5619e+00 +8.7178e-02 +4.4212e+00 -2.5920e+00 -4.0156e-01
5 +3.247691702e+01 +3.247691702e+01 -2.600308298e+01 -2.600308298e+01 -3.2590e+00 -4.3333e+00 +4.0742e+00 -1.4215e+00 +1.1497e+00 -3.5662e+00 -1.1884e-01 -1.4864e+00 -3.5620e+00 -2.5891e+00 -2.9578e-01 +2.3600e+00 -3.5580e+00 -2.0837e-01 -5.9056e-02 +3.3329e+00 -3.3088e+00 +1.5073e+00 +4.6808e+00 +6.5260e-02
44 +2.332137710e+01 +2.332137710e+01 -3.515862290e+01 -3.515862290e+01 -1.1538e+00 +2.9867e+00 -3.8119e-01 +4.2595e+00 -3.2280e-01 +1.2639e+00 -7.3408e-02 -1.7534e+00 +1.4026e+00 +2.7615e+00 +3.4439e+00 -4.3393e+00 -3.7894e+00 +4.3483e+00 +2.0682e+00 +2.7498e+00 +2.7587e+00 +1.6021e+00 +9.7544e-01 +5.8024e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.329569321e+01 +4.329569321e+01 -5.697843068e+02 -5.697843068e+02 +5.7879e-01 -2.1672e+00 +2.8150e+00 -9.6323e-01 +2.7586e+00 -1.3092e-02 -4.8484e-01 -1.1560e+00 -4.2248e+00 +3.1165e+00 +3.7501e+00 -4.9839e+00 +2.6604e+00 +4.3839e+00 -1.8830e+00 +4.1325e+00 -5.6172e-01 +4.1395e-01 +1.7718e+00 -7.8231e-01
4 +3.171905358e+01 +3.171905358e+01 -5.813609464e+02 -5.813609464e+02 -4.3184e+00 +8.2257e-01 +2.6098e+00 +4.6092e-01 -6.1480e-01 -1.8297e+00 -3.4727e+00 +4.3258e+00 -2.5894e-01 -1.7535e+00 -1.1426e+00 -1.4136e+00 +1.4776e+00 -4.2359e+00 -1.0022e+00 +1.9522e+00 -4.4883e+00 +1.4135e+00 -8.2041e-01 +3.7247e+00
30 +2.469073273e+01 +2.469073273e+01 -5.883892673e+02 -5.883892673e+02 +4.7657e+00 -2.9919e+00 -1.7881e+00 -2.6663e+00 +6.4757e-01 +4.1226e+00 -3.6309e-02 -2.1563e+00 -3.4075e+00 -1.7765e+00 +1.7008e+00 -3.1542e+00 +1.9160e-01 +3.0085e-01 +3.0252e+00 +2.1204e+00 -1.5669e+00 -6.4239e-01 +8.0571e-01 +2.9806e-01
% function evaluation | noise-free fitness - Fopt (-1.852700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.996206000e+01 +5.996206000e+01 -1.253079400e+02 -1.253079400e+02 +4.0845e+00 +1.2937e+00 -4.0091e+00 +2.6645e+00 +1.8314e-01 -2.7518e+00 -4.5914e+00 -1.5491e+00 -1.2288e+00 -3.9328e-01 +3.4603e-01 -1.8328e+00 +3.0279e-01 -2.5636e+00 -4.6683e+00 +6.4635e-01 +2.0664e+00 -2.8073e-01 +4.9931e-01 -4.9043e+00
6 +3.056299009e+01 +3.056299009e+01 -1.547070099e+02 -1.547070099e+02 +4.3262e+00 +2.0251e+00 -2.7421e+00 +4.9571e-01 -7.2681e-02 +4.7749e+00 +2.5719e+00 -1.1900e-02 -4.1036e+00 +2.6125e-03 +1.7472e+00 -1.8703e+00 +2.8527e+00 +2.8238e-01 +7.8557e-01 -1.5552e+00 -2.6694e+00 +1.8081e+00 -5.3951e-01 -2.5098e+00
21 +2.191814381e+01 +2.191814381e+01 -1.633518562e+02 -1.633518562e+02 +3.2953e-01 +7.1869e-01 -3.2787e+00 +2.7340e+00 -3.1796e+00 +7.2267e-01 -4.1729e+00 -1.5252e+00 +1.6085e+00 +1.7323e+00 -4.6120e-01 -2.0706e+00 +1.2702e+00 +1.4369e+00 +2.1191e+00 -1.2648e+00 -1.1894e+00 +3.2659e+00 -2.1638e+00 +3.1201e+00
% function evaluation | noise-free fitness - Fopt (3.747000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.473613633e+01 +4.473613633e+01 +8.220613633e+01 +8.220613633e+01 +8.8793e-01 -4.5161e+00 +2.9435e+00 -4.2792e+00 +1.0470e-01 +3.8925e+00 +2.2145e+00 +3.5152e+00 +2.6527e+00 -2.9798e+00 -4.1347e+00 +8.3527e-01 -4.5552e+00 -1.1860e+00 +1.0312e-01 -4.5494e+00 -4.5990e-01 -4.5433e+00 +2.4088e+00 +1.1723e-01
3 +3.424195046e+01 +3.424195046e+01 +7.171195046e+01 +7.171195046e+01 +3.7699e+00 +2.7015e-01 +3.6549e+00 +3.6483e+00 +3.8659e+00 -2.9054e+00 -8.0551e-01 -1.5875e+00 -5.1372e-02 +1.6248e-01 -1.2703e+00 +1.0871e+00 -3.3283e+00 -4.8219e+00 +1.2104e+00 -7.1346e-01 -7.2499e-01 -1.1852e+00 -1.6189e+00 -2.3978e+00
7 +1.939715896e+01 +1.939715896e+01 +5.686715896e+01 +5.686715896e+01 +1.5482e+00 +3.4665e+00 +1.4624e+00 -2.4773e+00 +5.1260e-01 +3.2807e+00 +2.1544e+00 +5.6398e-01 -4.4606e+00 +2.0119e-01 +9.1427e-02 +1.8478e+00 +4.1432e-01 -2.1299e+00 +3.5427e+00 -9.3286e-01 +4.2015e-01 +6.3584e-01 -5.6115e-01 -1.2340e+00
% function evaluation | noise-free fitness - Fopt (-3.944700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.811457771e+01 +3.811457771e+01 -3.563554223e+02 -3.563554223e+02 +5.5211e-01 +4.9028e+00 -4.2642e+00 +4.2697e+00 -2.1733e+00 +4.5220e+00 -3.3150e+00 +2.5998e+00 +1.1996e-01 +3.0236e+00 -2.1584e+00 -1.1534e+00 +1.3382e+00 -1.3219e+00 -8.2875e-01 -3.8549e+00 +5.2141e-01 +2.9571e+00 -3.6714e+00 +2.6547e+00
96 +2.449505016e+01 +2.449505016e+01 -3.699749498e+02 -3.699749498e+02 +4.5644e-01 -1.6406e-01 -1.7944e+00 +8.6214e-03 +4.7710e+00 +6.4755e-01 -2.8888e+00 -3.8308e+00 -4.5732e-01 -2.1488e-01 -2.5207e+00 -4.2899e-01 -3.9500e+00 -6.5880e-01 -1.0352e-01 +1.5073e-01 +3.3124e+00 +6.3972e-01 -2.0645e+00 +1.3246e+00
% function evaluation | noise-free fitness - Fopt (-1.026200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.517931030e+01 +2.517931030e+01 -7.744068970e+01 -7.744068970e+01 +6.6893e-01 +2.2264e+00 -2.6334e+00 +2.7496e+00 -3.0307e+00 +1.7185e+00 -2.4195e+00 +1.0388e+00 +1.5773e+00 -3.4242e+00 -3.2713e-01 +2.8020e+00 -2.9443e+00 +5.3630e-01 -3.4216e+00 +1.9593e-01 +2.2251e+00 -1.4281e+00 +2.4093e+00 -2.2480e-01
39 +2.099567836e+01 +2.099567836e+01 -8.162432164e+01 -8.162432164e+01 -4.4826e-01 +9.0483e-01 +3.6860e+00 -7.5889e-01 +5.1876e-01 +1.6785e-01 +2.3680e-03 -5.6292e-01 -1.8587e+00 -3.5738e-01 -1.4187e+00 -1.2211e+00 -2.4012e+00 -2.2532e+00 -3.7419e+00 +1.2572e+00 -1.4934e+00 -4.5994e+00 +1.3967e+00 -1.4628e+00
% function evaluation | noise-free fitness - Fopt (2.728300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.942337376e+01 +5.942337376e+01 +3.322533738e+02 +3.322533738e+02 +2.7529e+00 -4.6132e+00 +3.7736e+00 -2.4482e+00 +2.3229e+00 -4.2749e+00 -3.4785e-01 +2.6606e+00 +2.6386e+00 -4.3417e+00 +1.4278e+00 +3.7442e+00 -1.3948e-01 -7.8308e-02 -3.6830e+00 +9.1418e-01 -1.9050e+00 -3.4268e+00 +3.8946e+00 +2.2349e+00
3 +2.655544817e+01 +2.655544817e+01 +2.993854482e+02 +2.993854482e+02 +4.2268e-01 -3.0340e+00 +8.4073e-01 +2.4974e+00 -2.6784e+00 +1.6276e+00 +2.0940e+00 -3.5542e+00 -3.9306e+00 -2.4573e+00 -2.2198e+00 +1.6795e+00 +1.8007e+00 +4.8025e+00 -1.8650e-01 -7.6037e-01 +4.2037e+00 -9.4276e-01 -1.7341e+00 +4.2894e+00
29 +2.281348123e+01 +2.281348123e+01 +2.956434812e+02 +2.956434812e+02 -8.7258e-01 -5.4083e-02 -3.1731e+00 -2.4134e+00 -3.4941e+00 +7.1359e-01 -7.0065e-01 -1.1067e+00 -1.3954e+00 -2.9439e+00 -8.4388e-01 -2.3906e+00 +2.2197e-01 +7.3148e-01 +1.3923e+00 -8.9421e-01 +2.4838e+00 -2.9177e+00 -1.8295e+00 -3.7436e+00
% function evaluation | noise-free fitness - Fopt (-3.400000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.064528261e+01 +7.064528261e+01 +6.724528261e+01 +6.724528261e+01 +5.2526e-01 -2.9172e+00 +2.9475e+00 -6.6935e-01 -3.5910e+00 +3.9709e+00 +2.8349e+00 -5.3585e-01 -2.0237e+00 -4.4546e+00 -4.4135e+00 +4.4637e+00 +3.6394e+00 +2.4347e+00 +4.2749e+00 +2.1288e+00 -3.2994e+00 +1.3219e+00 -2.8193e+00 +1.4683e+00
2 +3.833232372e+01 +3.833232372e+01 +3.493232372e+01 +3.493232372e+01 -4.6075e+00 -2.7857e+00 +3.5475e+00 -1.4183e+00 -1.1180e+00 -1.1053e-01 +6.2683e-01 -2.9660e+00 +4.4934e+00 -1.8086e+00 +1.3206e+00 -1.0556e-01 -2.2692e+00 -1.5943e+00 +8.3427e-01 -3.2973e+00 -3.0160e+00 -2.3242e+00 +3.9131e+00 -1.1523e-01
17 +1.997488487e+01 +1.997488487e+01 +1.657488487e+01 +1.657488487e+01 -4.4744e-02 +1.4071e+00 -3.0413e+00 -1.5787e+00 -1.9416e+00 -2.0125e+00 +1.1457e+00 -3.7494e+00 +2.4619e-01 +3.5996e+00 -1.6501e+00 +1.1146e+00 +3.8500e-01 +1.2690e-01 -3.6817e+00 +2.4524e+00 +3.5330e-01 -3.1575e+00 +2.6594e+00 -3.9603e+00
% function evaluation | noise-free fitness - Fopt (-1.851700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.292212964e+01 +3.292212964e+01 -1.522478704e+02 -1.522478704e+02 -4.0770e+00 -2.8931e+00 +3.3074e+00 -2.8361e+00 +2.0474e+00 -3.2142e+00 +1.1898e+00 +3.9234e-01 +3.2230e-01 -5.9772e-02 -1.3725e-01 +4.4796e+00 -2.7917e+00 +6.6631e-01 +3.8461e+00 -2.3564e+00 +3.3724e-01 +2.1542e-01 +9.6237e-01 -1.4700e+00
40 +2.322486441e+01 +2.322486441e+01 -1.619451356e+02 -1.619451356e+02 +2.4660e+00 +8.7050e-01 +6.9592e-01 +1.5876e+00 +2.4958e+00 +1.7576e+00 +3.1636e+00 +2.8230e+00 -3.6217e+00 -2.9979e-01 +1.2746e+00 -1.7321e+00 +3.5676e+00 +3.1938e+00 -8.5870e-01 -3.2988e-01 +1.3669e+00 -2.9910e+00 +1.3666e+00 -5.9245e-01
% function evaluation | noise-free fitness - Fopt (1.013400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.177337294e+02 +1.177337294e+02 +2.190737294e+02 +2.190737294e+02 -2.8391e+00 +2.2854e+00 -1.1128e+00 +2.9583e+00 +4.0737e+00 -3.0568e+00 +4.2875e+00 +9.9749e-01 -2.3863e+00 +3.8589e+00 -7.7566e-01 -4.4959e+00 -2.3007e+00 -4.6843e+00 -7.3023e-01 -2.7078e+00 -4.6274e+00 +4.4983e+00 +2.9080e+00 +3.9422e+00
2 +4.738382486e+01 +4.738382486e+01 +1.487238249e+02 +1.487238249e+02 +3.8359e+00 +3.0946e+00 +1.0329e+00 -1.3876e+00 -3.2290e+00 +2.3466e+00 -4.2037e+00 -4.6621e+00 -1.8534e+00 +8.3323e-01 +3.0978e-01 +8.3781e-01 -1.6351e+00 -1.0489e+00 -3.5243e+00 -4.5293e+00 +3.1866e+00 +4.1857e+00 -4.3883e+00 +9.2862e-01
3 +3.328436717e+01 +3.328436717e+01 +1.346243672e+02 +1.346243672e+02 -6.8447e-01 -1.1260e+00 +1.1701e+00 +4.4963e+00 -1.4013e+00 -1.5251e+00 +2.6237e+00 +4.7494e+00 +4.4150e+00 +3.2228e+00 +1.4480e+00 -7.2286e-01 -8.8147e-01 -3.0325e+00 +6.9457e-01 -5.1509e-01 +3.8840e+00 -8.9923e-02 +4.0477e-01 -2.6783e+00
7 +2.506216444e+01 +2.506216444e+01 +1.264021644e+02 +1.264021644e+02 -1.4280e+00 -2.4103e-01 -3.0304e+00 +2.1727e+00 +1.1599e+00 +1.5966e+00 -2.2755e+00 +2.6247e+00 +3.4572e-01 +8.4317e-01 -8.8968e-01 -1.4411e+00 -1.2732e+00 -4.3973e+00 +4.0479e+00 -1.7405e+00 -3.4664e+00 +2.4458e+00 +4.8239e-01 -3.3800e+00
% function evaluation | noise-free fitness - Fopt (-2.400000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.295330655e+01 +5.295330655e+01 +5.055330655e+01 +5.055330655e+01 +3.2335e+00 +4.4870e+00 +2.7901e+00 -4.0143e+00 -5.6598e-01 -4.2207e+00 +2.3324e+00 +9.3801e-01 -1.6103e+00 -3.5792e+00 +2.1519e+00 +2.1730e+00 +4.4644e+00 +8.3746e-01 -1.6199e+00 -1.4725e+00 +3.6014e+00 -5.5370e-01 -3.0585e+00 +1.4572e+00
2 +2.691507688e+01 +2.691507688e+01 +2.451507688e+01 +2.451507688e+01 -1.3574e+00 -2.4349e+00 +7.5524e-01 -1.0688e+00 +2.3710e+00 -1.7973e+00 +3.2706e-01 -8.7077e-01 -1.4433e+00 +3.4113e+00 -3.1639e+00 -3.9205e+00 -3.4717e+00 -1.4263e+00 +2.3872e+00 +4.7710e-01 -1.1621e+00 -1.9695e+00 -5.5218e-01 +4.1840e+00
27 +2.481793080e+01 +2.481793080e+01 +2.241793080e+01 +2.241793080e+01 +3.5296e+00 +1.8499e+00 +3.7327e+00 +4.5726e+00 -2.0531e+00 +9.7842e-01 -1.9008e+00 +1.7684e+00 -3.3848e+00 +3.4147e+00 -2.2782e+00 -2.6704e+00 +6.8161e-02 +1.5525e+00 -2.2551e+00 -4.9922e-01 -2.6911e-01 +1.7954e+00 -1.2924e+00 +8.8688e-01
% function evaluation | noise-free fitness - Fopt (-2.778000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.359857729e+01 +3.359857729e+01 +5.818577288e+00 +5.818577288e+00 +1.7725e+00 +4.2454e+00 -3.6915e+00 +2.3624e+00 -4.5972e+00 +1.3262e+00 +1.0651e+00 -1.1505e+00 +2.1560e+00 -1.0184e-01 -8.1428e-01 -2.4888e+00 +1.7046e+00 -3.9149e+00 +1.1609e+00 +3.2940e+00 +2.2191e+00 +3.7889e+00 -4.9705e+00 +8.1336e-01
23 +2.466332411e+01 +2.466332411e+01 -3.116675895e+00 -3.116675895e+00 -6.2300e-01 -2.6652e+00 +1.1341e+00 +9.3211e-01 -2.2913e+00 -3.1089e+00 +1.9609e+00 -5.3213e-01 -2.0133e+00 +3.0424e+00 -4.2264e-01 +2.6559e+00 +3.0206e+00 +1.0562e+00 +1.1230e+00 -1.8299e+00 +1.3947e-01 -3.5215e+00 +3.8153e+00 -4.3604e+00
