% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.582851987e+03 +3.582851987e+03 +3.586671987e+03 +3.586671987e+03 -4.9124e+00 +9.0758e-01 -4.9102e+00 -5.9264e-01 -1.8220e+00 -4.8753e+00 -4.6225e+00 +1.2823e+00 +2.2565e+00 +2.8457e+00 -1.8754e+00 -1.3644e+00 -3.7968e+00 +2.1300e-01 +9.2098e-01 +3.9493e+00 -1.1482e+00 +5.6263e-02 -4.3798e+00 +3.2111e-01
2 +2.228054709e+03 +2.228054709e+03 +2.231874709e+03 +2.231874709e+03 -1.3218e+00 +4.6960e+00 +1.5642e+00 -2.7854e+00 +3.7117e+00 +3.3624e+00 +1.8055e+00 +4.8205e+00 -2.7682e-01 +2.2665e+00 +3.3333e+00 +2.2982e+00 -1.4506e+00 +8.8020e-01 -1.9688e+00 +1.7429e+00 -4.6361e+00 -1.6483e+00 -2.8625e+00 +4.3160e+00
3 +1.200108111e+03 +1.200108111e+03 +1.203928111e+03 +1.203928111e+03 +7.2061e-01 -4.8558e+00 +2.2437e+00 -4.0496e+00 +4.5118e+00 +3.4834e+00 +5.0668e-01 -4.2494e+00 -4.1906e+00 -1.9582e+00 +2.1639e+00 +7.8605e-01 +1.6416e+00 -1.1030e+00 +3.7134e+00 +2.7026e+00 -2.5176e+00 -3.1228e+00 -4.7258e+00 +1.9606e-01
65 +5.154664417e+02 +5.154664417e+02 +5.192864417e+02 +5.192864417e+02 +4.7769e+00 -2.0803e+00 +7.3029e-01 +3.9627e+00 +2.5293e+00 -1.2140e+00 +2.6153e+00 -4.6188e+00 -3.2361e+00 +5.4652e-01 -1.2046e+00 +1.8219e+00 +1.3494e+00 -1.0333e+00 +2.5629e+00 +3.4979e+00 -8.4977e-01 +4.9052e+00 +6.3927e-01 +1.6081e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.395422842e+03 +2.395422842e+03 +2.417172842e+03 +2.417172842e+03 +2.3232e+00 +2.5508e+00 -1.3270e+00 -7.9217e-01 -9.4461e-01 +2.3560e+00 -3.3466e+00 -2.5438e+00 -1.0415e+00 -4.4496e+00 +4.4820e+00 +1.0842e+00 +1.5944e+00 +2.7412e+00 +2.6316e+00 -4.3900e-01 -1.0161e+00 -1.5481e+00 +2.8760e+00 -2.0075e+00
3 +1.164216536e+03 +1.164216536e+03 +1.185966536e+03 +1.185966536e+03 +4.5699e+00 +3.0991e+00 -4.2754e+00 +3.4502e+00 +2.5742e+00 +3.0785e+00 -9.5663e-01 -2.4777e+00 -4.1549e+00 -1.6708e+00 +3.1886e+00 +4.3096e+00 -3.4693e-01 -4.3502e+00 -1.5722e+00 -4.0713e+00 +7.7249e-01 -4.6428e+00 -5.0839e-01 -4.5645e+00
75 +4.033994502e+02 +4.033994502e+02 +4.251494502e+02 +4.251494502e+02 -1.2318e+00 +3.2445e+00 -2.5125e-01 -2.8288e+00 +4.5901e+00 +4.9163e+00 +4.9830e+00 -1.5017e+00 -2.1785e+00 +4.3304e+00 -1.3359e+00 +1.2752e+00 +3.8287e+00 -9.6122e-01 +3.5557e+00 -2.6090e+00 -1.7018e+00 -3.0080e+00 -4.7724e+00 +1.6297e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.681660320e+03 +1.681660320e+03 +1.746450320e+03 +1.746450320e+03 +3.5876e-01 -8.6614e-01 +2.5230e+00 +1.3832e+00 +1.1798e+00 -1.7739e+00 +4.1726e+00 -3.4229e+00 +5.0062e-02 +3.3813e+00 -1.9135e+00 -3.6367e+00 +4.7768e+00 -1.5409e+00 -3.8690e-01 +4.5210e+00 -4.6914e+00 -4.9771e+00 -1.0582e+00 -2.2814e+00
5 +8.099426015e+02 +8.099426015e+02 +8.747326015e+02 +8.747326015e+02 -5.1635e-01 +1.2557e-01 -2.4467e+00 -8.6283e-01 +5.0388e-01 -4.1364e-01 -1.3057e+00 -4.0478e+00 -1.0426e+00 +4.8927e+00 +3.6505e+00 +1.6541e-01 +1.1873e+00 -4.8480e+00 +2.8090e+00 -6.6777e-01 -4.7170e+00 +3.3209e+00 -5.9805e-01 +4.9018e+00
6 +5.352244596e+02 +5.352244596e+02 +6.000144596e+02 +6.000144596e+02 +3.6164e+00 +2.2992e+00 -1.2842e+00 +7.6022e-01 +2.1635e-01 -2.0633e-01 -3.4313e+00 +1.9345e+00 -3.2523e+00 +4.0469e+00 +5.3454e-01 -3.9631e+00 -1.9480e+00 +2.4929e+00 -8.5123e-01 -6.4563e-01 -2.8007e+00 +2.1721e+00 +4.2035e-01 -2.7753e+00
% function evaluation | noise-free fitness - Fopt (5.407000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.003618464e+03 +4.003618464e+03 +4.057688464e+03 +4.057688464e+03 +1.2978e+00 +3.6895e+00 +4.4156e+00 -1.7084e+00 -2.1451e+00 +3.6857e+00 +2.6746e+00 +6.9451e-01 +7.0703e-01 +4.3189e+00 -4.0283e+00 -4.1069e+00 +4.0125e+00 -4.2259e+00 -4.8126e+00 +4.7086e-01 +2.9820e+00 +2.9381e-01 +3.5208e+00 +4.7983e+00
2 +2.348358281e+03 +2.348358281e+03 +2.402428281e+03 +2.402428281e+03 +3.8315e+00 +2.3650e+00 +2.7338e+00 -3.4661e+00 -1.2356e+00 -4.9970e+00 -2.2688e+00 +3.8525e+00 +1.4846e+00 -3.0459e+00 -1.1755e+00 +1.7153e+00 -2.5387e+00 -1.3307e+00 -4.3583e+00 +3.3889e+00 -1.7552e+00 +3.8280e+00 -1.9319e+00 -1.7652e+00
5 +1.225024663e+03 +1.225024663e+03 +1.279094663e+03 +1.279094663e+03 +2.6650e+00 +1.1066e+00 -2.8934e+00 +4.1665e+00 -2.6785e+00 -2.8607e+00 -3.0149e+00 +3.1423e+00 -2.1314e+00 +3.2940e+00 -2.5253e+00 +2.6585e+00 -2.8172e+00 -1.2171e+00 -2.0257e+00 -9.6656e-01 -2.1884e+00 +4.8887e+00 -4.3503e+00 -2.1548e+00
33 +8.813232619e+02 +8.813232619e+02 +9.353932619e+02 +9.353932619e+02 -3.6891e+00 -3.8967e+00 +2.7856e-01 +4.8575e+00 -3.7309e+00 -3.0843e+00 +6.4545e-01 +2.2511e+00 -4.6947e+00 +4.6683e+00 -3.8199e+00 +3.8554e+00 +2.1050e+00 +4.3291e+00 -1.2161e+00 -4.8249e+00 +4.3121e+00 -1.8544e+00 +1.7012e+00 -4.6081e-01
146 +4.913811867e+02 +4.913811867e+02 +5.454511867e+02 +5.454511867e+02 -4.2389e+00 +5.6153e-01 +1.7930e+00 +4.9051e+00 -3.8503e+00 +1.7687e+00 +2.1989e+00 +4.1561e+00 -4.2425e+00 +1.9725e+00 -2.2205e+00 +3.7299e+00 -1.4091e+00 +3.5116e-01 -1.3280e+00 -4.7973e+00 +4.2415e+00 -4.3431e+00 +3.5493e-01 +3.1897e+00
% function evaluation | noise-free fitness - Fopt (-9.152000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.084266394e+03 +1.084266394e+03 +9.927463941e+02 +9.927463941e+02 +2.3456e+00 +4.1708e-01 -1.5132e+00 +3.3982e+00 -3.4721e+00 +8.2044e-01 +2.5125e+00 +1.1890e+00 +4.3393e+00 +4.4503e+00 +3.0034e+00 -8.2963e-01 -2.4536e+00 +3.6423e+00 -2.3803e-01 +1.9041e+00 +1.3236e-01 -1.2566e+00 +2.6054e+00 +6.9692e-01
40 +6.887331120e+02 +6.887331120e+02 +5.972131120e+02 +5.972131120e+02 -4.1124e+00 +3.1909e+00 -2.2959e+00 +4.9462e+00 +4.3779e+00 +2.7305e+00 +3.0077e+00 -4.0446e+00 -3.1960e+00 -2.5712e-01 -1.4366e+00 -4.5145e+00 -3.6842e+00 +2.8392e+00 -3.6926e+00 -4.0070e+00 +2.0083e+00 -2.5547e+00 -1.0964e+00 +3.8916e+00
44 +5.700366504e+02 +5.700366504e+02 +4.785166504e+02 +4.785166504e+02 -4.3225e-01 +4.2067e+00 +2.6994e+00 -1.7561e+00 -1.2554e-01 -1.2851e+00 -1.5410e-01 -2.1038e+00 -3.5280e+00 +3.4796e+00 +4.4159e+00 -3.9856e-01 -3.3711e+00 +1.0830e+00 -2.1773e-01 +4.3038e+00 +1.1579e+00 +3.7115e+00 +8.5271e-01 +3.7086e+00
91 +2.441481896e+02 +2.441481896e+02 +1.526281896e+02 +1.526281896e+02 -2.2552e+00 +4.0895e+00 -2.6885e+00 +1.0898e+00 +1.8270e+00 +1.3155e+00 +4.2066e+00 -3.1134e+00 -2.2434e+00 +1.5096e+00 +2.5140e+00 -3.1034e+00 -4.8246e+00 +6.8736e-01 +2.6426e+00 +3.4844e+00 +2.1490e+00 +4.6879e+00 +2.2783e+00 +7.0941e-01
% function evaluation | noise-free fitness - Fopt (2.263000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.035428598e+03 +3.035428598e+03 +3.058058598e+03 +3.058058598e+03 +3.5224e-01 +4.5334e+00 -1.6996e+00 -1.2142e-01 -3.9636e+00 -4.3465e-01 -1.0743e-02 -3.2784e+00 +4.1856e+00 -1.7136e+00 +2.8140e-01 -2.7170e+00 -3.6970e+00 -9.6985e-01 -1.8828e+00 +9.3300e-02 +3.2333e+00 +2.8608e+00 +1.9720e+00 -8.9109e-01
10 +2.497303198e+03 +2.497303198e+03 +2.519933198e+03 +2.519933198e+03 -4.1153e+00 -4.2899e+00 -7.2112e-01 +4.2276e+00 -3.1252e-01 -2.1259e+00 +3.2682e+00 -1.5654e+00 +2.8906e-01 -3.4939e-01 -3.7739e+00 -4.7866e-01 +1.3460e+00 +3.9487e+00 -1.4501e-01 -4.8566e+00 +1.4534e+00 +1.0981e+00 -3.3545e+00 -9.1466e-01
22 +1.171265182e+03 +1.171265182e+03 +1.193895182e+03 +1.193895182e+03 +2.9354e+00 +3.5107e+00 -1.5506e-01 +2.6943e+00 -4.2039e-01 -1.0838e+00 -1.0169e+00 -2.2761e+00 +4.7437e+00 -5.4575e-01 -4.4913e+00 +3.5525e+00 +2.9564e+00 -3.2738e+00 +4.1088e+00 -1.3041e+00 +4.7599e+00 +1.0959e+00 -3.4712e-02 +3.5955e+00
25 +9.121489412e+02 +9.121489412e+02 +9.347789412e+02 +9.347789412e+02 +4.7478e+00 -6.1729e-01 -3.6820e-01 +9.2097e-01 +4.9240e+00 +2.6118e+00 -1.2812e+00 -2.5018e+00 -1.2381e+00 -2.5440e+00 +1.8422e+00 +2.6663e+00 -2.7816e+00 +5.8330e-01 +2.1425e+00 +4.5214e+00 +4.3558e+00 -4.0161e+00 -1.6158e+00 +3.8208e-01
% function evaluation | noise-free fitness - Fopt (1.554000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.515274081e+03 +3.515274081e+03 +3.530814081e+03 +3.530814081e+03 +4.2032e+00 +9.5325e-01 -8.1880e-01 +3.8231e+00 +4.2452e+00 +1.3372e+00 -3.2331e+00 -4.2606e+00 -4.0454e-02 -2.2098e+00 -3.5971e+00 -4.1802e+00 +1.3775e+00 -1.0676e+00 -3.3882e+00 +7.1521e-01 +1.9193e+00 -1.6160e+00 +6.1404e-01 -8.5787e-01
3 +1.488881173e+03 +1.488881173e+03 +1.504421173e+03 +1.504421173e+03 +3.1528e+00 +2.3243e+00 -7.6947e-01 +5.5968e-01 -2.1223e+00 -2.2309e+00 +8.5646e-01 -3.9722e+00 -1.4847e+00 -2.9893e-01 +1.3229e+00 -3.0668e+00 +2.3168e+00 +2.4193e+00 -2.8296e+00 -4.2399e+00 -2.1874e+00 -2.7295e+00 -3.7536e-01 -3.4156e+00
11 +7.005985115e+02 +7.005985115e+02 +7.161385115e+02 +7.161385115e+02 -2.5052e+00 -3.1820e+00 +4.5057e+00 -4.7120e+00 -4.9735e+00 +2.8911e+00 +2.0039e+00 +3.6847e+00 -1.6425e+00 -2.4635e+00 +2.1975e+00 -3.8112e+00 -2.7816e+00 -2.4682e+00 -4.5545e+00 -9.1774e-01 +2.7938e+00 -3.4596e+00 -3.0294e+00 +3.6099e+00
179 +5.666120210e+02 +5.666120210e+02 +5.821520210e+02 +5.821520210e+02 -2.2235e+00 -5.6830e+00 +6.6950e+00 -2.9129e+00 -4.0960e+00 +3.6347e-02 +3.8444e-01 +8.1234e+00 -2.7673e+00 +7.0407e-02 +3.7809e+00 -4.0091e+00 -7.1252e-01 -3.7990e+00 -4.2918e-02 +4.2521e+00 +2.4239e+00 -3.9913e+00 -1.2655e-01 +7.2996e+00
% function evaluation | noise-free fitness - Fopt (-3.765100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.495950920e+03 +3.495950920e+03 +3.119440920e+03 +3.119440920e+03 -6.2687e-01 +4.7612e+00 -4.7468e+00 -1.1296e+00 +1.7959e+00 -3.0381e+00 -4.3910e+00 +4.1197e+00 -2.0881e+00 -2.3454e+00 +4.3758e+00 +1.3883e+00 -2.4390e+00 -1.2746e+00 -3.8310e+00 +1.7316e+00 +4.7623e+00 +2.2312e+00 +1.2624e+00 +2.1766e+00
2 +1.072183532e+03 +1.072183532e+03 +6.956735319e+02 +6.956735319e+02 -1.4161e+00 +2.1842e+00 +1.5073e+00 -3.1380e+00 -2.8133e+00 +1.0633e+00 +4.8345e+00 -1.7078e+00 -1.7915e+00 +5.1087e-01 -3.3048e+00 -6.0284e-01 -3.8709e+00 +1.5498e+00 +2.0547e+00 +4.0479e+00 +1.7608e+00 -3.1739e+00 -7.6852e-01 +1.5997e+00
51 +8.935118499e+02 +8.935118499e+02 +5.170018499e+02 +5.170018499e+02 +1.1413e-01 +3.1348e+00 +4.3226e+00 +2.0700e+00 -3.2395e+00 +8.7913e-02 -8.8418e-01 -1.9281e+00 -2.6024e+00 +3.3407e+00 -2.2002e+00 -7.7812e-01 -3.3058e+00 +3.5081e+00 -5.4882e-01 -3.8649e+00 +4.3989e+00 -3.8042e+00 -2.5211e-01 -2.5103e+00
147 +6.016645244e+02 +6.016645244e+02 +2.251545244e+02 +2.251545244e+02 -2.1055e+00 +4.3663e+00 +1.0440e+00 +4.4966e+00 -7.6896e-01 +3.1097e+00 +3.7610e+00 -2.0699e+00 -1.2228e+00 -5.5347e+00 +3.1614e-01 -2.5521e+00 -1.6841e+00 -3.3280e+00 +2.7300e+00 -1.1160e-02 -2.6696e+00 -3.6046e+00 -4.5107e+00 -2.8364e+00
% function evaluation | noise-free fitness - Fopt (3.960400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.816013535e+03 +1.816013535e+03 +2.212053535e+03 +2.212053535e+03 +3.0326e+00 -3.0236e-01 -1.8006e+00 +2.5917e+00 -4.3008e+00 -9.7929e-01 +1.8340e+00 -3.8126e+00 +2.2394e+00 -3.5529e+00 +1.0691e+00 -3.3558e+00 -4.8133e+00 +4.4248e+00 +1.1764e+00 +4.8052e+00 +4.4990e+00 -1.0388e+00 -1.3856e+00 -3.2088e+00
2 +1.323201065e+03 +1.323201065e+03 +1.719241065e+03 +1.719241065e+03 -4.2519e+00 -9.2916e-01 +1.8160e+00 +2.3580e+00 +1.8534e+00 -1.7398e+00 -4.3204e+00 +2.2823e+00 -3.0709e-03 -3.7869e+00 +1.4421e+00 -3.3004e+00 +3.9381e+00 +4.5564e-01 +2.6077e+00 -3.9879e+00 +2.4571e+00 -2.0151e+00 +7.9576e-01 +1.1010e+00
23 +5.484200090e+02 +5.484200090e+02 +9.444600090e+02 +9.444600090e+02 +1.3864e+00 -3.0592e+00 +1.8131e-01 +2.1666e+00 +4.0844e-01 -6.0369e-01 -1.9151e+00 +4.3534e+00 -8.3574e-01 +4.5761e-01 -3.2304e+00 +2.1920e+00 +1.3045e+00 -2.5023e+00 -1.3550e+00 +1.5077e+00 -1.1877e+00 +4.6955e+00 -4.7158e+00 -3.2766e+00
47 +3.590437839e+02 +3.590437839e+02 +7.550837839e+02 +7.550837839e+02 +3.0316e+00 -9.6599e-01 -2.6730e+00 +1.4655e+00 -4.6419e+00 +3.2240e-01 -2.4678e+00 +3.2277e-01 +4.9339e-01 +1.3140e+00 +2.3623e+00 +1.8123e+00 -1.1869e+00 -4.0589e-02 +4.6687e-01 -6.3088e-02 +2.3612e+00 +3.3402e+00 -1.5158e+00 +3.7102e+00
% function evaluation | noise-free fitness - Fopt (1.281100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.427783865e+03 +1.427783865e+03 +1.555893865e+03 +1.555893865e+03 +9.8324e-01 -2.5662e+00 -5.2887e-01 -9.1795e-01 -3.5767e+00 -2.1064e+00 +3.7832e+00 +4.2288e+00 +4.9977e+00 -3.1283e+00 -4.1071e+00 +3.9992e+00 +4.6826e+00 -3.5127e+00 +2.1847e+00 -5.1860e-02 -1.1828e+00 -1.4018e+00 +2.7162e-01 -3.3653e+00
5 +6.222057826e+02 +6.222057826e+02 +7.503157826e+02 +7.503157826e+02 +3.9962e+00 +9.7304e-01 +3.0441e+00 -6.3230e-01 -2.0522e+00 +4.1182e+00 -2.0670e+00 -1.5077e+00 -1.1619e+00 -1.6694e+00 -1.8648e+00 +1.4925e+00 -3.0348e-01 +9.6025e-01 -1.1763e+00 +8.8942e-01 -1.0096e+00 +4.4777e+00 -4.1972e+00 +3.8078e+00
63 +2.650395322e+02 +2.650395322e+02 +3.931495322e+02 +3.931495322e+02 -2.9464e+00 -3.1412e+00 +8.4416e-01 +2.4337e+00 -3.2591e+00 +2.0286e+00 -1.5819e+00 +4.4339e+00 -2.9778e+00 -4.1441e-01 +8.1813e-01 -4.1030e+00 -2.7226e+00 +4.6557e+00 +2.1840e+00 +2.2909e+00 -1.7082e+00 +1.5328e+00 -7.8627e-01 -2.2782e+00
% function evaluation | noise-free fitness - Fopt (-2.923500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.655172837e+03 +2.655172837e+03 +2.362822837e+03 +2.362822837e+03 -1.6247e+00 -1.5158e+00 +3.9232e+00 -4.8297e+00 -1.8328e+00 +2.2239e+00 -1.8556e+00 -4.0411e+00 +3.2605e+00 -4.3843e+00 +5.4592e-01 +1.5350e+00 -7.2500e-01 -7.9847e-01 -5.1176e-01 +6.9716e-01 +2.0575e+00 -6.6033e-01 -1.2564e+00 -1.8266e+00
2 +1.846543089e+03 +1.846543089e+03 +1.554193089e+03 +1.554193089e+03 -1.2013e+00 +9.3919e-01 +2.4164e+00 +1.2882e+00 +3.2594e+00 +2.8283e+00 +2.9474e+00 +1.4524e+00 -7.6224e-01 -4.9499e-01 -1.1640e+00 -2.9432e+00 -2.3057e-01 -5.4076e-01 +2.7408e+00 +1.7664e+00 +1.0293e+00 +3.8507e+00 +4.2371e+00 -1.3108e+00
4 +1.071047380e+03 +1.071047380e+03 +7.786973803e+02 +7.786973803e+02 +6.5077e-01 -6.0272e-01 -1.9915e+00 -3.6847e+00 -3.7355e+00 +4.8487e-01 -1.0248e-01 -4.3453e+00 +2.2436e-01 -1.0966e+00 +3.3470e+00 +4.2649e+00 +1.8017e+00 -1.4358e+00 -4.2935e+00 -2.1285e+00 +3.7790e+00 -9.9526e-01 +4.4178e+00 -4.1071e+00
5 +4.511743905e+02 +4.511743905e+02 +1.588243905e+02 +1.588243905e+02 -1.3718e+00 +3.0053e+00 +9.7692e-01 +4.6092e+00 +4.9921e-01 -1.3790e+00 -3.4932e+00 +1.1630e+00 +2.3121e+00 -4.3336e+00 +2.8232e+00 +4.3310e+00 +1.0722e+00 -1.7738e+00 -1.8311e+00 -1.3846e+00 +4.5946e-01 +3.2582e+00 +4.4941e+00 -3.3294e+00
% function evaluation | noise-free fitness - Fopt (3.110100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.393895276e+03 +2.393895276e+03 +2.704905276e+03 +2.704905276e+03 -1.3811e+00 -1.5545e+00 +3.3596e+00 -1.0277e+00 -3.4210e+00 -3.5083e+00 +5.3393e-01 +3.1231e+00 +2.2190e+00 -7.6455e-02 -3.4608e+00 +3.0638e+00 +7.5934e-01 -3.1655e+00 +4.2601e+00 -1.2503e+00 -1.5654e+00 +8.9998e-01 +4.3544e+00 -3.2008e+00
4 +1.370914945e+03 +1.370914945e+03 +1.681924945e+03 +1.681924945e+03 -1.2401e+00 +1.1729e+00 +3.3716e+00 +1.3046e+00 +3.8147e+00 -6.1668e-01 -3.5740e+00 +2.9897e+00 +1.4649e+00 +2.8067e+00 -4.7623e+00 -2.3668e-01 +4.8126e-02 -2.4453e+00 -2.1705e+00 +3.8326e+00 -4.1019e+00 +4.6453e+00 -5.5973e-01 -3.5867e+00
12 +9.250825578e+02 +9.250825578e+02 +1.236092558e+03 +1.236092558e+03 -3.3422e-01 -2.2850e+00 +2.9560e+00 +3.5723e+00 +1.6554e+00 -4.5935e+00 +2.2020e+00 +2.3655e+00 +3.6666e+00 -4.9156e+00 -4.1540e+00 -2.0070e+00 +3.1121e+00 -3.1890e+00 -1.5796e+00 +1.4339e+00 -4.5656e+00 +1.3607e+00 -2.2042e+00 -9.1305e-01
% function evaluation | noise-free fitness - Fopt (-8.051800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.382964040e+03 +1.382964040e+03 +5.777840399e+02 +5.777840399e+02 -2.2881e-02 +1.2363e+00 +2.7188e-01 +6.9882e-01 +1.6517e+00 -2.2180e+00 -2.6318e+00 -4.7522e+00 +1.3037e+00 +3.3858e+00 +4.1090e+00 -4.5889e-01 +3.1187e+00 +2.9864e+00 +9.6071e-01 -3.2806e+00 +1.8909e+00 -1.7386e+00 +8.8890e-01 +1.1955e-02
43 +9.100987071e+02 +9.100987071e+02 +1.049187071e+02 +1.049187071e+02 +4.6173e+00 -5.7354e-01 +3.6812e+00 -1.8120e+00 +2.4921e+00 -9.2031e-01 +1.8327e-01 -3.2911e+00 +3.0509e+00 +8.8062e-01 +3.6222e+00 -1.6612e+00 +3.3373e+00 -2.3446e+00 +4.5627e+00 -7.4348e-01 -2.1296e+00 +2.7943e+00 -1.9183e-01 +4.9662e+00
131 +4.987826913e+02 +4.987826913e+02 -3.063973087e+02 -3.063973087e+02 +7.0590e-02 -3.2518e+00 -6.1328e-01 +3.9542e+00 +8.7178e-02 -2.4183e+00 +5.7508e-01 -2.2508e+00 -7.5646e-01 +5.7691e+00 +2.9211e+00 +7.7293e-02 +2.4239e+00 +3.5755e+00 +1.9035e-01 +3.2473e+00 -1.0629e+00 +1.1613e+00 -2.1951e+00 +1.3451e-01
