% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.358268279e+02 +3.358268279e+02 +2.342968279e+02 +2.342968279e+02 -3.3391e+00 -1.9749e+00 -4.7089e+00 -3.2477e+00 +3.6761e+00 -3.9801e+00 +7.4572e-01 +7.2541e-01 -4.3666e+00 +1.3118e+00 -1.7326e+00 +4.9065e+00 -3.9398e+00 -4.1017e+00 +1.9748e+00 +4.7770e+00 +3.6846e+00 -4.8863e+00 -1.5723e+00 -4.1946e+00
105 +2.432785403e+02 +2.432785403e+02 +1.417485403e+02 +1.417485403e+02 -5.5099e-01 -2.4615e+00 +3.9960e+00 -1.5379e+00 +4.3057e+00 -1.9364e+00 +3.0461e+00 +4.5437e+00 -4.4796e+00 -4.7881e+00 +3.9534e+00 -8.7509e-01 +4.0731e-01 -4.6689e+00 +5.3219e+00 +1.9871e+00 +5.0316e-01 -7.7993e+00 -2.2079e+00 -2.6252e+00
% function evaluation | noise-free fitness - Fopt (3.019700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.747998090e+02 +2.747998090e+02 +5.767698090e+02 +5.767698090e+02 -3.3756e-01 +2.7955e+00 +1.9085e+00 -2.4639e+00 +7.3980e-01 +2.4314e+00 +3.8598e+00 +2.2385e+00 -2.2293e+00 -5.8465e-01 +3.1092e+00 -4.9996e+00 -1.5514e+00 -1.0063e+00 +1.6826e+00 +2.8622e+00 +3.7139e+00 +4.9361e+00 +4.4802e+00 -1.3436e+00
102 +2.232516870e+02 +2.232516870e+02 +5.252216870e+02 +5.252216870e+02 +1.7130e-02 +2.4851e+00 +2.7373e+00 +3.8836e+00 -3.6674e+00 -7.1944e+00 +3.2426e-01 +4.9114e+00 +4.8898e-01 -1.9744e+00 +4.4852e+00 -4.8701e+00 +1.6170e-01 +2.0920e+00 +3.1568e+00 +3.2708e+00 -1.3918e+00 +3.6540e+00 +2.1138e+00 +9.0275e+00
% function evaluation | noise-free fitness - Fopt (-6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.475571881e+02 +3.475571881e+02 +2.819471881e+02 +2.819471881e+02 -4.6824e+00 +3.8223e+00 +8.5064e-01 +3.7510e+00 +2.5236e+00 -3.7513e+00 -2.4946e+00 +4.0213e+00 -1.9473e+00 -2.6908e+00 -3.6781e+00 +1.5670e+00 +3.4250e+00 -4.0880e+00 -2.3394e+00 -9.4258e-01 -4.5724e+00 -2.3072e+00 -1.9915e-01 +4.1033e+00
101 +2.250323751e+02 +2.250323751e+02 +1.594223751e+02 +1.594223751e+02 +2.7064e+00 -3.0992e+00 -4.8654e+00 -1.4444e+00 +1.5066e+00 +1.8156e+00 -2.6647e+00 +2.5754e+00 -1.8278e+00 +3.2043e+00 -3.1770e+00 +3.6264e+00 +2.3269e+00 +4.0752e+00 +5.5676e-01 -4.2174e+00 +3.2708e-01 -4.8114e+00 +1.0198e+01 +2.9230e+00
% function evaluation | noise-free fitness - Fopt (-3.569000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.795551125e+02 +3.795551125e+02 +3.438651125e+02 +3.438651125e+02 -4.8677e+00 -4.5493e+00 +2.6361e+00 -1.3185e-01 +1.7801e+00 +2.4417e+00 +3.4262e+00 +1.6144e+00 -9.3330e-01 -2.3706e+00 -4.2839e+00 +1.9415e+00 -1.0540e+00 -2.4358e+00 +3.5691e+00 -3.7070e+00 -2.9888e+00 +1.3929e+00 +1.8326e+00 -2.9344e+00
47 +2.451220534e+02 +2.451220534e+02 +2.094320534e+02 +2.094320534e+02 +3.0697e+00 -1.2018e+00 +6.3576e-01 -4.5503e+00 -4.1383e+00 +4.2532e+00 +2.3520e+00 +3.2367e+00 -3.0989e+00 +2.4922e+00 +3.1864e-01 -3.6394e+00 +4.4331e+00 +4.8434e+00 +9.5508e-01 -1.2887e+00 +2.7339e+00 +3.4533e+00 +4.9907e+00 -3.6446e+00
% function evaluation | noise-free fitness - Fopt (3.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.568176542e+02 +4.568176542e+02 +4.885576542e+02 +4.885576542e+02 -4.8979e+00 +3.7688e+00 +4.6351e+00 -3.4688e+00 +3.7852e+00 +3.9090e+00 +2.6191e+00 +2.8021e+00 -4.2780e+00 -1.7296e+00 -2.1686e+00 +4.4435e+00 +4.5945e-01 -4.0288e+00 +4.1243e+00 +4.5954e-01 -4.2178e+00 -4.2408e+00 -1.4669e+00 -4.1403e+00
4 +3.708339289e+02 +3.708339289e+02 +4.025739289e+02 +4.025739289e+02 -1.5588e+00 +1.9164e+00 +2.4751e+00 +2.0424e+00 +1.6945e+00 -1.9155e-02 -4.1310e+00 -9.9859e-01 +3.2961e-01 +8.3658e-01 +1.1201e-01 +1.3116e+00 +1.6172e+00 +1.6584e+00 -5.8670e-01 -2.3740e+00 -1.1119e-01 +3.8602e+00 +2.6217e+00 +4.1118e+00
17 +2.284021565e+02 +2.284021565e+02 +2.601421565e+02 +2.601421565e+02 +1.7120e+00 -2.7609e+00 -4.5387e+00 -3.5063e+00 +4.7976e+00 +2.4481e+00 -1.6309e+00 +4.6479e+00 -4.4052e+00 -4.8039e+00 -2.2461e+00 +3.2448e+00 -4.7028e+00 -4.9983e+00 +4.3565e+00 -2.9920e+00 +3.8467e+00 +4.6850e+00 +1.6867e+00 +3.1024e+00
% function evaluation | noise-free fitness - Fopt (8.344900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.279212997e+02 +4.279212997e+02 +1.262411300e+03 +1.262411300e+03 -7.9065e-01 +4.3138e+00 +3.7259e+00 +1.1266e+00 -2.2181e+00 -1.0347e+00 -2.9255e-01 +4.5413e+00 +6.0912e-01 +1.5870e+00 +4.7661e+00 -3.4832e+00 -4.0295e+00 +4.1332e+00 -3.8789e+00 +4.0362e+00 -6.0080e-01 -4.8440e+00 -2.0740e+00 -1.0973e+00
8 +3.680520734e+02 +3.680520734e+02 +1.202542073e+03 +1.202542073e+03 -1.6052e+00 -1.3287e+00 +2.7291e+00 -1.3138e+00 +1.5720e+00 -3.7241e+00 +3.4151e+00 -3.2738e+00 +4.4302e+00 +3.0950e-01 +4.2483e+00 -2.2547e+00 -3.7756e-01 -1.6212e+00 -1.7601e+00 +3.8586e-01 -4.1171e+00 +1.2306e+00 +2.2904e+00 -4.6664e+00
101 +2.223001637e+02 +2.223001637e+02 +1.056790164e+03 +1.056790164e+03 -3.2543e+00 -1.0119e+00 -2.1413e+00 -2.2197e+00 +1.9187e+00 -1.5989e+00 +9.0225e+00 -3.0944e+00 -2.3906e-01 -3.7741e-02 +4.7390e+00 +1.2149e+00 -2.6394e+00 +2.5561e-01 -9.3638e+00 +4.9956e+00 -1.9507e+00 +1.8890e+00 +4.8357e+00 +9.1746e-01
% function evaluation | noise-free fitness - Fopt (4.159000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.319600823e+02 +3.319600823e+02 +3.735500823e+02 +3.735500823e+02 +2.3608e+00 +4.7359e+00 -4.3490e+00 +4.6387e+00 -1.5278e+00 +9.8838e-01 +3.8505e-01 +5.2783e-01 +2.7643e+00 +3.3584e+00 -4.6455e+00 -5.6368e-01 -2.1952e+00 -4.2341e-01 -2.7055e+00 -2.2199e+00 +4.1919e+00 -2.1652e+00 +2.0848e+00 +2.3757e+00
84 +2.366311584e+02 +2.366311584e+02 +2.782211584e+02 +2.782211584e+02 +2.3234e+00 -3.0075e+00 -2.0197e+00 -1.9590e+00 -4.7688e+00 +1.9523e+00 -1.6745e+00 +3.6727e+00 -3.8841e+00 +3.8917e+00 +4.6004e+00 -8.0237e-01 -1.9777e+00 +3.9527e+00 -1.1255e+00 +9.9638e-02 +2.4990e+00 +3.6987e+00 +4.8984e+00 +2.4497e+00
% function evaluation | noise-free fitness - Fopt (1.004200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.732951171e+02 +3.732951171e+02 +4.737151171e+02 +4.737151171e+02 +4.3795e+00 -3.0152e+00 -2.0360e+00 -1.7363e+00 +3.4744e+00 -3.3539e-01 -3.5296e+00 -2.1059e+00 +1.8827e+00 +3.7095e+00 +1.2553e-02 -4.4147e+00 -2.6838e+00 +4.2389e-01 -3.7243e+00 -4.3876e+00 -1.0685e-02 +2.0293e+00 +1.9122e+00 +5.9041e-01
110 +2.211552821e+02 +2.211552821e+02 +3.215752821e+02 +3.215752821e+02 -2.5794e+00 +1.9270e+00 -2.4297e+00 +1.8210e+00 +3.6912e-01 +6.1722e-01 +4.1890e-01 -1.3827e+00 +4.8782e+00 +2.6423e+00 -1.5006e+00 -4.5852e+00 -3.6996e+00 -2.9502e+00 +4.5271e+00 -2.0119e+00 -5.4606e+00 +7.0176e+00 -4.8346e+00 -6.2287e+00
% function evaluation | noise-free fitness - Fopt (-7.530000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.339362821e+02 +3.339362821e+02 +3.264062821e+02 +3.264062821e+02 -4.1885e+00 -2.3408e+00 +4.5235e-03 +9.7255e-01 -1.8589e+00 -2.3730e+00 +4.1884e-01 -1.6894e+00 -3.9258e+00 +9.2360e-01 -7.4543e-01 +4.0311e+00 -3.7232e+00 -4.3818e+00 -8.0694e-01 +1.1524e+00 -1.1702e-01 -3.3789e+00 +3.7828e+00 +2.2984e-01
18 +2.433489436e+02 +2.433489436e+02 +2.358189436e+02 +2.358189436e+02 -3.2667e+00 -2.8800e+00 -2.5721e+00 -4.7758e+00 +3.8173e+00 -4.0094e+00 -2.9400e+00 +3.8471e-01 -3.9800e+00 -1.3427e+00 -1.1508e+00 +3.8823e+00 -1.6164e+00 -3.4900e+00 -4.9252e+00 +4.8045e+00 -5.1681e-02 -3.8597e+00 +8.8273e-01 -4.5279e+00
