% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
14 +1.467709776e+01 +1.467709776e+01 +8.450709776e+01 +8.450709776e+01 -7.4677e-01 -4.1270e+00 -1.8784e+00 -8.4384e-01 -2.7314e+00 +4.5861e+00 -1.9937e+00 +3.4864e+00 +2.4052e+00 -1.4865e+00 -4.1497e+00 +2.3648e+00 -4.3538e+00 +2.6898e+00 -3.3944e+00 +2.1306e+00 -2.2057e+00 -2.6620e+00 +1.0216e+00 -3.9845e+00
% function evaluation | noise-free fitness - Fopt (7.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.205240922e+01 +4.205240922e+01 +4.212240922e+01 +4.212240922e+01 -6.8385e-01 +1.7971e+00 +3.8339e+00 +3.3644e+00 +3.1205e+00 -2.0169e+00 -1.9226e+00 +5.9347e-01 -1.9662e+00 -4.8582e+00 +4.2891e+00 +4.2383e+00 -4.8665e+00 +4.9404e+00 +9.9774e-01 +1.6602e+00 -2.3151e+00 -4.8660e+00 +2.0113e+00 +4.7248e+00
3 +3.225649401e+01 +3.225649401e+01 +3.232649401e+01 +3.232649401e+01 -4.4684e+00 +3.8057e+00 +4.7661e+00 -1.6808e+00 -4.9678e+00 +1.9979e+00 +2.6579e+00 +3.8009e-01 +2.1675e+00 +4.3892e+00 -4.7018e+00 +3.2457e+00 -2.3574e+00 -3.1927e+00 -5.1005e-01 +3.4836e+00 +2.4880e+00 +4.0108e+00 -3.8207e+00 +6.6704e-01
12 +2.421618504e+01 +2.421618504e+01 +2.428618504e+01 +2.428618504e+01 +4.7545e+00 -4.5853e+00 -1.1458e+00 -3.3313e+00 +2.7973e-01 -2.2876e+00 +1.8548e+00 -2.4714e+00 -5.6946e-01 +1.1591e+00 +3.5298e+00 +5.4924e-01 -2.5211e+00 -1.4182e+00 -4.4570e+00 +3.9687e+00 +1.2789e+00 +1.2266e+00 +2.6954e-01 +4.0060e+00
20 +1.583513432e+01 +1.583513432e+01 +1.590513432e+01 +1.590513432e+01 +2.1945e+00 -2.3960e+00 -4.0270e+00 -2.0189e-01 -4.0903e-01 +4.6410e+00 +2.7901e+00 +1.3385e+00 -6.1014e-01 -3.2618e+00 -4.8333e+00 +1.5262e+00 +3.5340e+00 -4.9309e+00 -1.4731e+00 +3.6783e+00 +4.7443e+00 -4.8871e+00 +3.3449e-01 +4.9308e+00
% function evaluation | noise-free fitness - Fopt (4.960000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.351846449e+02 +1.351846449e+02 +1.401446449e+02 +1.401446449e+02 -4.4696e+00 +1.9486e+00 -9.7446e-01 -9.0554e-01 -4.4261e+00 -2.9733e-01 +4.4188e+00 +1.4828e-01 -1.7282e+00 -1.2342e+00 +3.4267e+00 +9.0303e-01 +1.6757e+00 +3.4112e+00 +3.6071e+00 +2.9181e+00 -3.7328e+00 +3.2873e+00 +1.7215e-01 +2.7642e+00
5 +7.672805413e+01 +7.672805413e+01 +8.168805413e+01 +8.168805413e+01 +1.2135e+00 -3.3338e+00 +3.3958e+00 +1.4141e+00 -2.0170e+00 -4.9553e+00 +4.1965e+00 +2.7043e+00 -1.6953e+00 -4.8391e+00 +3.5243e+00 -2.3513e+00 -3.2706e+00 -2.4317e+00 +1.5180e+00 -2.9767e+00 -1.8489e+00 -2.2997e+00 +4.5927e-01 +2.4596e+00
9 +3.912724022e+01 +3.912724022e+01 +4.408724022e+01 +4.408724022e+01 -4.9925e+00 -3.6060e+00 -7.4287e-01 +4.5744e+00 +1.5963e-01 +4.1914e+00 +1.7580e+00 +9.8359e-01 -1.4025e+00 +4.3831e+00 +4.2864e+00 -4.6624e+00 -2.4862e+00 +2.3339e+00 -2.0195e+00 -3.4772e+00 +4.4408e+00 +2.0149e+00 -3.9807e+00 +3.9813e+00
16 +1.852067731e+01 +1.852067731e+01 +2.348067731e+01 +2.348067731e+01 +4.2154e+00 +1.4424e+00 +3.9766e+00 +1.4666e+00 -3.3742e+00 -2.3243e+00 +3.2458e+00 +4.0476e+00 -6.2216e-01 +1.1531e+00 -2.5806e+00 +2.6447e+00 -9.0893e-01 +2.1395e+00 -2.3808e+00 +1.6606e+00 +9.5557e-01 -4.9621e+00 -5.8053e-01 +3.4139e+00
% function evaluation | noise-free fitness - Fopt (1.923000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.211252803e+01 +4.211252803e+01 +2.344125280e+02 +2.344125280e+02 -1.1907e+00 +8.0840e-01 -4.4036e+00 -4.4945e+00 +2.7046e+00 -4.0456e+00 +3.0380e+00 -2.0697e+00 +6.7586e-01 +8.5878e-01 +2.7402e+00 +4.2344e+00 +1.6841e+00 +3.4706e+00 -1.5884e+00 -3.8460e+00 +4.9411e+00 +2.7836e+00 +7.7861e-01 +3.4379e+00
5 +3.951147768e+01 +3.951147768e+01 +2.318114777e+02 +2.318114777e+02 +4.7240e+00 -8.2965e-01 +4.1612e+00 +3.0857e+00 -1.2700e+00 -2.4225e+00 +2.1076e+00 -4.7791e+00 -2.7778e+00 +3.6019e+00 +2.5554e+00 +7.2933e-01 -3.0904e+00 +3.9919e+00 +3.2598e+00 -4.3118e+00 +4.1491e+00 +4.4548e+00 -3.5816e+00 -2.3678e+00
9 +2.040764111e+01 +2.040764111e+01 +2.127076411e+02 +2.127076411e+02 -2.6480e+00 -1.7885e+00 -2.1274e+00 -3.4892e+00 +7.2553e-01 +1.4588e+00 -2.3450e+00 -2.8967e+00 -6.2053e-02 +1.1988e+00 +3.5857e+00 -3.2546e+00 -6.4684e-01 +3.0775e+00 +2.5170e-01 +1.1747e+00 +3.1561e+00 +2.0334e+00 -1.3460e+00 -4.5619e+00
55 +1.489598710e+01 +1.489598710e+01 +2.071959871e+02 +2.071959871e+02 -1.4680e+00 +2.6241e+00 +1.0484e-01 +4.1499e+00 +3.7960e+00 +4.6480e-01 +2.1831e+00 -1.2145e-01 -3.6136e-01 -2.4919e+00 +2.9055e+00 -2.0057e+00 +3.1603e+00 -2.8646e+00 +3.0437e+00 -4.2547e+00 +9.5672e-01 +2.1098e+00 -1.9274e+00 +2.2090e+00
% function evaluation | noise-free fitness - Fopt (4.971000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.359820405e+01 +2.359820405e+01 +7.330820405e+01 +7.330820405e+01 +1.9543e+00 +5.3624e-01 -3.3548e+00 -4.0694e+00 +1.5347e+00 +4.7067e+00 +1.7888e+00 -3.8404e+00 +4.0725e+00 +2.2558e+00 -3.3120e+00 -1.4052e+00 +4.1303e+00 -6.7564e-02 +3.3261e+00 -4.8405e-01 -2.5277e+00 -5.7869e-01 +4.6633e-01 -3.3082e+00
103 +1.492414996e+01 +1.492414996e+01 +6.463414996e+01 +6.463414996e+01 -2.0977e+00 -4.2147e+00 +5.1103e-01 +2.9900e+00 -2.3896e+00 +2.4376e+00 -6.9223e-01 -1.2711e+00 +5.2783e-01 -9.5862e-01 -1.9880e+00 +2.0765e+00 +1.1753e+00 -1.2770e+00 -2.7927e+00 +2.8256e+00 -4.0770e+00 +2.5900e+00 +1.1240e+00 +3.4236e+00
% function evaluation | noise-free fitness - Fopt (2.051200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.597789961e+01 +2.597789961e+01 +2.310978996e+02 +2.310978996e+02 +1.1071e+00 +3.6609e+00 +2.2156e+00 -2.9331e+00 -1.1990e+00 -4.8959e+00 +1.4778e+00 +2.7804e+00 +3.6888e+00 -2.5652e+00 -2.8333e+00 +2.8936e+00 -9.6714e-01 +2.6570e+00 -4.3621e-01 +1.3443e+00 -2.0880e-01 -4.0676e+00 -1.7524e+00 +1.2757e+00
8 +2.204992107e+01 +2.204992107e+01 +2.271699211e+02 +2.271699211e+02 -5.5343e-02 +1.4023e-01 +4.3472e+00 +5.9018e-02 -4.9065e+00 +3.5788e+00 -5.7324e-01 +2.8907e+00 +4.4716e+00 -7.7983e-01 -4.8538e+00 +5.7556e-01 +3.2513e+00 -2.1488e+00 +8.5115e-01 +2.6039e+00 -1.9778e+00 -1.4969e+00 +1.6542e+00 -2.4557e+00
33 +1.575606937e+01 +1.575606937e+01 +2.208760694e+02 +2.208760694e+02 -3.7211e+00 +5.7781e-01 +4.8683e-02 -2.7184e+00 +3.4839e+00 -5.8680e-01 -4.0054e+00 +4.3332e+00 -2.9803e+00 +1.4578e+00 +1.8899e+00 +3.0833e+00 +4.2855e+00 -4.2948e+00 -6.3806e-01 -2.6572e+00 -2.7364e+00 -2.5041e+00 +5.6412e-01 +5.4558e-01
% function evaluation | noise-free fitness - Fopt (-1.729000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.466523816e+01 +6.466523816e+01 -1.082347618e+02 -1.082347618e+02 +3.9684e+00 -3.3140e+00 -3.2397e+00 +4.5663e+00 +3.8626e+00 -3.9642e+00 +2.5868e+00 -4.6816e+00 -2.5814e+00 +2.3548e+00 +2.3553e+00 -3.4960e+00 -1.7676e+00 -2.9641e+00 -6.7923e-01 -6.6271e-01 +1.6167e+00 -4.4371e+00 -2.3712e-01 +3.0636e+00
2 +3.338495205e+01 +3.338495205e+01 -1.395150480e+02 -1.395150480e+02 +3.5472e+00 -6.8255e-01 +1.2144e-01 -2.0371e+00 -8.0289e-01 +3.6886e+00 +4.4548e+00 +3.6522e+00 -2.2405e+00 +1.8954e+00 +2.1213e+00 +3.7050e-01 -2.4124e+00 +2.0452e+00 +1.7019e+00 -4.4235e+00 -2.1793e+00 -2.4160e+00 -6.8618e-01 -2.8960e-01
7 +1.951691864e+01 +1.951691864e+01 -1.533830814e+02 -1.533830814e+02 -1.6867e+00 -3.3132e+00 +2.8276e+00 +2.8351e+00 -6.9430e-01 -1.1072e+00 -4.1822e+00 -9.1585e-01 -4.8280e+00 -6.8188e-01 -1.6956e+00 +3.7176e+00 +1.5039e+00 -4.7244e+00 +3.8756e+00 +3.3246e+00 +3.1515e+00 +7.7443e-01 -6.3681e-01 -4.2559e+00
128 +1.256090399e+01 +1.256090399e+01 -1.603390960e+02 -1.603390960e+02 -3.4894e+00 -5.5776e-01 +4.7800e+00 -1.8386e+00 -3.3171e+00 -1.3337e+00 -4.1583e+00 +3.3079e+00 -1.3783e+00 -9.1359e-01 -4.1290e+00 -2.0271e-01 -4.0200e+00 -5.1048e+00 -4.0974e-01 +3.1842e+00 -1.1521e+00 -5.1027e-01 -1.7986e+00 -2.2564e-01
% function evaluation | noise-free fitness - Fopt (-3.506200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.564606496e+01 +5.564606496e+01 -2.949739350e+02 -2.949739350e+02 +4.5632e+00 +1.8741e-01 +2.9618e+00 -4.3373e-01 +1.4019e+00 +2.3670e+00 -4.4140e+00 +7.1093e-01 -1.2758e+00 -4.1021e-01 +2.0427e+00 +1.2639e+00 -2.1553e-01 -1.0632e+00 -4.5722e+00 -3.9900e+00 -4.7405e+00 +3.3083e+00 +7.5186e-01 -2.7660e+00
4 +3.076423481e+01 +3.076423481e+01 -3.198557652e+02 -3.198557652e+02 -4.7303e+00 +6.6693e-01 -3.1987e-01 -2.8963e+00 -4.6672e+00 +3.6739e+00 +3.9757e+00 +4.3389e+00 +3.6350e+00 -3.0043e+00 +6.4252e-01 -4.8120e+00 -4.6065e+00 -2.6428e+00 +5.6346e-01 -2.1340e+00 -1.8008e+00 -4.2761e+00 +9.9658e-01 +3.9670e+00
5 +2.495449987e+01 +2.495449987e+01 -3.256655001e+02 -3.256655001e+02 -1.2823e-01 -2.3360e+00 +1.2434e+00 +4.4920e+00 +2.7288e+00 +2.3470e+00 -4.3428e+00 -1.3231e+00 -2.4094e-01 +2.8940e+00 +2.4936e-01 +4.3399e-01 +6.9605e-01 +7.3054e-01 +3.6930e+00 -1.0773e-01 -1.1231e+00 -4.6621e+00 -4.0615e+00 -2.9086e+00
63 +1.462397496e+01 +1.462397496e+01 -3.359960250e+02 -3.359960250e+02 -4.7980e+00 -3.9127e+00 -4.9260e+00 +2.0075e+00 -4.8158e-01 +4.6887e+00 +2.4526e+00 +1.1505e+00 -3.5160e+00 +4.4841e+00 +3.1252e+00 -4.3793e+00 -3.0416e+00 +5.0488e-01 +4.5298e+00 -2.2964e+00 +2.9125e+00 +1.7537e+00 -3.3592e+00 +4.8820e+00
