% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.524794361e+07 +1.524794361e+07 +1.524795727e+07 +1.524795727e+07 -3.3757e+00 -2.6253e+00 -1.5183e-01 -7.7635e-01 -1.7877e+00 -4.7503e+00 -4.7221e+00 +3.2934e+00 +2.8692e+00 +1.1100e-01 -1.9403e+00 -3.9702e+00 -2.9687e+00 +3.8535e-01 -3.5614e+00 +3.9261e+00 -4.2344e+00 -3.8192e+00 +1.5753e+00 +3.6434e+00
2 +3.118500681e+04 +3.118500681e+04 +3.119866681e+04 +3.119866681e+04 +4.1075e+00 -4.3394e+00 -8.1667e-01 -1.9226e+00 -2.2877e+00 +1.3064e+00 +2.1883e+00 -2.0863e+00 +2.1107e+00 +2.8365e+00 -3.3973e+00 -3.6196e-01 +3.6428e+00 -4.0651e+00 +2.6397e+00 +6.9064e-01 +4.2158e+00 +6.1681e-01 +5.3340e-01 -2.6204e+00
47 +2.829313097e+03 +2.829313097e+03 +2.842973097e+03 +2.842973097e+03 +4.2376e+00 +4.3291e+00 -9.1207e-01 -2.1052e+00 +3.2974e+00 +3.2383e+00 +3.4876e+00 +9.9883e-01 -1.5559e+00 -2.6005e+00 +3.2207e+00 +4.0953e+00 -2.0285e+00 +2.0583e+00 +2.3186e+00 -2.9449e+00 +1.1083e+00 +5.1166e-01 +4.1705e+00 +3.3469e+00
126 +2.570147043e+02 +2.570147043e+02 +2.706747043e+02 +2.706747043e+02 -3.3410e-01 +4.0624e+00 +2.6363e-01 +1.3461e+00 -3.3797e+00 +1.9275e+00 +7.9713e+00 -1.9890e-01 -1.0776e+00 -9.9061e-02 -2.9731e+00 +4.5593e+00 -4.0905e+00 +4.1888e+00 +1.6035e+00 -3.1115e+00 -4.1619e+00 +3.1541e+00 -3.8556e+00 +5.3499e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.358333083e+06 +2.358333083e+06 +2.359270923e+06 +2.359270923e+06 -4.2655e+00 -2.5573e+00 -2.3828e+00 -2.8963e+00 -4.8732e+00 +2.0028e+00 -2.7524e+00 +2.5249e+00 +4.1059e+00 -2.3024e+00 -3.1443e+00 -4.3717e+00 +2.6557e+00 -4.5667e+00 +4.5407e+00 -3.8669e+00 +2.6268e+00 +2.1431e+00 +4.9652e+00 -1.8991e+00
2 +9.639835734e+05 +9.639835734e+05 +9.649214134e+05 +9.649214134e+05 -1.5688e+00 -2.0033e+00 +2.6619e+00 -2.5148e+00 +1.4888e+00 +3.3697e+00 +1.7657e+00 +2.7378e+00 -9.9051e-01 -3.4165e+00 -8.5717e-01 -2.0035e+00 +3.4573e+00 -2.6831e+00 +2.1159e+00 +4.0410e+00 -2.8120e+00 -1.9657e+00 +4.6637e-01 -4.1058e+00
6 +1.359560049e+05 +1.359560049e+05 +1.368938449e+05 +1.368938449e+05 -4.9159e+00 -1.5582e+00 -4.3403e+00 +2.5209e+00 -3.0102e+00 -6.2853e-01 -4.1101e+00 +3.4916e+00 -2.1840e+00 -3.9213e+00 -3.1000e+00 -3.6987e+00 -4.8757e+00 -1.3064e+00 -3.0462e+00 -9.0338e-01 -3.1027e+00 +5.7531e-01 -3.7552e+00 +2.7780e+00
34 +4.525249871e+03 +4.525249871e+03 +5.463089871e+03 +5.463089871e+03 -1.6215e+00 +2.4592e+00 +8.5502e-01 +2.6581e+00 +8.1329e-01 -2.6679e+00 +2.8352e+00 -3.6463e+00 +8.0211e-01 +1.4998e+00 -2.4407e+00 +2.3945e+00 +2.8460e+00 -1.5614e+00 -2.8999e+00 +2.6016e+00 +3.6212e+00 -2.6744e+00 -4.5588e+00 -6.4090e-01
83 +2.007366118e+03 +2.007366118e+03 +2.945206118e+03 +2.945206118e+03 -7.3667e-02 +2.2063e+00 +2.4902e+00 -3.9763e+00 -2.5353e+00 -6.6393e-01 +5.1317e-01 -2.0383e+00 +3.4453e+00 +3.2301e+00 -4.1513e+00 +1.3404e+00 -3.8242e+00 +3.0346e+00 -1.7587e+00 +3.3911e+00 +2.0466e+00 +2.8485e+00 -3.0229e+00 -4.6209e+00
150 +2.646120460e+02 +2.646120460e+02 +1.202452046e+03 +1.202452046e+03 +4.8154e-01 +1.1042e+00 +2.4119e+00 +6.6214e-01 -3.2158e+00 -3.0602e+00 +4.9799e+00 +2.9781e+00 -4.2579e+00 +1.0112e+00 -9.0119e-01 +2.4536e-03 -1.7082e+00 +4.9616e+00 +3.0686e-01 +4.1496e+00 +4.5312e+00 +1.0131e+00 +4.6141e+00 -2.7378e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.106886782e+07 +1.106886782e+07 +1.106878910e+07 +1.106878910e+07 -2.5116e+00 -1.4142e+00 +1.1879e+00 +5.9195e-01 +1.8797e+00 -1.5681e+00 +1.1294e+00 -4.0752e-01 -3.3052e+00 +1.0394e+00 -4.7074e+00 +3.6152e+00 +1.9654e+00 -3.8884e-01 +6.1094e-01 +5.4090e-01 -3.4599e+00 +1.1352e+00 +4.7811e+00 -3.3108e+00
4 +1.816627865e+06 +1.816627865e+06 +1.816549145e+06 +1.816549145e+06 -8.3097e-01 +1.8965e+00 -2.1567e+00 +4.3595e+00 -4.5627e+00 +4.1071e+00 -7.4806e-01 -1.4488e+00 -1.1462e+00 -4.5049e+00 -3.0224e+00 -1.5772e+00 +3.2082e+00 +3.4024e+00 +9.8152e-01 -2.9890e+00 +2.8758e+00 -4.4270e+00 +4.9578e-01 -1.1118e+00
6 +4.620417655e+04 +4.620417655e+04 +4.612545655e+04 +4.612545655e+04 +1.6705e+00 -4.9548e+00 +2.0543e+00 +4.5132e+00 -8.4027e-01 +3.5233e+00 +2.6141e+00 -2.8055e+00 -4.8317e+00 +1.9867e+00 +1.4232e+00 +5.3502e-01 +5.0305e-01 -1.9397e+00 -3.0840e+00 -4.7067e+00 +2.6502e+00 +6.9173e-01 -6.0770e-01 +4.3461e+00
10 +2.447651929e+04 +2.447651929e+04 +2.439779929e+04 +2.439779929e+04 +4.0014e+00 -2.2354e+00 +1.0921e+00 +1.2472e+00 +1.3149e+00 +3.8470e+00 +4.8418e+00 -3.8211e+00 -1.7387e+00 +1.9117e+00 +2.9427e+00 -1.2301e+00 -3.0340e+00 -1.7160e+00 -1.7447e+00 -1.8095e+00 -4.6311e+00 -4.0275e+00 -1.3803e+00 -4.6034e+00
81 +6.846379120e+02 +6.846379120e+02 +6.059179120e+02 +6.059179120e+02 -3.5363e+00 +4.2466e+00 +3.4820e+00 +4.4782e+00 +1.3567e+00 +2.1764e+00 -3.7388e+00 -5.1023e-01 -3.7005e+00 -3.7108e+00 -3.6644e+00 +2.8208e+00 -1.3342e-02 +3.8981e+00 +2.8157e-01 -4.3324e+00 -3.1452e+00 +4.3130e-01 +1.2636e-01 -1.1629e+00
% function evaluation | noise-free fitness - Fopt (-5.984300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.422067773e+07 +1.422067773e+07 +1.422007930e+07 +1.422007930e+07 -1.6957e+00 +2.5761e+00 -3.7000e+00 +3.2937e+00 +5.7841e-01 -4.4915e+00 -4.1221e+00 +4.7064e+00 -2.3732e+00 -2.8894e+00 -3.9175e+00 +4.2525e+00 +1.3214e+00 +1.1351e+00 -1.9215e+00 +4.4844e+00 -5.7321e-01 +1.2738e+00 -1.9094e+00 -1.2106e+00
6 +5.236138567e+06 +5.236138567e+06 +5.235540137e+06 +5.235540137e+06 +4.8633e+00 -2.5912e+00 +4.7773e+00 +1.9247e+00 -1.3398e+00 -3.7079e+00 -4.3590e+00 +6.6834e-01 -1.8041e+00 +2.4688e+00 +4.6587e+00 +2.3291e+00 -1.6124e-01 -2.3876e+00 -4.4916e+00 -6.0373e-01 -3.0373e+00 -1.6168e-03 -1.6832e+00 +4.2124e+00
10 +4.169414573e+05 +4.169414573e+05 +4.163430273e+05 +4.163430273e+05 -1.9633e+00 -3.3919e+00 +3.3636e+00 -4.9814e+00 -4.9553e+00 -3.2731e-01 -4.9228e+00 +8.1881e-01 +3.1495e+00 -1.0110e+00 -3.9065e+00 +9.0841e-01 +1.3986e-01 +3.6996e+00 -3.8638e+00 +1.2491e+00 +3.9958e+00 -4.4505e+00 +2.6620e+00 +1.8658e+00
11 +3.293685519e+04 +3.293685519e+04 +3.233842519e+04 +3.233842519e+04 -5.0647e-01 -1.4984e+00 -2.9421e+00 -3.8762e-01 +4.2685e+00 -3.7329e+00 -3.7202e+00 -2.6949e+00 +2.0507e+00 -2.5945e+00 +2.5571e+00 +4.0024e+00 +3.6150e+00 -5.3225e-01 +1.4832e+00 +2.6272e+00 -1.9472e+00 -3.9187e+00 -1.5962e+00 -1.8515e-01
27 +3.723686281e+03 +3.723686281e+03 +3.125256281e+03 +3.125256281e+03 +2.9323e+00 -3.3483e+00 -3.1052e+00 -6.2670e-01 -3.4305e+00 -7.0194e-01 +5.2284e-01 -4.1164e+00 +3.7701e+00 -3.0011e+00 +4.2378e+00 +4.9790e+00 +3.8710e+00 +3.1532e+00 -2.6974e+00 -3.1782e+00 -2.7408e+00 +1.0417e+00 -2.0527e+00 +3.5715e+00
% function evaluation | noise-free fitness - Fopt (-8.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.562063598e+07 +1.562063598e+07 +1.562055056e+07 +1.562055056e+07 +2.9968e+00 +2.1623e+00 +4.5251e-01 -4.0247e+00 -3.8597e+00 -1.1110e+00 +4.9299e+00 -1.9298e+00 +1.7408e+00 +1.3823e+00 +1.9934e+00 -4.2348e+00 -4.4553e+00 +1.0899e+00 +8.4636e-01 +1.2174e+00 +4.5999e+00 -1.4610e+00 -2.4800e+00 -8.4304e-01
2 +4.898253424e+06 +4.898253424e+06 +4.898168004e+06 +4.898168004e+06 +5.3678e-02 +2.2939e+00 -5.6991e-01 +3.3743e-01 +4.9433e+00 -4.4948e+00 +7.1039e-01 +4.7440e+00 +7.8091e-01 -1.0087e+00 -5.5657e-01 -3.1547e+00 -2.1524e-01 -3.6462e+00 -4.1001e+00 +2.9612e-01 +3.1919e+00 -3.4369e+00 +1.0305e+00 +9.7513e-01
4 +1.692853270e+06 +1.692853270e+06 +1.692767850e+06 +1.692767850e+06 +3.7707e+00 +4.7741e+00 -2.4505e+00 -5.5516e-01 +3.5537e+00 +1.7118e-01 -3.3249e+00 -1.6811e+00 +1.3755e+00 +3.3943e+00 -2.1323e+00 -6.8695e-01 +2.3286e+00 +1.4884e+00 -8.1936e-01 -2.4376e+00 +4.1879e+00 -9.3067e-01 +2.4033e+00 +1.0054e-01
10 +1.127378751e+05 +1.127378751e+05 +1.126524551e+05 +1.126524551e+05 -4.4562e+00 -1.7363e-01 +3.8260e+00 -2.0148e+00 +2.8762e+00 -2.6909e+00 -3.0546e+00 -8.5082e-01 -2.6467e+00 -4.2437e+00 +2.5089e+00 +4.4217e+00 -1.4683e+00 -7.2488e-01 -1.1062e-01 -1.7713e-01 +2.3854e+00 -3.2928e+00 -5.7437e-01 -2.3180e+00
11 +1.218828318e+04 +1.218828318e+04 +1.210286318e+04 +1.210286318e+04 -1.1137e+00 -6.0054e-01 -2.6275e+00 -2.1880e+00 +3.1073e+00 -1.8485e-01 +4.3778e-01 -3.1322e+00 -3.8186e+00 -4.8020e-01 -4.4891e+00 +4.5070e+00 -3.2974e+00 -1.1574e+00 +5.8007e-01 -3.3686e+00 +2.8070e+00 -1.2540e+00 +2.1228e+00 +3.9594e+00
118 +8.641931488e+03 +8.641931488e+03 +8.556511488e+03 +8.556511488e+03 -1.8107e-01 -3.2276e+00 +4.7509e+00 +3.3270e+00 -1.1286e+00 +3.6093e+00 -2.7222e+00 +3.1922e+00 +4.6642e+00 -4.1058e+00 -1.9248e+00 +9.6317e-01 +9.1927e-01 +4.3002e+00 -1.0449e+00 -4.1007e+00 -1.8420e-01 +2.1740e+00 +7.3275e-01 +2.9397e+00
162 +3.653767332e+02 +3.653767332e+02 +2.799567332e+02 +2.799567332e+02 +2.6162e+00 +4.8194e+00 -3.1655e+00 +1.7284e+00 +1.7419e+00 -8.1179e-01 -2.8589e-01 +4.6611e+00 +4.2841e+00 +1.5884e+00 -5.8956e+00 +3.1013e+00 +1.3136e+00 -5.5126e-02 +1.8496e+00 -5.4558e+00 +1.6971e+00 -2.4975e+00 +4.5553e+00 -1.2082e+00
% function evaluation | noise-free fitness - Fopt (1.932500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.867866596e+06 +8.867866596e+06 +8.868059846e+06 +8.868059846e+06 +3.1410e+00 -4.1629e+00 -4.8452e+00 +2.6225e+00 -4.3937e+00 +2.1037e+00 +3.1036e+00 +1.2517e+00 +3.3242e+00 +9.2809e-01 -3.6848e+00 +6.0499e-01 +1.8526e+00 +4.5985e+00 -1.2349e+00 -1.4265e+00 +4.5792e+00 -1.2786e+00 +4.4510e+00 -2.7799e+00
5 +2.227111644e+05 +2.227111644e+05 +2.229044144e+05 +2.229044144e+05 -6.9485e-02 +4.5458e+00 +4.3866e-01 -1.9964e+00 -8.3220e-01 +6.4401e-01 +1.8360e+00 -4.6370e+00 -2.1408e+00 -9.1124e-01 +4.0056e-01 +3.2302e+00 +2.9061e+00 +1.2849e+00 +3.3409e+00 -4.1935e+00 -3.6707e+00 +3.4460e-01 -2.1363e+00 +8.1227e-01
6 +1.378228181e+03 +1.378228181e+03 +1.571478181e+03 +1.571478181e+03 -4.7832e+00 -3.8528e-02 +2.8146e+00 +4.0999e+00 +1.8602e+00 -4.1828e+00 +2.9292e+00 +2.3164e+00 -2.3180e+00 -4.7597e+00 +8.5237e-01 +4.4545e+00 -3.0271e-01 -1.9542e+00 +3.4264e+00 -8.3928e-01 -3.5639e+00 -3.6555e+00 +4.8315e+00 +1.7127e+00
35 +9.057097260e+02 +9.057097260e+02 +1.098959726e+03 +1.098959726e+03 -4.2895e+00 +2.4719e+00 -3.0250e+00 +4.7759e+00 -9.6545e-01 +5.1923e-01 -9.8074e-01 +3.2179e-01 -1.8593e+00 -4.8221e+00 +2.5914e+00 +1.8313e+00 +4.3408e+00 +2.4307e+00 +1.4102e-01 -9.4190e-01 -4.8896e+00 -7.3933e-02 -3.2899e+00 +3.0160e+00
159 +3.128115972e+02 +3.128115972e+02 +5.060615972e+02 +5.060615972e+02 -3.3922e+00 +4.3202e+00 -3.7460e+00 +6.9143e+00 +2.8185e+00 -9.0301e-01 +5.7607e-01 +8.8815e-01 -4.8601e+00 -3.6488e-01 +3.5453e+00 +4.6480e+00 -1.9463e-01 +3.3188e+00 -2.8077e+00 +4.3026e+00 -8.4571e+00 -1.4884e+00 -1.3376e+00 +4.8391e+00
% function evaluation | noise-free fitness - Fopt (-1.815000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.023617012e+05 +9.023617012e+05 +9.021802012e+05 +9.021802012e+05 -2.5192e+00 +4.0805e+00 -3.3740e+00 -1.1377e+00 +3.4645e-01 -3.6517e+00 -4.3983e+00 +3.2856e+00 -4.0420e+00 -1.2552e+00 +2.8930e+00 +5.2879e-01 -4.3113e+00 -8.9459e-01 +3.5802e+00 -4.5863e+00 -3.2351e+00 -4.2126e+00 -4.3950e+00 -1.7628e+00
11 +3.657427381e+05 +3.657427381e+05 +3.655612381e+05 +3.655612381e+05 +3.6504e+00 +2.2121e+00 -1.7711e+00 -2.0116e+00 +2.6233e+00 -2.5132e+00 +2.2372e+00 +4.2350e+00 -4.8606e+00 -4.6503e+00 +3.6003e+00 -2.5048e+00 +6.5961e-02 +4.9951e+00 -1.5324e+00 +3.8079e+00 +2.0925e-01 -4.3758e+00 +1.0663e+00 -6.9966e-01
14 +5.181864257e+03 +5.181864257e+03 +5.000364257e+03 +5.000364257e+03 +2.2639e+00 -2.7579e+00 +1.2436e+00 +3.5395e+00 +8.8687e-01 +2.1135e+00 +4.2036e+00 -1.4550e-01 -4.0833e+00 -3.5347e+00 +2.3682e+00 +6.6787e-01 +3.0565e+00 -4.8161e-01 +2.9046e+00 +2.7194e-01 +3.9857e+00 +2.7433e-01 -4.5868e+00 -2.8027e+00
57 +1.888815264e+03 +1.888815264e+03 +1.707315264e+03 +1.707315264e+03 -3.7688e+00 -2.0615e+00 +6.5568e-03 -8.8335e-01 +1.6088e+00 +9.4285e-01 +1.3262e+00 -4.5643e+00 +1.3443e+00 +4.4027e+00 +2.9211e+00 -3.5374e+00 +3.0175e+00 +3.2377e+00 +2.2296e+00 +2.0966e+00 +1.5848e+00 -4.0450e-01 +3.2151e+00 +1.8402e-01
76 +1.010359321e+03 +1.010359321e+03 +8.288593207e+02 +8.288593207e+02 +1.8377e+00 +1.3596e+00 -4.1858e+00 +7.6365e-02 +1.5962e+00 -4.8337e+00 -4.4778e+00 +1.0104e+00 +5.0851e-03 -2.1411e-01 -4.6043e+00 -2.2724e-01 -3.9485e+00 +2.7115e+00 +4.9968e+00 +3.0828e+00 +1.9465e+00 -2.0062e+00 -7.8666e-01 +1.0258e-01
% function evaluation | noise-free fitness - Fopt (4.526200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.714607494e+06 +1.714607494e+06 +1.715060114e+06 +1.715060114e+06 +4.7489e-01 -1.9117e+00 -6.7296e-01 +4.9396e+00 +3.5915e+00 +1.8425e+00 -4.7272e+00 -2.2873e+00 +2.8991e+00 -1.1557e+00 -2.2100e+00 +4.7283e+00 +2.3583e+00 +7.5931e-01 +4.5284e+00 -4.0188e+00 -4.1223e+00 +2.9514e+00 +3.1057e+00 +3.2405e+00
5 +1.546037191e+05 +1.546037191e+05 +1.550563391e+05 +1.550563391e+05 +4.1354e-01 -2.0110e+00 +2.5492e+00 +2.9187e+00 +4.2996e+00 -3.8504e+00 -4.0268e+00 -1.9138e+00 +3.0262e-01 -1.9746e+00 +4.4377e+00 +4.5405e+00 +1.7310e+00 +4.6947e+00 -5.1250e-01 +4.7132e-01 -3.8441e+00 -2.3686e+00 -3.0419e+00 +2.5584e+00
21 +4.293219934e+04 +4.293219934e+04 +4.338481934e+04 +4.338481934e+04 +2.6780e+00 -4.4269e+00 -2.8324e+00 +3.1921e+00 -1.9527e+00 +1.6802e+00 -4.0921e+00 +3.1452e+00 -2.3169e+00 +2.7109e+00 -4.6639e+00 +3.4139e+00 -1.9058e+00 +3.4024e+00 +3.2125e+00 -1.3627e+00 -3.4394e+00 -2.4168e+00 +3.7855e-01 +2.7143e+00
45 +2.959235578e+02 +2.959235578e+02 +7.485435578e+02 +7.485435578e+02 +4.4414e-01 +3.9036e+00 -3.4064e+00 -1.6740e+00 +4.8462e+00 -6.8736e-01 -4.6575e+00 +4.0914e+00 -4.4993e+00 -1.0104e+00 +4.9141e+00 -3.0286e+00 -5.9376e-01 +9.3437e-01 -3.7465e+00 -3.2037e+00 -1.0289e+00 -3.5023e-01 +4.6661e+00 -9.9375e-02
% function evaluation | noise-free fitness - Fopt (-1.184600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.509540907e+04 +1.509540907e+04 +1.497694907e+04 +1.497694907e+04 -6.6372e-01 +2.0189e+00 +3.5796e+00 -3.2613e+00 -1.3686e+00 -1.7166e+00 -1.9088e+00 +7.9245e-01 -4.8042e+00 -3.2648e+00 +2.4097e+00 +3.5533e+00 +1.6097e+00 -1.5980e+00 +1.3826e+00 -7.2072e-01 -1.1853e+00 -3.1465e+00 -4.0905e+00 -2.4953e+00
19 +8.118639102e+02 +8.118639102e+02 +6.934039102e+02 +6.934039102e+02 +4.1975e+00 -3.3591e+00 -3.9910e+00 -1.1826e-01 +4.6309e-01 -4.4888e+00 -4.9249e+00 -3.5434e-01 +4.2494e-01 +5.2767e-01 +2.2584e+00 -9.4026e-01 -3.4366e+00 -3.0044e+00 -1.1539e+00 -3.7633e+00 -2.8899e+00 -3.2109e+00 -4.8032e+00 -3.7472e+00
167 +6.085904184e+02 +6.085904184e+02 +4.901304184e+02 +4.901304184e+02 +1.7361e+00 -7.4093e+00 -2.0409e+00 -1.1246e+00 +3.2228e+00 -5.8470e-01 -6.6112e+00 +3.9560e-01 +1.7334e-01 +6.3778e-01 +5.7460e+00 -1.8384e+00 -7.1753e+00 +1.8666e+00 +6.8371e-01 +4.5992e+00 +9.1283e-01 -2.9394e+00 -3.6794e-01 -4.2934e+00
% function evaluation | noise-free fitness - Fopt (9.973000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.706558389e+07 +3.706558389e+07 +3.706568362e+07 +3.706568362e+07 +3.2710e+00 -3.2743e+00 +2.7992e+00 +1.5990e+00 -2.9367e+00 -2.5478e+00 +5.0136e-01 -1.5392e+00 +4.2445e+00 +3.2459e+00 -1.2250e+00 -2.3773e+00 +4.7791e+00 +4.0398e+00 +1.7729e+00 -8.7938e-01 -3.7721e+00 +3.8040e+00 -2.0419e-01 +4.0631e+00
2 +2.220122810e+07 +2.220122810e+07 +2.220132783e+07 +2.220132783e+07 +1.0817e+00 +2.7829e+00 -4.3246e+00 +1.1238e+00 +2.0980e+00 +2.6772e+00 +9.2807e-01 +1.8278e+00 +1.4770e+00 +2.7460e+00 +1.2654e+00 -1.2679e+00 -5.2055e-01 -3.9888e+00 +7.2838e-01 -4.6317e+00 +6.7228e-01 -1.3436e+00 +1.5444e-01 +4.0616e+00
6 +6.616454030e+03 +6.616454030e+03 +6.716184030e+03 +6.716184030e+03 -4.4397e+00 -1.9721e+00 +3.6523e+00 -3.2196e+00 -3.2432e+00 -1.3866e+00 +9.3567e-01 +1.6992e+00 -1.3068e+00 +4.5244e+00 +1.6696e-02 +2.4379e+00 -2.0744e+00 +3.4965e+00 +3.6127e+00 +4.3235e+00 +1.7792e+00 -2.3030e+00 +3.7132e+00 +4.9127e-01
8 +3.541937194e+02 +3.541937194e+02 +4.539237194e+02 +4.539237194e+02 -2.2878e+00 +4.3838e+00 +3.2858e+00 +4.7736e+00 +4.0789e+00 -1.9194e+00 -1.4130e+00 -4.2508e-01 -1.1429e+00 -1.9371e+00 -3.8635e+00 +7.6286e-01 +1.1876e+00 +2.1387e+00 -3.9339e+00 -2.4728e+00 -4.9272e+00 +4.9215e+00 +1.4236e+00 -1.1299e+00
% function evaluation | noise-free fitness - Fopt (4.044000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.569844281e+05 +1.569844281e+05 +1.570248681e+05 +1.570248681e+05 -4.1363e+00 -4.2089e+00 -2.4920e+00 -4.9831e+00 +2.3527e+00 -3.8429e+00 -1.8773e+00 +2.2798e+00 -1.4732e+00 +2.1554e+00 -1.9660e+00 +3.8656e+00 +3.7217e-01 -4.0541e+00 -1.4920e+00 -9.3477e-01 +3.9922e+00 +2.2332e+00 +1.7097e-02 -1.8792e+00
