% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
15 +3.130344482e+06 +3.130344482e+06 +3.130382552e+06 +3.130382552e+06 -2.4026e+00 +2.7955e+00 -2.0508e+00 +4.3021e+00 +1.1295e+00 +4.1423e+00 +1.5185e+00 +1.7647e+00 +4.5459e+00 -5.7349e-01 -3.1955e+00 -3.3315e+00 -4.3216e+00 -1.7539e+00 -3.7584e+00 -8.0414e-01 -1.8117e+00 -4.4126e+00 -7.5899e-01 +1.1189e+00
60 +2.442031582e+06 +2.442031582e+06 +2.442069652e+06 +2.442069652e+06 +3.8567e+00 -2.6726e+00 -7.5227e-01 +2.3572e+00 +1.4188e+00 +8.6536e-02 +1.2251e+00 -6.8664e-01 -2.6392e+00 +4.6746e-01 -3.4285e+00 +4.5926e+00 +1.4637e+00 -1.5168e+00 -4.2247e+00 +3.0428e+00 -2.3568e+00 -2.3071e+00 -1.0246e-01 +1.4895e+00
67 +8.740894907e+05 +8.740894907e+05 +8.741275607e+05 +8.741275607e+05 +4.5895e+00 +2.6649e-01 +3.3515e+00 +7.3142e-01 -5.2791e-01 +3.6451e-01 -1.7005e+00 +5.0899e-01 -1.6436e+00 +3.0787e+00 +1.5553e-01 -2.2982e+00 -2.5925e+00 -1.0922e+00 +1.8525e+00 +1.1291e+00 -9.3860e-02 -2.4963e+00 -7.8912e-01 +2.7538e+00
% function evaluation | noise-free fitness - Fopt (-4.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.050652284e+07 +2.050652284e+07 +2.050647742e+07 +2.050647742e+07 +2.0201e+00 +2.3425e-01 +4.2889e+00 +1.1331e+00 +3.4017e+00 -2.4819e+00 +4.5867e+00 +6.8806e-01 +1.5284e+00 -1.4851e+00 -3.0831e+00 -4.3108e+00 -4.7728e+00 +4.2105e+00 +1.7141e+00 -3.7552e+00 -4.3456e+00 +2.5110e+00 -5.5739e-01 +1.5853e+00
9 +7.890152897e+06 +7.890152897e+06 +7.890107477e+06 +7.890107477e+06 +1.1796e+00 -3.5324e+00 -9.5840e-01 +2.7792e+00 -1.0516e+00 -1.8535e+00 -4.3279e+00 -1.0439e+00 +3.2927e+00 -2.3965e+00 -3.8473e+00 +4.3627e+00 -4.5712e+00 +3.9108e+00 +4.3066e+00 -5.6006e-01 +3.5366e+00 -1.4082e+00 -4.3450e+00 +3.3032e+00
38 +3.967447111e+06 +3.967447111e+06 +3.967401691e+06 +3.967401691e+06 +3.8078e-02 +4.1162e+00 +2.2354e+00 -1.2342e-02 +4.9802e+00 +6.2339e-01 -4.6670e+00 +1.8632e+00 +2.5518e+00 -1.3614e+00 -3.1162e+00 -3.0736e+00 -4.9425e+00 -4.2709e+00 -7.0242e-01 +2.5481e+00 +4.8807e-01 -1.7244e+00 -4.4129e+00 +4.1047e+00
71 +1.368074085e+06 +1.368074085e+06 +1.368028665e+06 +1.368028665e+06 +1.8611e+00 +1.9390e+00 +2.4025e+00 -4.1386e+00 -1.9697e-01 -6.4797e-02 -3.9064e+00 -7.8635e-02 +8.5891e-01 -3.2215e-02 +3.3150e+00 -1.7830e+00 +9.1866e-01 +4.8104e+00 -4.2511e-01 +3.1261e-01 -1.0630e+00 -4.6285e+00 -2.0528e+00 +4.4486e+00
% function evaluation | noise-free fitness - Fopt (6.695000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.905828239e+07 +1.905828239e+07 +1.905834934e+07 +1.905834934e+07 -2.1888e+00 -2.2446e-01 +3.2505e+00 -9.1052e-01 -3.5691e+00 +4.8355e+00 +1.7985e+00 +1.5239e+00 -1.1548e+00 +1.5380e+00 -4.1640e-01 +4.8137e+00 -1.3496e+00 +2.6750e+00 +2.5485e+00 +4.6827e+00 -2.8956e+00 -2.6485e+00 +2.3518e+00 -4.2862e-01
2 +1.390631349e+07 +1.390631349e+07 +1.390638044e+07 +1.390638044e+07 -1.7022e+00 +9.8434e-01 +2.1903e+00 -4.2857e+00 +4.3819e+00 -3.3458e+00 +3.6095e+00 -5.1992e-02 +3.1342e+00 -2.3523e+00 +8.6810e-01 -3.1472e+00 -2.2385e+00 -2.1532e+00 +5.0921e-01 +1.6770e+00 -4.4440e+00 +1.2284e+00 +1.1435e-01 +3.1160e-01
5 +2.989196532e+06 +2.989196532e+06 +2.989263482e+06 +2.989263482e+06 +1.0696e+00 +1.1421e+00 +1.0151e+00 +4.4444e+00 +5.3185e-01 -7.0536e-01 +1.3959e+00 -3.0827e+00 +1.8153e+00 +1.9158e+00 +9.9739e-02 -4.5356e+00 +1.3413e+00 +3.4958e+00 -3.3561e+00 -1.2839e+00 -2.5871e+00 -2.0738e+00 +4.3582e-01 +4.6339e+00
105 +1.513947140e+06 +1.513947140e+06 +1.514014090e+06 +1.514014090e+06 -3.6687e-01 -3.0407e+00 -4.9316e+00 +1.2917e+00 +3.9074e+00 +8.8927e-01 -5.0637e+00 +4.5421e+00 -1.3801e-01 +2.3811e+00 -1.0987e+00 +2.9786e+00 -1.8080e+00 -3.0220e+00 -4.6155e+00 +2.5342e+00 -1.5709e+00 -2.0909e+00 -2.5452e-01 +2.3715e+00
% function evaluation | noise-free fitness - Fopt (5.832000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.477814537e+07 +1.477814537e+07 +1.477820369e+07 +1.477820369e+07 -3.3452e+00 -3.7260e+00 -3.4364e+00 -2.2173e+00 +5.5561e-01 +1.1500e+00 -4.8410e+00 -3.4771e+00 -4.8611e+00 +4.0896e+00 -4.8598e+00 -4.1595e+00 +2.2970e+00 -4.1356e+00 +5.0082e-01 -3.6507e+00 -2.6130e+00 +5.2674e-01 -4.5532e-01 -1.2062e+00
6 +6.890778813e+06 +6.890778813e+06 +6.890837133e+06 +6.890837133e+06 +4.7477e+00 +3.0153e+00 -4.1809e+00 +1.2700e+00 +4.2501e+00 +2.3832e+00 +7.6703e-01 +4.2913e+00 +1.9399e+00 -4.1534e+00 -3.0213e+00 -9.5524e-01 -4.2219e+00 -3.7791e+00 -2.8334e+00 +1.7250e+00 +8.6059e-01 -7.6588e-01 +3.1842e+00 +1.1892e+00
10 +3.235090598e+06 +3.235090598e+06 +3.235148918e+06 +3.235148918e+06 +3.6194e+00 +4.4032e+00 -1.8646e+00 -4.9744e-01 +1.6151e+00 -1.5080e+00 -3.1204e+00 +3.4439e-01 -3.0552e+00 -3.6130e+00 +2.0516e+00 +2.6949e+00 -2.2663e+00 -3.5953e+00 +6.3910e-01 +9.4707e-01 +6.9614e-01 +2.4860e+00 +1.9826e+00 +1.6280e+00
% function evaluation | noise-free fitness - Fopt (1.932700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.843090263e+07 +1.843090263e+07 +1.843109590e+07 +1.843109590e+07 +1.2601e-01 +9.2129e-01 -1.3233e+00 +4.5069e+00 -2.2552e+00 -1.5650e+00 +4.9608e+00 +4.5231e+00 +4.8925e+00 +1.0347e+00 -2.4722e+00 -3.3463e+00 +1.4753e+00 +1.5848e+00 -3.2105e+00 -2.4111e+00 -1.1848e-01 +2.5037e+00 -4.6208e+00 -2.3585e+00
2 +7.531757066e+06 +7.531757066e+06 +7.531950336e+06 +7.531950336e+06 -2.0497e-01 +2.4196e+00 -2.1990e-01 +3.0685e+00 -4.0583e+00 -1.6243e+00 +1.9400e+00 +1.4005e+00 -1.1541e+00 -3.7165e-01 -5.1516e-01 -4.1856e+00 -4.2642e+00 -4.5965e+00 +3.7514e+00 -3.8225e-01 -3.3819e-01 +1.3843e+00 -2.0341e+00 +2.3259e+00
37 +2.767829138e+06 +2.767829138e+06 +2.768022408e+06 +2.768022408e+06 +1.5075e+00 -9.7235e-02 -2.6634e+00 -2.8409e-01 -8.0956e-01 +2.5629e+00 -2.4094e+00 +3.1086e+00 +3.9101e+00 +4.9801e+00 +2.1313e+00 -3.0216e+00 -4.6991e+00 -2.7613e+00 +3.1677e+00 +6.5937e-02 +4.9264e+00 -1.0997e+00 -8.7571e-01 +4.1775e-01
58 +1.782197863e+06 +1.782197863e+06 +1.782391133e+06 +1.782391133e+06 +4.8403e+00 +1.2785e+00 -5.3242e-01 +3.8065e+00 +1.2723e+00 +2.9486e+00 -3.8459e+00 +2.7225e+00 -4.9597e+00 +2.9065e+00 -2.4653e+00 +3.9812e+00 +3.7485e+00 +2.8888e+00 -4.8312e+00 +2.5512e+00 +2.8636e+00 +1.7389e+00 -1.2308e+00 +3.6115e-02
% function evaluation | noise-free fitness - Fopt (-4.190100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.168879632e+07 +2.168879632e+07 +2.168837731e+07 +2.168837731e+07 +2.1340e+00 +1.1276e+00 +2.3340e+00 -4.3610e-01 -7.3430e-01 -2.4192e+00 -4.2853e+00 -2.2026e+00 -4.8611e+00 +1.5521e-01 +6.1951e-01 -1.5493e+00 +3.1252e-01 -1.9190e+00 -4.0486e+00 -4.9528e+00 -2.4749e+00 +4.1060e+00 -2.4540e+00 +9.1367e-01
3 +6.616848783e+06 +6.616848783e+06 +6.616429773e+06 +6.616429773e+06 +4.9945e+00 +7.5599e-01 -3.9642e+00 +2.8516e+00 -4.4246e-01 +4.9588e+00 -4.8968e+00 -2.7718e-01 +4.5782e+00 +2.8737e+00 -3.4467e+00 +1.7647e+00 -2.9537e+00 -3.1154e+00 +4.1967e+00 +3.7196e+00 +9.3713e-02 +3.4794e+00 +2.5072e+00 -1.8419e+00
11 +4.368663911e+06 +4.368663911e+06 +4.368244901e+06 +4.368244901e+06 -2.5356e+00 +7.6250e-02 -2.0681e+00 -2.5243e+00 +1.5350e+00 +3.9821e+00 +3.3195e+00 -2.3129e+00 -1.3505e+00 +3.5241e-01 -3.6210e+00 +2.9332e+00 +2.5838e-01 +5.7870e-01 -2.4063e+00 +3.9082e+00 -4.4770e+00 -1.0391e-01 +3.6859e+00 -2.0233e+00
125 +2.040477601e+06 +2.040477601e+06 +2.040058591e+06 +2.040058591e+06 +1.5462e+00 +2.2650e+00 -1.0422e+00 +2.1227e-01 +5.4308e+00 -4.9138e+00 +8.5748e-01 +3.4495e+00 -6.7883e+00 -2.8235e+00 +1.1736e-01 +2.4569e+00 +1.6280e+00 -3.9501e-01 +2.1694e+00 -6.7868e-01 -4.3343e+00 +3.3177e-01 +3.5208e+00 -1.4279e+00
% function evaluation | noise-free fitness - Fopt (4.076100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.358343559e+07 +1.358343559e+07 +1.358384320e+07 +1.358384320e+07 -2.7174e+00 -2.2765e+00 -2.9293e+00 +4.2320e+00 +3.6808e+00 -4.3416e+00 -2.1812e+00 +7.5787e-01 -3.6729e+00 +2.1776e-01 +2.5568e+00 +4.9476e-01 -2.0328e+00 -6.9895e-01 +2.5942e+00 +2.1460e+00 -3.9069e+00 -2.0529e+00 +2.4793e+00 -3.3433e+00
8 +2.181837737e+06 +2.181837737e+06 +2.182245347e+06 +2.182245347e+06 -8.0118e-01 +4.2221e+00 +2.4082e+00 +4.0462e+00 +2.6149e+00 +4.2268e+00 +3.1871e+00 -8.0659e-01 +3.6405e+00 +1.3478e+00 -4.5284e-01 +1.2059e+00 +8.1103e-01 +2.4671e+00 +1.7187e+00 +2.9676e+00 -3.7078e+00 -4.7404e+00 -1.8581e+00 -2.8269e+00
% function evaluation | noise-free fitness - Fopt (2.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.913056998e+07 +2.913056998e+07 +2.913059870e+07 +2.913059870e+07 +4.0060e+00 +3.6583e+00 -3.4473e+00 -4.5624e-01 -4.6490e+00 +4.1005e+00 -3.8306e+00 -1.4427e+00 +1.0785e+00 +1.2123e+00 -3.9809e+00 -3.8244e+00 +3.4143e+00 +1.3889e+00 -3.2464e+00 -8.2077e-01 +1.7852e+00 +2.7879e+00 +2.7701e+00 -2.5594e+00
2 +1.541625060e+07 +1.541625060e+07 +1.541627932e+07 +1.541627932e+07 -4.7962e+00 -3.7429e+00 +2.6337e+00 +1.6310e+00 +3.8082e+00 +3.1087e+00 -4.1218e+00 -2.2836e+00 -4.6267e+00 -5.8106e-01 +1.9094e-01 -3.0627e+00 -3.8100e+00 -4.3827e+00 -9.0441e-01 +1.4307e+00 -2.8054e+00 +2.0433e+00 -4.9957e+00 +1.7524e+00
