% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.880820376e+06 +1.880820376e+06 +1.880952296e+06 +1.880952296e+06 +2.6645e+00 +2.0599e+00 +7.2466e-01 +2.0810e+00 -8.2701e-01 -1.6131e-02 +3.2323e+00 -4.8752e+00 -7.1260e-01 +3.0462e-01 -1.6860e+00 +3.1758e+00 +1.5654e-02 -4.5759e+00 +3.8272e+00 +1.0651e+00 +6.8555e-01 +3.3915e+00 +4.7717e+00 +3.1060e+00
6 +1.325346007e+06 +1.325346007e+06 +1.325477927e+06 +1.325477927e+06 -3.2923e+00 +4.6517e+00 +4.9709e-01 -4.6724e+00 +4.5855e+00 -2.5706e+00 -4.1041e+00 +3.1457e+00 +1.7145e-01 -2.4201e+00 -2.8237e+00 -3.4707e+00 -3.0258e+00 -3.6820e+00 +4.2468e+00 -1.3316e+00 +4.2914e+00 -4.2310e+00 -1.0752e+00 -4.5287e+00
49 +8.369088505e+05 +8.369088505e+05 +8.370407705e+05 +8.370407705e+05 -3.3326e+00 +2.0733e+00 -2.3794e-01 +3.9840e+00 -1.0741e+00 +9.0210e-01 +2.9565e+00 +2.1165e+00 -4.1885e+00 +1.9021e+00 -1.4295e+00 -3.4821e+00 -2.7721e+00 +3.1151e+00 +3.1325e+00 +2.2037e+00 +3.1376e+00 +5.6016e-01 +4.3300e+00 -2.3208e+00
122 +6.261496979e+05 +6.261496979e+05 +6.262816179e+05 +6.262816179e+05 +3.4278e+00 +3.2940e-01 -3.0692e+00 +4.6667e+00 -6.3627e+00 -4.7195e+00 -3.8464e+00 +1.3051e-01 -5.0937e+00 +4.5277e+00 -7.2826e-01 -1.2485e+00 +1.9428e+00 +3.8460e+00 -1.6331e+00 +3.9200e+00 +9.5449e-01 +6.7438e+00 +1.6373e+00 +3.3633e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.910048038e+06 +1.910048038e+06 +1.910638878e+06 +1.910638878e+06 +4.1582e+00 +1.0007e+00 +4.4671e+00 -4.4090e+00 +3.1112e+00 -2.6417e+00 -4.8657e+00 -3.5130e+00 -3.1483e+00 -3.7669e+00 +4.0119e+00 +2.7540e+00 +4.9932e+00 +2.2108e+00 -2.2530e+00 +3.8775e+00 +1.8689e+00 -1.5429e+00 -4.0956e+00 -2.5926e-01
3 +9.752081958e+05 +9.752081958e+05 +9.757990358e+05 +9.757990358e+05 +3.1648e+00 -6.4330e-01 -1.6355e+00 +3.2537e+00 +2.3782e+00 -1.3366e+00 -4.8269e-01 +4.4227e+00 -2.0762e+00 -2.3231e+00 +4.5384e+00 -2.3191e+00 -2.1805e+00 -3.9915e+00 -2.7453e+00 +2.4149e+00 +4.2307e+00 -2.0735e+00 +1.0543e+00 +3.6799e+00
4 +5.743360330e+05 +5.743360330e+05 +5.749268730e+05 +5.749268730e+05 -4.1369e+00 -2.1037e+00 +3.9960e+00 -2.0980e-02 +2.7690e+00 +2.6339e+00 +2.0302e-01 -1.7998e+00 +4.4086e-01 -4.4432e+00 +3.3328e+00 +3.6445e+00 +1.5456e+00 -4.6836e+00 -3.5203e+00 +4.1960e+00 +2.9546e-01 +4.1897e+00 +5.3199e-01 +1.6171e+00
20 +2.931987863e+05 +2.931987863e+05 +2.937896263e+05 +2.937896263e+05 -1.7110e+00 +3.6999e+00 -2.3461e+00 -4.4043e-01 +9.3414e-01 +4.4152e+00 -7.7585e-01 -4.9107e+00 +3.2355e+00 +1.3976e+00 -8.1220e-01 -3.8354e-01 -4.7834e+00 -2.9349e+00 +2.5454e+00 -3.3451e+00 -3.8637e+00 -4.1600e-01 -3.8564e-01 +1.6941e+00
68 +2.242370374e+05 +2.242370374e+05 +2.248278774e+05 +2.248278774e+05 -4.7615e+00 -2.7669e+00 +1.4524e+00 +4.1199e+00 -3.1310e+00 +3.3466e-01 -2.7138e+00 -6.6919e-01 +3.8249e-01 -4.3690e+00 +6.0916e-01 -6.7357e-01 -3.5940e+00 -6.5354e-01 +3.3609e+00 -1.1292e+00 +1.3123e+00 +2.6121e+00 -1.7823e+00 +1.6672e+00
% function evaluation | noise-free fitness - Fopt (3.098000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.460149065e+06 +1.460149065e+06 +1.460180045e+06 +1.460180045e+06 +2.0910e+00 +3.8552e+00 +4.1408e+00 -6.8738e-01 +3.6096e+00 -2.7708e+00 -4.1671e+00 +3.4400e+00 -2.0507e+00 -1.6656e-01 -1.5182e+00 +4.7912e+00 +2.8905e+00 +1.0902e+00 +8.1729e-01 +4.3086e+00 +7.6433e-01 -1.4969e+00 +3.5422e+00 -7.8633e-01
6 +7.761607221e+05 +7.761607221e+05 +7.761917021e+05 +7.761917021e+05 +3.5265e+00 +3.4920e+00 +4.3463e+00 -4.4699e+00 -3.0393e+00 -4.1324e+00 -4.2558e+00 -2.2467e+00 +1.7191e+00 -4.9373e+00 -4.0504e-01 -3.9429e+00 -4.9704e+00 +1.1249e+00 +1.0737e-01 -1.4160e+00 +2.4090e+00 -9.2495e-01 +2.1785e+00 +4.9751e+00
13 +5.886789558e+05 +5.886789558e+05 +5.887099358e+05 +5.887099358e+05 -2.1877e+00 -3.1461e-01 +2.4850e+00 +4.9599e+00 +2.8235e-01 +4.6596e+00 -4.6281e+00 -1.0809e+00 +3.3872e+00 +2.5403e+00 -2.3620e+00 +3.0632e+00 -2.0696e-01 -1.7637e+00 -1.2443e+00 -2.1180e+00 +6.8192e-02 +9.2056e-01 -1.3798e+00 -1.5800e+00
91 +3.446364401e+05 +3.446364401e+05 +3.446674201e+05 +3.446674201e+05 +1.9742e+00 -3.0672e+00 -3.9756e+00 +2.1515e+00 +3.6353e-01 -2.8520e+00 +3.1820e-01 -9.6852e-01 -1.2900e+00 +8.5362e-01 -4.4320e-01 -9.5278e-01 +3.2605e-02 -2.2801e+00 +6.9100e-01 -1.8050e+00 -1.5479e+00 +2.5168e+00 -2.1962e+00 -1.2529e+00
109 +2.074333561e+05 +2.074333561e+05 +2.074643361e+05 +2.074643361e+05 -6.9744e-01 +3.2073e-01 +4.8159e+00 -3.9787e+00 -1.5662e+00 +1.0721e+00 -2.1596e+00 +3.3138e+00 -2.4662e+00 +4.4205e+00 +2.0149e-01 -1.5027e+00 -2.8087e+00 -3.9567e+00 +2.7248e+00 -4.1719e+00 -1.6415e+00 +3.4054e+00 -1.8691e+00 -6.7880e+00
% function evaluation | noise-free fitness - Fopt (-1.445400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.810538456e+05 +7.810538456e+05 +7.809093056e+05 +7.809093056e+05 +3.5979e+00 +4.9989e+00 +1.0544e+00 -4.8024e+00 +2.5483e+00 -1.5664e+00 +2.2536e+00 +1.3640e+00 -9.5619e-01 +3.7446e+00 -2.3825e+00 +2.9066e+00 -1.0505e+00 +1.8389e+00 +6.2156e-01 -2.4872e+00 -2.0545e-01 +4.8775e+00 +2.9366e+00 +4.5919e+00
4 +5.908664320e+05 +5.908664320e+05 +5.907218920e+05 +5.907218920e+05 +4.2414e+00 +2.7692e+00 -4.4102e-01 +3.0594e+00 -1.7092e+00 -6.1427e-01 -4.9638e+00 +4.4711e+00 -1.5751e+00 -1.0593e+00 -3.5416e+00 +1.1153e+00 +1.2041e+00 +2.8843e+00 +6.8253e-01 -2.6458e+00 -2.2873e+00 +1.6142e+00 -1.0043e+00 -6.8255e-04
5 +2.910480717e+05 +2.910480717e+05 +2.909035317e+05 +2.909035317e+05 -4.5512e+00 -2.6400e+00 -4.7043e+00 +1.4331e+00 +3.1953e+00 +4.1107e+00 +4.1808e+00 +1.1899e+00 +1.6463e+00 +4.2446e+00 +2.5062e+00 -3.7954e+00 +4.3058e+00 -3.3511e+00 -1.3215e+00 -1.1384e+00 +8.9857e-02 +1.2711e-01 -3.1078e+00 +2.6285e-01
36 +1.690852303e+05 +1.690852303e+05 +1.689406903e+05 +1.689406903e+05 -1.6949e+00 -1.4976e+00 -4.0327e+00 +2.9762e+00 -3.2108e+00 -1.0559e+00 +4.6605e+00 +4.4476e-02 +2.7368e+00 +7.2993e-01 -1.4864e+00 -3.2533e+00 -1.9375e-01 -2.2943e+00 -3.7529e+00 -2.0264e+00 -3.0798e+00 -3.2522e+00 +1.0995e+00 -2.8774e+00
38 +1.581758733e+05 +1.581758733e+05 +1.580313333e+05 +1.580313333e+05 -3.2678e+00 -4.7707e+00 +9.9615e-01 +4.6679e+00 +4.9345e+00 -3.8211e+00 +2.5377e+00 +4.3942e+00 -5.1989e-01 -1.6735e+00 +1.8733e+00 +2.8325e+00 +4.3253e+00 +6.6771e-01 +1.3734e+00 -3.6844e+00 +2.0149e-01 +4.8333e+00 +4.6771e+00 +1.1340e+00
79 +5.675369993e+04 +5.675369993e+04 +5.660915993e+04 +5.660915993e+04 -4.6683e+00 -1.4385e+00 -2.5671e+00 +3.6437e+00 +3.4033e+00 +3.9612e+00 +4.4895e-01 +2.7173e+00 -1.1896e-01 +1.5354e+00 +4.8620e+00 -4.8530e+00 +4.6330e+00 -1.6092e+00 +1.1333e-01 -2.1415e-01 +8.0511e-01 +1.8151e-01 +3.5151e+00 +1.1912e+00
% function evaluation | noise-free fitness - Fopt (-9.649000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.342142524e+05 +8.342142524e+05 +8.341177624e+05 +8.341177624e+05 -1.8481e-01 -3.1268e+00 +4.6581e+00 +4.7127e+00 +1.9491e+00 -1.2415e-01 +3.2640e+00 -3.8503e+00 -3.4978e+00 +4.5621e+00 -2.3149e+00 -8.5230e-01 +4.8847e-01 +4.8805e+00 +1.8527e+00 -4.6673e+00 -3.1795e-02 -4.4705e+00 +4.0061e+00 +4.2441e+00
14 +6.157370600e+05 +6.157370600e+05 +6.156405700e+05 +6.156405700e+05 -4.1579e+00 -2.6263e-01 +2.1723e-01 -5.6418e-01 +4.2018e+00 -2.4664e-03 +2.2288e+00 -7.3524e-01 -4.2935e+00 -1.5770e+00 +1.5257e+00 +3.0255e+00 -2.7382e+00 +3.2795e+00 +1.9027e+00 -2.2453e+00 -3.9971e+00 -7.9993e-01 +2.5040e+00 -1.0784e+00
104 +3.864895070e+05 +3.864895070e+05 +3.863930170e+05 +3.863930170e+05 -2.1815e+00 +2.8192e+00 +1.0431e-01 +1.8713e+00 -4.0648e+00 +4.4652e+00 +1.4035e+00 +6.1648e+00 -3.6226e+00 -1.3976e+00 +4.8307e+00 -1.2257e+00 +2.0156e+00 -5.0601e+00 +2.6239e+00 +4.5426e-01 +4.9024e-01 -2.5080e+00 -7.0112e-01 +1.5632e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.833751118e+05 +5.833751118e+05 +5.843751118e+05 +5.843751118e+05 -4.4659e+00 +6.1037e-01 +2.8701e+00 +4.5350e+00 -4.9750e+00 +1.7520e-01 +1.2252e+00 -2.0246e+00 +3.7910e+00 -1.4635e+00 +1.7652e+00 +1.2833e+00 +4.6012e+00 -1.6457e+00 +2.3141e+00 +4.3545e-01 -4.7378e+00 -4.8682e+00 +4.4876e+00 -4.5172e+00
6 +3.341646301e+05 +3.341646301e+05 +3.351646301e+05 +3.351646301e+05 -4.0477e+00 +1.5766e+00 +4.5371e+00 +1.3278e+00 -4.2425e-01 -1.3285e+00 +4.2482e-01 +2.1435e+00 +4.5871e+00 +2.8794e+00 -4.3474e+00 -2.6302e+00 -3.2480e+00 +1.6256e+00 +4.7905e+00 +4.5005e+00 +2.5579e-01 -3.2995e+00 -2.5619e-01 +5.2339e-03
55 +1.766610000e+05 +1.766610000e+05 +1.776610000e+05 +1.776610000e+05 +2.2807e+00 -5.0313e-01 +4.3484e+00 +2.3483e+00 +4.8940e+00 +6.6206e-01 +2.6827e+00 -2.7188e+00 -4.7580e+00 +2.2491e+00 +8.2359e-02 -4.0932e-01 -8.1743e-01 -4.2699e+00 +1.2322e+00 +3.9556e+00 +1.6768e+00 +1.6913e+00 +2.6314e+00 -1.4126e+00
154 +1.462876533e+05 +1.462876533e+05 +1.472876533e+05 +1.472876533e+05 +6.0870e-01 +2.2170e+00 +6.4301e-01 +6.5124e+00 +5.8650e+00 -9.4610e-01 +3.1501e+00 -2.3524e+00 -1.0532e+00 -1.0524e+00 -5.9145e+00 +2.7099e+00 +6.7916e-01 -5.8171e+00 +1.1982e+00 -4.6859e+00 +1.3081e+00 +3.1489e+00 +4.7013e+00 +4.0375e+00
% function evaluation | noise-free fitness - Fopt (-1.547600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.037027799e+06 +1.037027799e+06 +1.036873039e+06 +1.036873039e+06 +2.8466e+00 -3.8731e+00 +4.9918e+00 -1.6955e+00 -3.5177e+00 +1.2062e+00 +3.0951e+00 -2.9333e+00 -1.2113e+00 -2.5782e+00 -8.3287e-01 +3.5757e+00 +4.0693e+00 -3.5919e+00 +1.7356e+00 -1.5456e+00 -1.7327e+00 -2.8820e+00 +2.4604e-01 +4.7660e+00
6 +3.227789073e+05 +3.227789073e+05 +3.226241473e+05 +3.226241473e+05 +4.9494e+00 +1.5289e+00 +1.6814e+00 -3.2076e+00 -4.9530e-01 +1.5595e+00 +1.1960e+00 -1.4414e+00 -5.4107e-01 -2.1853e+00 +4.1836e+00 -3.2733e+00 +6.8449e-01 -2.3864e-01 -3.2644e+00 +6.4957e-01 +4.5045e+00 -3.1554e-01 +2.8818e+00 -3.2571e+00
% function evaluation | noise-free fitness - Fopt (3.914000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.101626271e+06 +2.101626271e+06 +2.101665411e+06 +2.101665411e+06 +3.0240e+00 +8.1363e-01 -2.9800e+00 +1.6323e-01 -3.5815e+00 +4.8745e+00 -2.2975e+00 +1.1921e+00 -1.2273e-01 +3.3141e+00 -8.1312e-01 +2.6762e+00 -2.9424e+00 +2.3218e-01 +2.7311e+00 +2.0031e+00 -1.8854e+00 -1.8796e+00 +4.3049e+00 -3.3249e+00
5 +1.154209988e+06 +1.154209988e+06 +1.154249128e+06 +1.154249128e+06 -1.6755e-01 +3.9267e+00 +4.3422e+00 -5.7530e-01 +6.2712e-01 -3.2729e+00 -3.1952e+00 +4.9211e+00 -4.0847e+00 -2.8459e+00 +3.8288e+00 -2.0004e+00 -3.8831e+00 -2.0579e+00 +1.1727e+00 +3.6914e-02 +3.4186e+00 +4.2343e+00 -1.0790e+00 -1.6650e+00
12 +9.016184954e+05 +9.016184954e+05 +9.016576354e+05 +9.016576354e+05 -4.3297e+00 -1.0854e-01 +8.5988e-01 +5.2168e-01 +3.3011e+00 -2.4534e+00 -2.2614e+00 +1.6305e+00 +2.9482e+00 -4.7046e+00 +4.6071e+00 -3.1731e+00 +4.3913e+00 -2.1579e+00 +2.9951e+00 +8.4094e-02 +4.7504e+00 +1.0898e+00 -2.1116e+00 -3.9048e+00
91 +6.032610895e+05 +6.032610895e+05 +6.033002295e+05 +6.033002295e+05 -1.5886e+00 -1.8430e+00 -1.2542e-01 +2.0491e+00 +2.3217e+00 +2.7667e+00 +1.9371e+00 +3.5362e+00 +2.1461e+00 +3.2528e+00 +2.2730e+00 +3.2882e+00 +7.7500e-02 -3.9477e+00 +1.4748e+00 +4.1800e+00 -4.6504e-01 -4.8916e+00 +3.3441e+00 +1.7769e+00
105 +3.369899483e+05 +3.369899483e+05 +3.370290883e+05 +3.370290883e+05 -6.3244e+00 +3.6244e+00 -3.1943e+00 -4.4808e-01 +2.9050e+00 -4.3989e+00 +4.5276e+00 +1.7449e+00 -3.2024e+00 +1.7952e+00 +2.2019e-01 +4.6117e-01 +4.7009e+00 +7.7929e-01 +2.7160e+00 +7.8136e+00 +3.3362e+00 +4.4688e+00 -4.7186e+00 +9.4261e-01
% function evaluation | noise-free fitness - Fopt (-1.186000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.093447271e+06 +1.093447271e+06 +1.093435411e+06 +1.093435411e+06 +3.6424e+00 -3.8689e+00 -4.9310e+00 -3.7416e+00 -1.9162e+00 +7.2096e-01 -2.2468e-01 +3.0371e+00 +3.4844e+00 -2.6503e+00 +4.0072e+00 +3.0031e-01 +1.2932e+00 -3.5715e+00 +3.4538e+00 -3.7471e+00 -2.4160e+00 -3.2438e+00 -4.5463e-01 -4.0810e+00
10 +8.138585234e+05 +8.138585234e+05 +8.138466634e+05 +8.138466634e+05 -1.3262e+00 +4.5082e+00 -4.8897e+00 -4.9319e+00 +3.2913e+00 -4.2144e+00 +2.4169e+00 -1.3507e+00 -5.7695e-01 +4.7248e+00 +3.8257e+00 -4.2011e+00 -2.6460e-01 +4.6690e+00 -2.6223e+00 +4.5123e-01 +1.0738e+00 +3.3186e+00 +4.9357e+00 -5.2642e-01
24 +6.284875156e+05 +6.284875156e+05 +6.284756556e+05 +6.284756556e+05 +3.8537e+00 +2.1421e+00 +2.7113e+00 +1.2316e-01 -2.2769e+00 -1.5455e+00 -2.3973e-01 -1.2314e+00 -1.7597e-01 -1.1876e-01 -8.8584e-01 +2.9812e+00 +4.5569e+00 +1.6041e+00 -1.6723e+00 +3.0289e+00 +4.3535e+00 +3.3797e-01 -2.2732e-01 +4.3386e+00
% function evaluation | noise-free fitness - Fopt (7.068000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.756802806e+05 +5.756802806e+05 +5.757509606e+05 +5.757509606e+05 +3.1231e+00 +6.8586e-01 +3.6496e+00 +1.9803e+00 -1.1912e+00 -3.5565e-01 -4.0854e+00 -2.4156e+00 +2.6546e+00 +2.2866e+00 +4.2790e+00 -2.9657e+00 +2.6783e+00 +9.7533e-01 -3.1080e+00 -2.1654e+00 +4.3130e+00 -3.2003e-01 +4.3001e+00 -1.0076e+00
8 +3.174805807e+05 +3.174805807e+05 +3.175512607e+05 +3.175512607e+05 +1.6717e+00 -1.7397e-01 +8.1076e-01 -1.0466e+00 -3.9281e+00 -2.3760e+00 +1.3211e+00 +3.4560e-01 -2.1903e+00 +6.9404e-01 +8.3577e-02 +5.9482e-01 -1.3956e-01 -1.8038e+00 -3.5525e-01 +1.3427e+00 -4.6658e+00 -4.2936e+00 -4.2232e-02 +6.1499e-01
101 +1.924872734e+05 +1.924872734e+05 +1.925579534e+05 +1.925579534e+05 -1.0339e+00 +1.1066e+00 -4.4380e+00 -3.0856e+00 -3.6874e+00 -6.4449e-01 -4.4620e+00 +1.8641e+00 +2.4197e+00 +7.6019e-01 +2.4751e+00 +3.9143e+00 +2.4810e+00 +1.3517e+00 +5.1171e-02 +1.6329e+00 -1.3661e+00 -4.6311e+00 -2.9579e+00 -9.0258e+00
% function evaluation | noise-free fitness - Fopt (-6.260000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.137281316e+05 +6.137281316e+05 +6.137218716e+05 +6.137218716e+05 -5.6428e-01 -1.6335e+00 +1.3277e+00 -1.6681e+00 +6.8603e-01 -3.3927e+00 -3.1705e+00 +4.1072e-01 +3.9284e+00 -1.7229e+00 -3.8800e+00 +3.7957e+00 +4.5604e+00 -3.2495e+00 +9.9182e-01 +1.6859e+00 +3.6713e+00 -3.1808e+00 -5.8123e-01 +3.1014e+00
6 +3.495918192e+05 +3.495918192e+05 +3.495855592e+05 +3.495855592e+05 +1.9209e+00 +1.6866e+00 -4.8308e+00 -3.2089e+00 +4.0821e+00 +1.8579e+00 -1.4390e-01 -3.1580e+00 +1.3759e+00 +2.0058e+00 -3.3074e+00 -1.5164e-01 -4.7678e+00 +2.1148e+00 -1.0079e+00 +4.4390e+00 +2.8221e+00 -3.3832e+00 +2.6614e+00 -2.2809e+00
29 +6.992135959e+04 +6.992135959e+04 +6.991509959e+04 +6.991509959e+04 +1.1324e+00 -7.0539e-01 +4.6769e+00 +9.8785e-02 +3.4383e+00 +3.7163e+00 -3.0366e+00 +4.4196e+00 +9.3930e-01 +5.9906e-01 -2.4412e+00 -3.9700e+00 +5.3862e-01 +4.6270e-01 +3.3349e-01 -3.3848e+00 -3.1090e+00 -1.4751e+00 -1.1900e+00 -1.9749e+00
102 +3.952738866e+04 +3.952738866e+04 +3.952112866e+04 +3.952112866e+04 +4.8008e+00 +1.5481e+00 +2.9041e+00 -4.3444e+00 +4.7338e-01 +6.6353e+00 +2.5656e+00 +2.3520e+00 -5.1451e-02 +4.3982e+00 +2.3896e+00 -2.2770e+00 -4.7481e-01 -1.0552e+00 -3.9440e+00 -5.7635e+00 -1.9723e-01 -3.9248e+00 +4.6184e+00 -3.8242e+00
% function evaluation | noise-free fitness - Fopt (1.838600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.070601463e+05 +9.070601463e+05 +9.072440063e+05 +9.072440063e+05 -3.0273e+00 +2.0715e+00 -3.1955e+00 -4.9229e+00 +3.9119e-01 -2.6496e+00 +4.8434e-01 +1.0161e+00 +9.8386e-01 -4.0620e+00 +4.6022e+00 +9.2180e-01 +3.1610e+00 +1.9055e+00 +4.8220e+00 +7.3281e-01 +2.1893e+00 -4.8401e+00 +3.8674e+00 -2.0758e+00
