% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-3.594800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.967518929e+05 +9.967518929e+05 +9.963924129e+05 +9.963924129e+05 -3.5098e+00 -2.9044e+00 +3.1490e+00 -4.0464e+00 +3.3105e+00 +5.5952e-02 -1.7158e+00 -8.5173e-01 -4.0281e+00 -1.6404e+00 -2.7561e+00 -4.6905e+00 +5.8695e-01 +1.7684e+00 +2.4656e+00 -4.9059e+00 -4.3504e+00 +4.5753e+00 +4.9663e+00 -1.2270e+00
3 +4.662674093e+05 +4.662674093e+05 +4.659079293e+05 +4.659079293e+05 -4.1641e+00 -3.5926e+00 +4.6967e-01 +4.0320e-01 -1.1167e+00 +8.5261e-01 -3.4374e+00 +3.5271e+00 -3.6284e+00 -2.8392e+00 -1.4942e+00 -2.0878e+00 +1.0958e-01 -1.4732e+00 +3.9275e+00 +2.8372e+00 +2.9675e+00 +2.2974e-01 -1.8692e+00 +2.1860e+00
5 +3.327155694e+05 +3.327155694e+05 +3.323560894e+05 +3.323560894e+05 +7.9885e-01 -2.9670e+00 -3.1490e+00 +1.3058e+00 +3.0494e+00 -4.4287e+00 -1.6983e+00 +3.3574e+00 +6.9871e-01 -4.0201e-01 -5.8232e-01 -3.9627e+00 -2.7034e+00 -2.9141e+00 +1.2830e+00 -1.4076e+00 +1.8729e+00 -2.6658e+00 -4.5033e+00 +3.5399e-01
40 +1.968960838e+05 +1.968960838e+05 +1.965366038e+05 +1.965366038e+05 -1.5741e+00 -8.7556e-01 -3.5998e+00 -2.3858e-01 -4.6507e+00 -3.4798e-01 -1.2278e+00 +2.4648e+00 -2.6716e+00 -1.6405e+00 -3.0052e+00 -3.3212e+00 +1.1796e+00 -4.9417e+00 -2.7457e+00 -4.5516e+00 +1.2070e+00 +4.3745e+00 -2.1559e+00 +1.3142e+00
111 +4.952842745e+04 +4.952842745e+04 +4.916894745e+04 +4.916894745e+04 -1.5690e+00 -3.9906e+00 +2.5845e+00 -3.4722e+00 -7.8603e-01 +1.2899e+00 -1.6826e+00 +3.3156e+00 +2.1104e+00 -4.5767e+00 -3.7096e+00 +3.3284e+00 +2.1297e+00 -1.4562e+00 -3.9490e+00 -3.0632e+00 -3.1973e+00 -2.9666e+00 -1.2644e+00 +7.9144e-02
% function evaluation | noise-free fitness - Fopt (2.748000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.441749713e+05 +7.441749713e+05 +7.442024513e+05 +7.442024513e+05 -4.1283e+00 -4.2935e+00 +4.3011e+00 +2.8855e+00 +1.9330e-01 +8.7891e-01 +2.0602e+00 +3.9690e+00 -9.9104e-01 +4.1440e+00 +3.9258e+00 -4.5128e+00 -6.1020e-01 -3.2061e+00 -2.5207e+00 +4.1461e+00 +1.2260e+00 -2.0287e+00 +1.1970e+00 -3.5057e+00
2 +1.638632340e+05 +1.638632340e+05 +1.638907140e+05 +1.638907140e+05 +3.0994e+00 +1.9143e+00 +2.8643e+00 -1.4630e-01 -2.7274e-01 -4.4625e+00 +4.4139e+00 +2.3253e+00 +1.7708e+00 +3.0497e+00 -4.2681e+00 +2.6675e+00 -7.5363e-01 -2.2746e+00 -4.0157e+00 +3.0877e+00 +2.5451e+00 -3.1303e+00 +3.7881e+00 -3.0342e+00
88 +1.312313158e+05 +1.312313158e+05 +1.312587958e+05 +1.312587958e+05 +2.2302e+00 -8.9131e-01 +4.0217e+00 -3.3599e+00 +1.0653e+00 -4.5452e+00 -1.2667e+00 +2.0247e+00 +1.5828e-01 -3.9519e+00 -1.4843e+00 +2.2420e+00 +5.9985e-02 -4.1477e+00 -8.1185e-01 +3.1661e+00 -3.6254e+00 -8.5435e-01 -2.0221e+00 +9.8708e-01
102 +9.600196150e+04 +9.600196150e+04 +9.602944150e+04 +9.602944150e+04 -9.9094e-01 +3.8838e+00 +2.8643e+00 -1.4630e-01 -2.7274e-01 -6.0464e+00 -2.3774e+00 -3.0390e-01 +1.3926e+00 +3.0497e+00 -4.2681e+00 -1.9903e+00 -1.4085e+00 -2.2746e+00 -4.0157e+00 -2.0628e+00 -5.1956e+00 -3.1303e+00 +3.7881e+00 -3.0342e+00
% function evaluation | noise-free fitness - Fopt (3.609000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.341963526e+05 +6.341963526e+05 +6.342324426e+05 +6.342324426e+05 -4.7924e+00 +2.8802e+00 +3.5089e+00 +3.6336e+00 +3.1185e+00 +1.4319e+00 -4.7095e+00 -1.3309e+00 -2.2316e-01 +2.7674e+00 +3.5567e+00 -1.9132e+00 -1.8590e+00 -4.2146e+00 -8.1386e-01 -1.4936e+00 -4.9945e+00 -4.8721e+00 +1.4588e+00 -5.4266e-01
2 +4.346392732e+05 +4.346392732e+05 +4.346753632e+05 +4.346753632e+05 +2.6912e+00 +2.7410e+00 -1.6927e+00 -1.5404e+00 +2.8880e+00 -4.7853e+00 -3.7021e+00 -3.6709e-01 -2.2711e+00 -1.5154e+00 +1.1013e+00 +1.7561e+00 +1.3010e+00 +4.2405e-01 -4.2352e+00 +4.4280e+00 +2.0867e+00 -1.8476e+00 +8.3671e-01 -2.8142e+00
4 +3.735663007e+05 +3.735663007e+05 +3.736023907e+05 +3.736023907e+05 +2.4358e+00 +7.1696e-01 +2.1958e+00 +5.4588e-01 +4.7306e+00 -4.0246e+00 -5.0700e-01 +2.2741e+00 -2.7464e+00 -1.0998e+00 -1.8260e-01 -1.5365e+00 +4.7275e+00 -4.1710e-01 -1.5092e+00 -2.2209e-01 +1.6462e+00 +1.5094e+00 -4.8101e+00 +3.0666e+00
26 +1.639609310e+05 +1.639609310e+05 +1.639970210e+05 +1.639970210e+05 -4.3052e-01 -2.5912e+00 -2.7985e+00 +4.7433e+00 +3.5877e+00 +1.8491e+00 -2.9482e+00 -3.7552e+00 +1.0437e+00 +3.4515e+00 -1.8370e+00 -3.9603e+00 +1.3404e+00 -2.4166e+00 +3.5075e+00 +4.6577e-01 -5.2990e-02 -2.4651e+00 -2.5353e+00 -2.1784e+00
% function evaluation | noise-free fitness - Fopt (-5.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.850076511e+05 +1.850076511e+05 +1.849497411e+05 +1.849497411e+05 +2.5557e+00 +1.2248e+00 -3.0933e+00 +2.9024e+00 -1.9855e+00 +5.1119e-01 -2.4199e+00 -1.1604e-01 +1.4540e+00 -1.2840e+00 +6.1239e-01 +3.7556e+00 +1.9123e+00 -2.4908e+00 -1.9627e+00 -3.0891e+00 -2.5676e+00 -2.7300e+00 +1.4568e+00 -3.2320e+00
87 +1.531547638e+05 +1.531547638e+05 +1.530968538e+05 +1.530968538e+05 +2.3985e+00 -2.4675e+00 -2.6387e+00 +2.6075e+00 -2.9846e+00 -1.1654e+00 -1.9684e-01 -4.5494e-02 -1.8115e+00 -2.6224e+00 +1.8273e+00 -3.0556e+00 +2.8594e+00 -3.0078e+00 -1.4401e+00 +2.9663e+00 -1.6796e+00 -2.8081e-01 -1.4917e+00 +1.9474e+00
% function evaluation | noise-free fitness - Fopt (-3.349100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.841807416e+05 +4.841807416e+05 +4.838458316e+05 +4.838458316e+05 +5.8194e-01 -4.2082e+00 +9.7181e-01 -4.7664e+00 -4.9492e+00 -4.6489e+00 -9.8660e-01 -2.6289e+00 -2.1553e+00 -3.5435e+00 -2.6425e+00 +1.0676e+00 +2.1539e+00 -1.4160e+00 +3.2759e+00 -4.0804e+00 -2.7702e-01 -1.8175e+00 -3.4167e-01 -1.9193e-01
8 +9.445096366e+04 +9.445096366e+04 +9.411605366e+04 +9.411605366e+04 -3.5428e+00 +9.6725e-02 +2.6280e+00 -1.7776e+00 +2.2828e+00 +2.6416e+00 -8.7114e-01 -5.3932e-01 -1.0049e+00 -1.7835e+00 +3.1925e+00 -6.3401e-01 -1.5038e+00 +3.4180e+00 +2.3568e+00 -1.2736e+00 +4.5219e+00 +1.9122e+00 +3.8440e+00 -1.0552e+00
% function evaluation | noise-free fitness - Fopt (-4.670000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.181993634e+05 +8.181993634e+05 +8.181526634e+05 +8.181526634e+05 +1.1605e+00 -2.6394e+00 +7.7607e-02 +1.9959e+00 -4.0663e+00 +1.4215e+00 +3.8078e+00 +5.6037e-04 -1.5613e+00 -2.8620e+00 -2.7753e+00 +1.7588e+00 +3.8944e+00 +4.2954e+00 -8.2659e-01 +3.3299e+00 +7.5600e-01 -5.1509e-01 -6.7863e-02 -6.1421e-01
7 +5.230633001e+05 +5.230633001e+05 +5.230166001e+05 +5.230166001e+05 +7.8250e-01 -3.5868e+00 -4.5315e+00 +3.4231e+00 -2.0766e+00 +3.1104e+00 +3.6888e+00 -1.7746e+00 -2.4711e+00 -1.0773e+00 +3.2513e+00 -3.6870e+00 +2.4579e+00 +1.6931e-02 -2.1817e+00 -4.7041e+00 +9.0668e-01 -8.8093e-02 -2.6645e+00 +3.1077e+00
9 +3.489474753e+05 +3.489474753e+05 +3.489007753e+05 +3.489007753e+05 -2.4478e+00 +1.7274e+00 -3.0412e+00 -3.3944e+00 +3.9845e+00 -1.1336e+00 -3.9008e+00 +1.9149e+00 -1.3537e+00 -4.9302e+00 -3.4686e-01 -1.5058e+00 -2.2215e+00 -2.8918e+00 +3.4087e+00 -1.8140e+00 -1.2469e+00 -4.7976e+00 +4.6242e+00 +9.5357e-01
26 +2.410807354e+05 +2.410807354e+05 +2.410340354e+05 +2.410340354e+05 +3.1114e+00 +3.9803e+00 +1.3062e+00 -3.4012e-01 +4.2099e+00 -2.2531e+00 -1.7607e+00 -1.7563e+00 -2.8147e+00 +4.5106e-01 +2.7397e+00 -3.6601e+00 -1.9524e+00 -4.9094e+00 -2.8179e+00 +1.9364e+00 +3.2386e+00 +1.3337e-01 +5.9820e-01 -4.3281e+00
104 +1.116611016e+05 +1.116611016e+05 +1.116144016e+05 +1.116144016e+05 -4.4409e+00 -7.4958e-01 -2.4729e+00 -2.8100e+00 +1.8411e+00 -2.2809e+00 +2.9784e+00 -8.6445e-01 -2.6483e+00 +7.8197e-01 +1.9122e-01 -4.2875e+00 +4.6231e+00 -1.5772e+00 +5.3738e+00 -9.2313e-01 +1.0828e+00 -3.7744e+00 -1.3209e+00 +9.7503e-01
% function evaluation | noise-free fitness - Fopt (-9.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.315737951e+05 +7.315737951e+05 +7.314807151e+05 +7.314807151e+05 -2.7666e+00 +3.5760e+00 +4.7062e+00 +1.7929e+00 +2.3758e+00 -4.1727e+00 -3.3667e-01 -7.1793e-01 +4.2013e+00 -4.4945e+00 +3.2670e+00 -1.2355e+00 -1.7383e+00 +1.4350e+00 -1.1298e+00 -1.6735e+00 +6.7125e-01 -2.5938e-01 +4.0229e+00 +2.5448e+00
4 +3.776703956e+05 +3.776703956e+05 +3.775773156e+05 +3.775773156e+05 +2.2273e+00 -2.3652e+00 +2.1004e+00 -9.0841e-01 -1.8017e-01 -1.3498e+00 +4.8385e+00 +2.4222e+00 +1.8345e+00 -8.6844e-01 +1.5855e+00 -2.2807e+00 +4.1257e+00 -2.9917e+00 -6.6511e-01 +3.9096e+00 +1.6123e+00 -2.2930e+00 +9.5567e-01 -3.2320e+00
62 +2.219341482e+05 +2.219341482e+05 +2.218410682e+05 +2.218410682e+05 +1.2255e+00 +1.8457e+00 -4.1072e+00 +1.3361e+00 -1.7355e-02 +1.7638e+00 -9.7982e-01 -1.2654e+00 -3.0431e+00 -8.2243e-01 -2.2654e+00 -1.8014e+00 +3.7109e+00 -3.3052e+00 -2.4058e+00 -4.5571e+00 -2.2255e-01 -3.4150e+00 -1.9750e+00 -3.1863e+00
115 +1.529795865e+05 +1.529795865e+05 +1.528865065e+05 +1.528865065e+05 -3.1997e+00 -8.0932e-01 -3.2443e+00 +4.4329e+00 -1.1485e+00 -2.4506e+00 +1.1218e+00 +4.8469e+00 +1.7806e+00 -4.0948e+00 +8.1815e-01 -4.2053e+00 +1.6155e+00 +1.8834e+00 +1.0413e+00 -4.3675e+00 -4.4627e+00 -4.2366e+00 -2.2334e+00 +3.0624e+00
% function evaluation | noise-free fitness - Fopt (4.168000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.783902509e+05 +6.783902509e+05 +6.784319309e+05 +6.784319309e+05 -4.1293e+00 +3.3657e+00 -3.4089e+00 +4.4731e+00 +1.7886e+00 -2.9361e+00 -4.5908e+00 +3.6006e+00 -2.9723e+00 -7.8217e-01 -4.1451e+00 -2.8483e+00 +3.2057e+00 -2.3325e+00 +2.6152e+00 +2.4463e+00 -8.7590e-01 -4.8853e+00 +2.6572e+00 +4.9223e+00
8 +5.080409946e+05 +5.080409946e+05 +5.080826746e+05 +5.080826746e+05 -2.4995e+00 +4.1909e+00 +4.7764e+00 -3.3210e+00 -4.9619e+00 +9.2100e-02 +2.4952e+00 -1.9357e-01 +2.1059e+00 -3.2622e+00 +3.3163e+00 -2.3908e+00 +6.2688e-01 +1.5838e+00 -1.8223e+00 -3.8838e-01 +3.8441e-01 +1.7388e+00 -3.0192e+00 +2.0491e+00
15 +1.916820813e+05 +1.916820813e+05 +1.917237613e+05 +1.917237613e+05 +3.6557e+00 +2.0303e+00 +2.8902e-01 +1.7249e+00 -4.5882e+00 -2.3311e+00 -3.3462e+00 -1.2395e+00 -3.0128e+00 -2.7013e+00 -4.6108e+00 -4.0541e+00 +2.6832e+00 -3.8777e+00 +1.3455e+00 -1.7872e+00 +8.2273e-02 -1.1630e+00 +1.2387e+00 -2.7675e+00
62 +1.434031205e+05 +1.434031205e+05 +1.434448005e+05 +1.434448005e+05 +2.9308e+00 +1.7322e+00 +6.6947e-01 +5.0261e-01 -4.9828e-01 -4.2083e+00 +2.2887e+00 +1.4837e+00 -1.0767e+00 -2.3563e+00 +2.1076e+00 -3.7342e+00 +3.5101e+00 +7.6640e-01 -7.6516e-01 -3.1592e+00 -3.2247e+00 +2.0134e+00 -4.0150e+00 -2.4861e-01
