% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
15 +9.760773521e+00 +9.760773521e+00 +1.564807735e+02 +1.564807735e+02 -4.7939e+00 -1.1467e+00 -3.0324e+00 -1.8989e+00 +8.7844e-01 +2.0620e+00 -2.4569e+00 -2.5969e+00 -2.3364e+00 -1.7398e+00 +7.2245e-01 +1.4675e+00 +2.2066e+00 -1.4536e+00 +5.6475e-01 -3.8145e+00 -8.4807e-01 -1.3894e+00 +2.8536e+00 -2.0085e+00
17 +5.617289645e+00 +5.617289645e+00 +1.523372896e+02 +1.523372896e+02 -1.2180e+00 +4.6287e+00 -8.7863e-01 +4.0592e+00 +3.3132e+00 -2.5771e+00 -2.8195e+00 -7.7032e-01 -2.6997e+00 +3.3421e+00 +9.2779e-02 +3.8001e-01 -4.2237e+00 +4.8102e+00 -2.3654e+00 +4.1351e+00 -1.9246e+00 +2.0800e+00 -2.9855e+00 -3.1170e+00
% function evaluation | noise-free fitness - Fopt (-5.919800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.255679968e+01 +1.255679968e+01 -5.794232003e+02 -5.794232003e+02 +4.0782e+00 +1.5167e+00 -4.6900e-01 +1.2541e-01 +4.5409e+00 +4.2381e-01 +6.9080e-01 -4.0652e+00 +1.5389e+00 +1.0785e+00 -1.4390e+00 -3.8040e-01 +2.1563e-01 -4.9004e+00 +9.5007e-01 -2.1238e+00 -2.1174e+00 -4.8771e+00 +2.6713e-01 -7.0149e-01
5 +8.215175270e+00 +8.215175270e+00 -5.837648247e+02 -5.837648247e+02 -3.0549e-01 -4.3532e+00 -2.7374e+00 +9.4560e-01 +1.1349e+00 -9.0298e-01 +4.5712e+00 +3.0510e+00 -3.9982e+00 +1.7469e+00 +3.3609e+00 +1.2431e+00 +4.7801e+00 +1.5299e+00 +4.1755e+00 -2.4909e+00 +1.0452e+00 -2.1918e+00 +2.2493e+00 -2.5228e-01
48 +5.569296883e+00 +5.569296883e+00 -5.864107031e+02 -5.864107031e+02 -1.1855e+00 -2.6842e+00 +4.5965e+00 +1.3499e+00 +1.7877e+00 +1.9653e+00 -2.0947e+00 -4.7979e+00 +1.2631e+00 +2.1762e+00 +4.1579e-01 -4.9393e+00 -1.8436e+00 +2.1268e+00 -1.1997e+00 -1.1723e+00 -4.3457e-01 +1.6831e+00 -2.0189e+00 -3.3060e+00
% function evaluation | noise-free fitness - Fopt (7.429000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.463987862e+01 +1.463987862e+01 +8.892987862e+01 +8.892987862e+01 -1.7173e-01 +1.6778e+00 -4.5802e+00 -4.6136e-01 +4.1277e+00 -4.9841e+00 -4.7343e+00 -8.2920e-01 -4.2048e+00 +1.5481e+00 +2.6245e+00 +3.7865e+00 +1.8848e+00 +3.6420e+00 -8.5261e-01 +1.2637e+00 +4.5550e+00 +3.4095e+00 -4.6668e+00 -2.9050e+00
7 +9.063645690e+00 +9.063645690e+00 +8.335364569e+01 +8.335364569e+01 -5.2988e-01 +1.1804e-01 +3.8587e+00 -2.3987e+00 +3.7765e+00 +3.4371e+00 -3.2182e+00 +1.4560e+00 +2.0428e+00 +1.8276e+00 +6.9471e-01 +4.7731e+00 -1.6931e+00 -3.7297e+00 -3.3461e+00 -3.2178e+00 -2.1840e+00 -1.4807e+00 -2.8866e+00 -4.7626e+00
24 +6.266966401e+00 +6.266966401e+00 +8.055696640e+01 +8.055696640e+01 -4.7991e+00 -4.8564e+00 -4.4744e+00 +1.7145e+00 -4.1923e+00 -1.3076e+00 -2.8113e+00 -2.0533e+00 +1.1063e+00 -7.8085e-01 -8.9713e-01 +6.7340e-01 -1.8523e+00 +1.4250e+00 -1.1227e+00 +3.9959e+00 -1.1140e+00 -4.1269e+00 +4.3111e+00 +1.9840e+00
% function evaluation | noise-free fitness - Fopt (-3.490000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.495231001e+01 +2.495231001e+01 +2.146231001e+01 +2.146231001e+01 +4.1274e+00 -9.3503e-01 +1.0381e+00 +4.5167e+00 -4.2904e+00 -5.0140e-01 +3.9966e+00 -3.7326e-01 -4.5123e+00 +3.7762e+00 -2.1210e+00 -1.6306e+00 -3.1378e+00 -1.7892e+00 +1.1176e+00 +2.4094e+00 +2.3725e+00 +3.9003e+00 +3.5182e+00 -2.4571e+00
3 +1.192093757e+01 +1.192093757e+01 +8.430937572e+00 +8.430937572e+00 -4.9561e+00 +3.0444e+00 -3.9394e+00 -7.0861e-01 -1.3368e+00 +2.2925e+00 +2.3488e+00 +3.4198e+00 -2.1040e+00 -4.4832e+00 -1.4075e+00 +1.0958e+00 +1.6236e+00 +4.5530e+00 -4.1467e+00 +3.5227e+00 -4.5053e+00 +4.1192e+00 +3.2922e+00 +4.0166e+00
5 +8.313663123e+00 +8.313663123e+00 +4.823663123e+00 +4.823663123e+00 +4.9453e+00 -2.9119e-01 -1.0056e+00 -3.5655e+00 +4.1726e+00 -1.3214e+00 -2.0565e+00 -3.7526e+00 -1.4370e+00 +3.0253e+00 +3.4178e+00 +1.7521e-01 +2.2569e+00 -4.1211e+00 -6.8792e-01 +2.7321e+00 -1.5986e+00 -4.3405e+00 -4.7663e+00 +9.0462e-01
25 +4.322965086e+00 +4.322965086e+00 +8.329650855e-01 +8.329650855e-01 -3.8275e-01 -3.6085e+00 -4.9748e-01 -1.0657e+00 +3.8344e+00 -2.5587e+00 -1.6617e+00 +1.8202e+00 -8.7228e-01 -4.6812e+00 -6.5188e-01 -4.3528e+00 -2.3843e+00 +8.6374e-01 -1.1508e+00 -2.1891e+00 +2.6336e+00 +3.7142e+00 +4.6003e+00 -3.5079e+00
% function evaluation | noise-free fitness - Fopt (-1.283000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.017835715e+01 +1.017835715e+01 -2.651642851e+00 -2.651642851e+00 -2.8697e+00 +4.8627e+00 +1.3592e+00 +1.0850e+00 -1.3123e+00 -4.6292e+00 +2.9860e+00 -4.8845e+00 -3.5609e+00 +1.5912e+00 -4.1985e+00 -2.5396e+00 +1.6828e+00 -3.1549e+00 -3.3881e+00 +5.6019e-01 -4.7428e-01 -7.1884e-01 +4.4350e+00 -3.7084e+00
6 +4.782948247e+00 +4.782948247e+00 -8.047051753e+00 -8.047051753e+00 +2.6310e+00 +2.7709e+00 -4.2638e+00 -2.2764e+00 +1.5827e+00 -4.2548e+00 -3.3101e+00 +3.3511e+00 +3.8022e+00 -3.4608e+00 +5.8063e-01 -3.9795e+00 -2.0144e+00 +2.6557e+00 +2.9196e+00 -3.4763e-01 +1.0613e+00 +3.0913e-01 +3.6345e+00 +4.0846e+00
47 +2.763747941e+00 +2.763747941e+00 -1.006625206e+01 -1.006625206e+01 -4.7752e+00 -1.2540e+00 +1.8949e+00 -3.6906e+00 +3.7449e+00 -4.1562e-01 -4.1702e+00 +6.3072e-01 -7.5097e-01 -4.9634e+00 -1.5509e+00 +3.5325e+00 -2.5388e+00 -1.2067e+00 -3.4504e+00 +7.9267e-02 +3.1544e+00 -3.9324e+00 -4.1288e+00 +4.1231e+00
