% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +6.836003657e+03 +6.836003657e+03 +6.832293657e+03 +6.832293657e+03 -4.0639e-02 -5.6829e-01 -1.1807e+00 -1.4488e+00 -3.6214e+00 -3.2888e+00 +2.9549e+00 +3.8882e+00 -9.6336e-01 +1.6850e+00 +8.5971e-01 -4.6001e+00 +1.2863e+00 -4.5317e+00 +3.0532e+00 -2.9239e+00 +1.7305e+00 +1.0063e+00 -3.9186e-01 +3.2263e+00
3 +3.388558644e+03 +3.388558644e+03 +3.384848644e+03 +3.384848644e+03 +2.2979e+00 +3.9746e+00 +1.9753e-01 -3.1513e+00 +1.8801e+00 +5.2981e-01 +2.3033e+00 +1.5468e+00 +3.5074e+00 -1.2710e+00 -3.6449e+00 -1.4967e+00 +2.6067e+00 -2.7373e+00 +1.5344e+00 +2.9282e+00 -4.6927e+00 +2.9092e+00 +1.8891e+00 +2.1893e+00
5 +1.247732477e+03 +1.247732477e+03 +1.244022477e+03 +1.244022477e+03 +1.7764e+00 +3.9072e+00 +6.3824e-01 -2.3572e+00 -1.3181e+00 +2.9373e+00 -3.5290e+00 -1.2399e+00 -1.1636e+00 -1.0386e-01 +3.8798e-01 +1.5235e+00 -2.4301e+00 +2.4799e+00 -3.7911e+00 -3.4386e+00 -2.5212e+00 -2.7059e+00 +6.0916e-01 +7.5035e-01
41 +9.984070054e+02 +9.984070054e+02 +9.946970054e+02 +9.946970054e+02 -1.5141e+00 +2.5193e+00 +1.8607e+00 +4.6204e+00 +2.2024e+00 +2.0571e-01 -4.8785e+00 -3.3753e+00 -2.9690e+00 +3.9228e+00 -4.7283e+00 +1.4835e-01 +4.1427e-02 -3.6581e+00 -1.4186e+00 -2.6577e+00 -4.3944e-01 +3.1650e-01 +3.3754e+00 +8.2323e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.796392674e+03 +2.796392674e+03 +2.928572674e+03 +2.928572674e+03 +2.9609e+00 +1.6860e+00 -2.1572e+00 +2.0020e+00 -5.2871e-01 +1.1912e+00 +1.0287e+00 +2.2666e+00 -3.3536e+00 +3.7292e+00 -3.8960e+00 +1.4168e-01 +2.9747e+00 -8.3988e-01 +3.8145e+00 -4.6757e+00 -1.2244e-01 +3.4856e+00 -1.3599e+00 -3.0745e+00
6 +9.499541916e+02 +9.499541916e+02 +1.082134192e+03 +1.082134192e+03 +4.4037e+00 -3.1657e+00 -4.3067e+00 +4.1869e+00 +1.8574e-02 -8.0110e-01 +6.6092e-01 -7.6796e-01 -2.9226e+00 +3.7135e+00 -4.0564e+00 +3.0579e+00 +1.4609e+00 +2.5557e+00 +2.5831e+00 +8.7252e-01 -2.9411e+00 +2.4620e-01 +1.2550e+00 +2.1648e+00
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.340362605e+03 +5.340362605e+03 +4.755632605e+03 +4.755632605e+03 -4.1257e+00 +3.3851e+00 +3.9184e-01 +1.8263e+00 +3.0871e+00 -4.3548e+00 +3.0427e+00 +3.3782e+00 -4.7378e+00 -1.3995e+00 +2.5461e+00 -2.8173e+00 +1.8556e+00 -2.1413e+00 +4.4627e+00 +2.2311e-01 +5.2924e-01 -2.8942e+00 -9.2049e-01 +3.4516e+00
2 +2.990905670e+03 +2.990905670e+03 +2.406175670e+03 +2.406175670e+03 +4.3574e+00 +3.0036e+00 -4.8299e+00 +2.4508e+00 -1.0614e+00 -4.4311e+00 +1.8832e+00 +1.3219e+00 +2.7734e-01 -3.1075e+00 -1.4334e+00 -4.7911e+00 -5.2688e-01 -4.0960e-01 -2.3095e+00 +4.8721e+00 -4.5310e+00 +1.2637e+00 +1.9540e+00 +4.7173e+00
11 +1.565924430e+03 +1.565924430e+03 +9.811944301e+02 +9.811944301e+02 -3.6747e+00 +1.4406e+00 -1.9124e+00 -2.4257e+00 +8.0827e-01 -3.4965e+00 -6.2472e-01 +1.7451e+00 +3.8669e-01 -3.9179e-01 +1.8401e+00 -1.0763e+00 -3.5449e+00 -1.8111e+00 +2.6761e+00 -9.1244e-01 +2.9305e+00 +4.5978e+00 +4.2079e-01 +4.3471e+00
111 +9.840604501e+02 +9.840604501e+02 +3.993304501e+02 +3.993304501e+02 -1.7321e+00 -2.9263e+00 +2.8462e+00 +2.1238e+00 -7.4759e-03 +2.0564e+00 +3.9793e+00 +3.2620e+00 -3.4091e-01 +1.5883e+00 -3.1451e-01 -3.5304e+00 -1.9694e-01 +1.8685e+00 +1.7467e+00 -7.7672e-01 -1.5114e+00 +2.8633e+00 -3.3662e+00 -4.5930e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.469572813e+03 +1.469572813e+03 +1.433032813e+03 +1.433032813e+03 -1.9209e+00 -3.0854e+00 -4.9529e-01 +1.2133e+00 +2.4254e-01 -1.1128e+00 -2.5929e+00 +4.1294e+00 +3.2438e+00 +3.1047e+00 -1.0384e+00 -1.1165e+00 -6.9704e-01 +2.1847e+00 +1.8375e+00 +4.8223e-01 +8.3089e-01 -2.3096e+00 +5.4720e-01 +1.4967e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.526612641e+03 +1.526612641e+03 +2.526612641e+03 +2.526612641e+03 -4.1138e+00 -5.3962e-01 -3.6392e+00 +4.7063e+00 -4.5015e+00 +1.0670e+00 +3.9476e+00 -3.0169e+00 -9.0157e-01 -1.9548e-01 -3.5787e+00 +2.8118e+00 -4.9779e+00 -3.5459e+00 +1.2250e-01 -2.6878e-01 -5.5787e-01 +4.9769e+00 -3.9492e-01 -4.0270e+00
21 +9.125680104e+02 +9.125680104e+02 +1.912568010e+03 +1.912568010e+03 -1.2965e+00 +1.3451e+00 -1.8143e+00 +4.3370e-01 -1.2351e+00 +4.9871e+00 +3.1615e+00 +2.9140e+00 -3.7894e-01 -1.2578e+00 -2.6996e+00 -2.9277e+00 +2.5043e+00 +4.5465e+00 -2.4486e+00 -3.2580e-01 +2.1170e+00 -3.4492e+00 +9.7073e-01 -3.9579e+00
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.173952602e+03 +2.173952602e+03 +2.220562602e+03 +2.220562602e+03 -3.8856e+00 -2.7653e+00 -8.9356e-02 -3.6663e+00 -4.1780e-01 +4.9625e+00 +4.4992e+00 -1.9319e+00 -4.5849e+00 +4.0431e+00 -6.4178e-01 +3.1940e+00 -4.7000e-01 -2.2006e+00 -1.6541e+00 -7.9846e-01 -3.9864e+00 +3.3028e+00 +3.6835e+00 +3.5659e-01
14 +1.086062661e+03 +1.086062661e+03 +1.132672661e+03 +1.132672661e+03 -3.1787e+00 -3.2657e-01 +3.4105e+00 +1.3956e-01 -4.9302e+00 +3.3814e+00 -1.3504e+00 -8.2969e-01 -1.0016e+00 -2.6784e+00 -2.6703e+00 -2.4699e+00 -1.7805e+00 -3.5473e-01 +6.4895e-01 +1.5467e+00 +1.6925e-01 +2.1351e+00 +6.7276e-01 -1.9245e+00
101 +7.689700805e+02 +7.689700805e+02 +8.155800805e+02 +8.155800805e+02 +1.5646e+00 +2.6850e+00 -3.2845e-01 +1.3956e-01 -8.4185e-02 -1.8510e-02 -1.3504e+00 -8.2969e-01 -1.0016e+00 -2.3658e+00 -2.6703e+00 -2.4699e+00 -3.1434e+00 +3.4558e+00 +6.4895e-01 +1.5467e+00 -7.0197e-01 +2.1351e+00 +6.7276e-01 +1.1129e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.373166589e+03 +2.373166589e+03 +2.108856589e+03 +2.108856589e+03 +4.2124e+00 +1.3149e+00 -1.1076e+00 -3.1602e+00 -4.5575e+00 -1.7700e+00 -4.3344e+00 -2.2793e+00 -6.7409e-01 -4.0079e+00 +2.2955e+00 -2.2739e+00 -1.8779e-01 -3.9205e-01 -2.9782e+00 -3.9439e+00 -1.8057e+00 +3.0136e+00 -3.0462e+00 +8.5825e-01
4 +1.583479348e+03 +1.583479348e+03 +1.319169348e+03 +1.319169348e+03 +4.1872e+00 +3.7990e+00 -3.6394e+00 +1.7314e+00 -4.9836e+00 -4.1749e+00 +4.5370e+00 +3.4323e+00 -1.5743e+00 -2.6888e+00 +1.0417e+00 -2.5863e+00 +1.6292e+00 -1.1476e+00 +2.1726e+00 +1.9994e-01 -4.0047e+00 +4.8767e+00 +3.7908e-02 -4.3758e-02
33 +7.852305103e+02 +7.852305103e+02 +5.209205103e+02 +5.209205103e+02 -3.1534e+00 -1.7142e+00 +1.4012e+00 +3.6336e+00 +6.5295e-01 +2.1442e+00 -1.0274e+00 +4.6996e+00 +8.6498e-01 +1.0042e+00 -3.1318e+00 +3.0178e+00 -4.0999e-01 -1.1054e+00 -5.1210e-01 +3.4779e+00 -2.1095e+00 +3.6114e-01 +1.0683e+00 -4.3998e+00
% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.135430956e+04 +1.135430956e+04 +1.142703956e+04 +1.142703956e+04 +4.0187e-01 -4.5087e+00 -1.0179e-01 +3.7019e+00 +4.1848e-01 +2.6776e+00 -5.3674e-01 +1.7601e+00 +8.3703e-01 +4.4773e-01 -4.5959e+00 +1.5349e+00 +3.7326e+00 -2.1239e+00 +3.8448e+00 -2.2997e+00 +3.4315e+00 -1.4761e+00 -1.6874e+00 -1.4930e+00
2 +6.900749819e+03 +6.900749819e+03 +6.973479819e+03 +6.973479819e+03 +1.8876e+00 -1.6939e+00 -2.2289e+00 +1.5562e+00 +4.4454e+00 +1.9495e+00 -3.1239e+00 +4.5155e-01 +3.1274e+00 -4.5822e+00 +8.7294e-01 -1.0773e+00 -4.4470e+00 -4.4743e+00 +2.4356e+00 -4.5726e+00 -4.8505e+00 +1.7429e+00 -1.3926e+00 +3.1937e+00
3 +3.261841745e+03 +3.261841745e+03 +3.334571745e+03 +3.334571745e+03 -3.5795e+00 -2.0930e+00 -2.7932e+00 +1.6572e-01 +1.7509e+00 +1.4470e+00 -2.8629e-01 -1.5713e+00 +3.5353e+00 -2.1324e+00 +1.1717e+00 -3.5225e+00 -1.1571e+00 -2.8234e+00 -6.5766e-01 -1.1695e+00 +3.5983e+00 +1.1229e+00 +2.3361e+00 -3.1468e+00
7 +1.473275172e+03 +1.473275172e+03 +1.546005172e+03 +1.546005172e+03 -1.9355e+00 +4.1522e+00 -3.3256e+00 +4.6955e+00 -7.4647e-01 +1.0623e+00 -1.3196e+00 -2.1729e+00 -3.4911e+00 +3.6805e+00 +1.5279e+00 +2.5725e+00 -2.1329e+00 +1.0881e-01 -8.1792e-01 -2.1817e+00 -6.5934e-01 +2.7823e+00 +3.2909e+00 -1.1379e+00
% function evaluation | noise-free fitness - Fopt (1.368700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.094812713e+03 +8.094812713e+03 +8.231682713e+03 +8.231682713e+03 -3.1846e+00 +1.3340e+00 -3.6188e+00 -2.7360e+00 -3.7903e+00 -1.0917e-01 +1.2530e+00 +1.1427e-01 +8.4840e-01 +2.3562e+00 +4.5337e+00 -3.8950e+00 +1.6620e-01 +2.4938e+00 -3.0112e+00 +3.6582e+00 -1.4595e+00 +3.4280e+00 -4.6422e+00 -3.9498e+00
2 +4.806763476e+03 +4.806763476e+03 +4.943633476e+03 +4.943633476e+03 +3.9786e+00 -3.0784e+00 +4.0118e+00 +4.3190e+00 +4.6124e+00 +1.8062e+00 -3.5021e+00 +4.4204e+00 -1.5714e+00 +4.4040e+00 +8.3446e-01 +1.1935e+00 -3.8428e+00 -2.6303e+00 -1.8019e+00 +3.0656e+00 +2.6814e+00 +2.8193e+00 -3.7801e+00 -3.9041e+00
3 +1.069061473e+03 +1.069061473e+03 +1.205931473e+03 +1.205931473e+03 +3.8148e-01 +2.3510e+00 +2.4602e+00 +4.6946e+00 -3.5321e+00 -2.9990e+00 -1.0045e+00 -2.4356e-01 -1.7484e+00 +4.7199e+00 +4.9088e-01 +3.5099e+00 +2.7875e+00 -1.0539e+00 -5.0094e-01 -2.5045e+00 -6.3403e-01 -5.4691e-01 -1.1132e+00 -1.5215e+00
6 +9.125885753e+02 +9.125885753e+02 +1.049458575e+03 +1.049458575e+03 +2.9526e-01 +2.1093e+00 -1.9346e+00 +2.8302e+00 -3.3039e-01 -4.0005e+00 -2.7407e+00 -1.0009e+00 +8.2598e-01 +3.4680e+00 -3.7509e+00 -3.7974e+00 +1.8334e+00 +1.1792e+00 -3.2318e-01 +1.5215e-01 -8.4581e-02 -3.6788e-01 -1.3901e+00 -2.7607e+00
% function evaluation | noise-free fitness - Fopt (2.196000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.106671806e+03 +3.106671806e+03 +3.128631806e+03 +3.128631806e+03 +1.4337e+00 -2.4309e+00 +8.8516e-01 +4.4775e+00 -2.6027e+00 +4.1930e+00 +4.7101e+00 +5.3413e-01 +1.0705e+00 +4.5435e-01 +2.7214e+00 -5.7505e-01 -2.5716e+00 +4.8853e+00 +3.7354e+00 +4.6799e+00 -4.2310e+00 +4.8154e+00 -9.2137e-01 -2.6458e-01
5 +1.929655447e+03 +1.929655447e+03 +1.951615447e+03 +1.951615447e+03 +8.7435e-02 +2.1341e+00 +1.7980e+00 +4.9967e+00 +3.8742e+00 +2.6223e+00 -2.0483e+00 -3.6469e+00 +1.1425e+00 +8.0996e-01 +1.1893e+00 +3.8258e+00 -2.8777e+00 +9.8243e-01 +2.7948e+00 -3.9986e+00 -3.4692e+00 -6.0259e-01 -1.9141e+00 +4.2050e+00
7 +1.458470601e+03 +1.458470601e+03 +1.480430601e+03 +1.480430601e+03 +4.5821e-01 -3.0947e+00 +3.1989e+00 +2.2882e+00 +1.7413e+00 -2.8985e+00 +4.0808e+00 -2.6195e+00 -2.0897e+00 -4.9734e+00 +1.1800e+00 -3.4480e+00 -3.1720e+00 +3.3861e+00 +1.9961e+00 -2.7333e+00 +4.7678e-01 -1.7130e+00 -4.3891e+00 -3.6145e+00
12 +7.306719127e+02 +7.306719127e+02 +7.526319127e+02 +7.526319127e+02 +9.5939e-01 +3.3644e+00 -2.7448e+00 -3.2204e+00 -6.3557e-01 +3.1490e+00 -1.8923e+00 +1.0692e+00 +3.6041e-01 +1.2690e+00 +1.9055e+00 +2.7727e+00 +2.3494e+00 -4.7392e+00 +2.8919e+00 -3.0170e+00 +1.6194e+00 -2.4152e+00 -9.1862e-01 +1.3844e+00
% function evaluation | noise-free fitness - Fopt (-2.139000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.345277486e+03 +5.345277486e+03 +5.323887486e+03 +5.323887486e+03 +2.5926e+00 -3.6541e+00 +8.4551e-01 -5.1538e-01 +4.8637e+00 -3.4996e+00 +4.7941e+00 +4.9090e+00 +4.3514e+00 +8.1241e-01 -3.0125e+00 -4.8768e+00 +4.1129e+00 +9.0992e-01 -9.2960e-01 -7.7409e-01 -1.0577e+00 -1.9428e+00 -2.9210e+00 -3.1835e+00
4 +3.241811174e+03 +3.241811174e+03 +3.220421174e+03 +3.220421174e+03 -2.5014e+00 -4.7677e+00 +3.9315e+00 +3.3628e+00 +3.3757e+00 +7.0899e-01 +1.6716e+00 -2.2753e+00 -3.3615e+00 +3.8985e+00 -2.8652e+00 -3.7946e+00 -3.4253e+00 +1.0138e+00 -4.0157e+00 -6.5994e-02 -3.7319e+00 -1.5523e+00 -4.7477e+00 -1.5367e-01
7 +2.221767776e+03 +2.221767776e+03 +2.200377776e+03 +2.200377776e+03 +3.3398e+00 -4.4973e+00 +3.4926e+00 -3.7169e+00 -2.9392e+00 +3.1316e+00 -3.5697e+00 +1.0861e+00 +4.8644e+00 +1.2815e+00 -3.7387e-01 +1.9803e+00 +2.0818e+00 +2.8722e+00 +8.7271e-01 +4.2537e+00 -1.6580e+00 +2.9987e+00 +5.5841e-01 -4.3215e-01
8 +1.489691890e+03 +1.489691890e+03 +1.468301890e+03 +1.468301890e+03 -8.3380e-01 +2.2107e+00 +1.4037e+00 -1.7468e+00 -2.8312e+00 +1.0943e+00 +2.5962e+00 +2.6333e+00 -2.4392e+00 +2.5035e+00 -9.4509e-01 -1.9261e+00 +5.7345e-01 -1.2797e+00 -2.5409e+00 -1.3362e+00 +1.8544e+00 +4.7410e-01 -3.8489e+00 -2.7610e+00
18 +8.649109718e+02 +8.649109718e+02 +8.435209718e+02 +8.435209718e+02 -3.6911e+00 -1.3118e-01 -1.7955e+00 -1.6258e+00 -1.2128e+00 +3.3517e+00 -3.4785e+00 +7.7497e-01 -2.2639e+00 -2.1571e+00 -4.3848e+00 +2.9929e+00 +2.2834e+00 -2.8927e+00 +1.3730e+00 -2.5108e+00 -1.1939e+00 +1.6922e-01 +1.2801e+00 +4.9705e+00
% function evaluation | noise-free fitness - Fopt (5.176600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.014013406e+04 +1.014013406e+04 +1.065779406e+04 +1.065779406e+04 -3.6372e-01 -2.2929e+00 +3.9591e+00 +4.6210e+00 -3.7169e+00 -4.6392e+00 -1.4780e+00 +4.3696e+00 +4.2707e+00 -4.4835e+00 -5.1540e-01 -2.8144e+00 -3.2083e+00 -4.0590e+00 +4.2111e+00 +3.9971e+00 -1.0722e+00 +2.5212e+00 +1.1444e+00 +1.0137e+00
2 +1.306840030e+03 +1.306840030e+03 +1.824500030e+03 +1.824500030e+03 -1.0108e+00 +2.9592e+00 -4.7739e+00 -3.3857e+00 +4.8937e-01 -3.1806e+00 +2.5033e+00 -2.1526e+00 -3.1644e+00 +4.7409e+00 -3.3330e+00 +3.8889e-01 -1.0500e+00 -2.4140e+00 -3.5436e+00 -1.6524e+00 +2.8520e+00 +3.1617e+00 -2.6929e-01 -2.8142e+00
