% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +2.676725208e+07 +2.676725208e+07 +2.676678233e+07 +2.676678233e+07 +1.4990e+00 +4.2695e-01 +1.5124e+00 +2.3390e+00 -1.8454e+00 +1.6423e+00 -1.2723e+00 -2.6048e+00 -3.9359e+00 -4.7336e+00 -2.6887e+00 +4.7159e+00 -4.7478e-02 +2.6280e-01 -4.8550e+00 +9.5403e-01 -2.5225e+00 -1.3942e+00 +4.2539e+00 -2.8914e+00
3 +7.693881102e+06 +7.693881102e+06 +7.693411352e+06 +7.693411352e+06 -7.9909e-01 +2.4044e+00 +1.9238e+00 -1.0973e+00 -4.6098e+00 -3.7598e+00 +4.5263e+00 -3.4168e+00 -3.1021e+00 +7.9305e-01 +1.0038e+00 +1.6010e+00 -9.2008e-01 -1.8022e+00 +2.9765e+00 -1.7285e+00 -4.7898e+00 +2.5374e+00 +4.4157e+00 +1.6857e+00
83 +5.968963912e+06 +5.968963912e+06 +5.968494162e+06 +5.968494162e+06 -6.1037e-01 -2.3466e+00 +3.6357e+00 -3.4216e+00 -3.7067e+00 +1.9306e+00 +1.4103e+00 -2.3814e+00 +8.3517e-01 +2.2329e+00 +2.1290e+00 +5.3723e-01 +2.4801e+00 +9.2797e-01 -4.1472e+00 +3.6687e+00 +4.7503e+00 +4.4088e+00 +3.9239e+00 -8.7240e-01
112 +1.189677363e+06 +1.189677363e+06 +1.189207613e+06 +1.189207613e+06 -1.9876e+00 -1.9211e+00 +5.0503e+00 +2.3418e+00 -5.3399e-01 +3.6740e-01 +2.3476e+00 +4.8754e+00 +2.1975e+00 +3.7468e+00 -8.5659e-01 +4.0830e+00 -3.2988e-01 -2.8406e-02 -8.9009e-03 +1.4868e+00 +6.3135e-01 +4.5939e+00 +8.5669e-01 +2.6230e+00
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.259115130e+07 +2.259115130e+07 +2.259113850e+07 +2.259113850e+07 -3.4472e+00 -9.4871e-02 -2.8678e+00 -3.7608e-01 -3.9551e+00 -4.2333e+00 -3.6965e+00 -8.8462e-01 +3.1807e+00 +1.1919e+00 -2.2270e+00 -4.5026e+00 -5.3063e-01 +2.5539e+00 -1.0247e+00 +1.0202e+00 +4.8344e-01 +2.5747e+00 -9.2281e-01 -8.5825e-01
2 +9.724062487e+06 +9.724062487e+06 +9.724049687e+06 +9.724049687e+06 +3.6580e-01 -1.8250e+00 +2.7417e-01 -1.4397e+00 +4.1306e+00 -4.2229e+00 -1.3535e+00 +3.0934e+00 -1.9784e+00 -1.8906e+00 -3.8307e+00 -3.5132e+00 +7.0604e-01 -6.8790e-01 -1.3767e+00 -2.8453e-01 +3.9201e-01 +2.8315e-01 -5.2914e-01 -2.4402e+00
10 +5.498662875e+06 +5.498662875e+06 +5.498650075e+06 +5.498650075e+06 -3.2403e+00 -2.8208e+00 +4.6608e+00 -1.7686e+00 -3.1081e+00 +8.4359e-01 +3.8958e+00 +2.3623e+00 -4.8420e+00 +2.9414e-01 -2.5511e+00 +3.8119e+00 -2.8470e+00 -3.2096e+00 -6.1637e-01 -3.3282e+00 -4.7326e-01 -1.8519e+00 +3.3899e+00 -2.1283e+00
26 +1.824613641e+06 +1.824613641e+06 +1.824600841e+06 +1.824600841e+06 +2.2332e+00 +1.6280e+00 +2.0061e+00 +3.0611e+00 +1.5135e+00 -4.4574e+00 -3.3826e+00 -2.5520e+00 +3.2083e-02 +1.3493e+00 -1.7073e+00 -1.0543e+00 +4.1630e-01 -3.6607e-02 -6.8964e-01 +1.1754e+00 -1.8747e+00 +2.5226e+00 +8.8681e-01 -1.5500e+00
101 +1.458580294e+06 +1.458580294e+06 +1.458567494e+06 +1.458567494e+06 +2.2332e+00 +1.6280e+00 +6.3395e+00 +2.3528e+00 +1.5135e+00 -5.1339e+00 -3.3826e+00 -1.5104e+00 +1.5907e+00 +1.3493e+00 +5.0950e-01 -2.4414e+00 +4.1630e-01 -2.8970e+00 -6.2634e-01 +1.1754e+00 -1.8747e+00 +3.4669e+00 +8.8681e-01 -1.5500e+00
% function evaluation | noise-free fitness - Fopt (-3.856900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.675846322e+07 +2.675846322e+07 +2.675807753e+07 +2.675807753e+07 +2.9718e+00 +3.0007e+00 +3.3338e+00 -2.2589e+00 -3.6798e+00 +4.4712e+00 -6.7390e-01 +2.6495e+00 +2.8200e+00 -2.5756e+00 +2.4059e+00 -8.5991e-01 +3.3853e+00 +8.1127e-01 -3.7832e+00 -5.5474e-01 -3.2357e+00 -2.7072e+00 -3.0514e+00 -4.0247e+00
2 +8.315344782e+06 +8.315344782e+06 +8.314959092e+06 +8.314959092e+06 -7.5468e-01 -4.4475e+00 +1.6643e+00 -5.7791e-01 +6.9241e-01 -1.2106e+00 -2.5439e+00 +1.6143e+00 -3.1030e+00 -3.5638e+00 +5.8657e-01 +4.5117e+00 +9.3245e-01 +1.6901e+00 +4.1565e+00 +4.0251e+00 -2.3173e+00 +7.1780e-01 +3.8160e+00 -4.5994e+00
7 +5.269580422e+06 +5.269580422e+06 +5.269194732e+06 +5.269194732e+06 +4.3939e+00 -3.8628e+00 +4.7449e+00 -4.0322e+00 -3.6293e+00 +2.6962e+00 -2.2131e-01 +4.4377e+00 -1.7010e+00 +3.4352e+00 +4.1685e-01 -3.3976e+00 +2.2246e+00 -3.6451e+00 +4.1720e+00 +3.9523e+00 -2.5308e-01 -4.0561e+00 -1.7417e+00 -2.8398e+00
79 +2.439503096e+06 +2.439503096e+06 +2.439117406e+06 +2.439117406e+06 -4.7171e+00 -1.7434e-01 +4.7233e+00 -1.8231e+00 +3.7038e+00 +1.5372e+00 -4.4468e+00 -2.5834e-01 -4.5649e+00 +1.0219e+00 +4.7109e+00 +1.1781e+00 +3.0022e+00 +1.2627e+00 -3.3395e+00 -3.3500e+00 +2.1545e+00 -2.1766e+00 -1.2059e+00 -2.0338e+00
% function evaluation | noise-free fitness - Fopt (4.000000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.158866070e+07 +1.158866070e+07 +1.158870070e+07 +1.158870070e+07 -4.9577e+00 -5.0296e-01 -6.2172e-01 +4.5269e+00 -9.9559e-02 +1.7690e+00 +2.6754e+00 -2.4944e+00 -1.0972e+00 +3.0171e+00 +3.8987e-01 -3.1399e+00 -3.5239e+00 +1.9892e-01 +1.2966e+00 +8.9152e-01 +3.8653e+00 -5.0822e-01 +9.8729e-01 -4.9930e+00
3 +8.228830841e+06 +8.228830841e+06 +8.228870841e+06 +8.228870841e+06 +4.7713e+00 -4.2329e+00 +1.5249e+00 +1.8689e+00 +6.5488e-01 +1.3627e+00 +1.3309e-01 -4.2906e+00 -3.5953e+00 +2.2971e+00 -4.7821e+00 +2.2777e+00 -3.4585e+00 +3.4997e-01 -2.3022e+00 -3.0921e+00 +1.9260e+00 -2.0465e+00 -2.5565e+00 -3.7503e+00
4 +4.972610127e+06 +4.972610127e+06 +4.972650127e+06 +4.972650127e+06 +1.1731e+00 +3.8065e+00 -6.3637e-01 -2.9877e+00 -2.5174e+00 -2.4372e+00 +3.2888e+00 -2.1159e+00 +2.2931e+00 -1.4229e+00 -9.8942e-01 +1.9894e+00 +2.9495e+00 -4.1371e+00 -3.1889e+00 -4.4321e+00 -2.2943e+00 -3.2755e+00 -2.4985e+00 -2.3823e+00
15 +2.035768978e+06 +2.035768978e+06 +2.035808978e+06 +2.035808978e+06 +1.8672e+00 +4.7197e-01 +3.7608e+00 +4.7489e+00 +4.1592e+00 +8.1273e-01 -7.1222e-01 +4.0272e+00 +1.2371e+00 -2.6682e-01 -4.4411e+00 -1.9513e+00 -4.0168e-01 -2.1286e+00 +1.5250e-02 -3.1675e+00 -3.7205e+00 -3.6279e+00 +2.5591e+00 -2.3338e+00
22 +1.538278320e+06 +1.538278320e+06 +1.538318320e+06 +1.538318320e+06 +4.5504e+00 -3.0038e+00 -4.6369e+00 +3.2508e-01 +2.9341e+00 +4.0619e+00 -3.8514e+00 +1.5175e+00 -2.7855e+00 -3.3227e+00 +2.7842e+00 -9.6629e-03 -7.7779e-01 -1.2305e+00 +1.8013e-01 -4.7304e+00 +4.3644e+00 +4.6529e+00 -4.2656e+00 +2.6165e+00
% function evaluation | noise-free fitness - Fopt (1.142600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.018467496e+07 +3.018467496e+07 +3.018478922e+07 +3.018478922e+07 -4.3912e+00 -1.0265e+00 +4.0050e+00 -3.6677e+00 +2.1024e+00 +4.8369e-01 +3.0699e+00 -2.8773e+00 +4.6019e+00 -1.0965e+00 +3.0632e+00 -2.6285e-01 +3.4084e+00 -5.4054e-01 -4.6884e+00 -3.7668e-01 +2.0440e+00 +2.1724e+00 +1.8565e+00 -2.3970e+00
2 +9.909865178e+06 +9.909865178e+06 +9.909979438e+06 +9.909979438e+06 -2.1707e+00 +3.4298e+00 +4.2964e+00 +2.5051e+00 -4.3860e+00 +4.1427e+00 +1.8430e+00 -9.2012e-01 -3.1108e-01 +4.5550e+00 +1.1029e+00 -6.4442e-01 -1.7596e-01 +1.4387e+00 -1.3695e+00 -2.6435e+00 +1.7998e+00 +1.4110e+00 -1.4445e+00 +3.0072e+00
15 +4.054521865e+06 +4.054521865e+06 +4.054636125e+06 +4.054636125e+06 +4.1033e-01 -3.1872e+00 +3.6584e+00 +3.3590e-01 +2.7141e+00 +4.5039e+00 +1.4313e+00 +2.2108e+00 +2.1379e-01 +2.0184e+00 +4.6165e+00 -3.4821e+00 +9.0138e-01 -2.9011e+00 -1.1264e+00 -1.7545e+00 +2.7799e+00 -4.9436e+00 +3.2396e+00 -3.2776e+00
20 +2.821329418e+06 +2.821329418e+06 +2.821443678e+06 +2.821443678e+06 -1.1169e+00 +4.5605e+00 +3.4547e+00 -3.2025e+00 -3.4793e-01 -3.2544e+00 +1.1103e+00 -2.6820e+00 -4.8533e+00 -9.4598e-02 -1.0656e-01 -5.0799e-01 -1.2210e+00 -3.9434e+00 -1.3933e+00 +4.2248e+00 +3.3003e+00 +1.0199e+00 +4.7612e+00 -4.6625e+00
28 +1.727629292e+06 +1.727629292e+06 +1.727743552e+06 +1.727743552e+06 -4.5891e+00 -1.5188e+00 -3.9865e+00 +3.1249e+00 +1.5772e+00 -2.7890e+00 +2.0763e-01 +3.8357e+00 -4.9836e+00 +4.7959e+00 +3.4251e+00 +9.9720e-01 +4.3445e+00 -3.3621e+00 +8.5714e-01 -1.6954e+00 -3.9964e+00 +3.6659e+00 -2.5616e+00 -9.9912e-01
39 +1.584554220e+06 +1.584554220e+06 +1.584668480e+06 +1.584668480e+06 -1.7535e+00 -3.2629e+00 -2.8594e+00 -1.9413e+00 -1.3514e+00 -5.4366e-01 +3.4006e+00 +2.9548e-01 -3.6303e-01 +2.4020e+00 -1.6874e+00 +9.8651e-01 -2.2689e+00 +4.3866e-01 +4.9764e+00 +3.6268e+00 +2.7695e+00 -1.5698e+00 -1.8131e+00 +4.1936e+00
161 +9.118802169e+05 +9.118802169e+05 +9.119944769e+05 +9.119944769e+05 -1.3832e+00 -4.4038e+00 -2.9271e+00 +5.8930e-01 +5.8210e-01 -6.3003e-01 +4.4098e-01 +3.2234e+00 -9.0039e-01 +3.8765e+00 -7.8936e-01 -8.3954e-01 +3.9252e-01 -2.5310e+00 +5.2318e+00 -1.8546e-02 +1.3037e+00 -3.1937e+00 -1.9267e+00 +2.5292e+00
% function evaluation | noise-free fitness - Fopt (1.393000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.537826599e+07 +2.537826599e+07 +2.537827992e+07 +2.537827992e+07 +1.6531e+00 +3.5573e-02 +3.3498e+00 -3.9437e+00 +3.5071e+00 +3.0244e+00 +2.1756e+00 +2.6860e+00 +4.7480e+00 +9.5953e-01 +4.4251e+00 +6.9439e-01 +4.9958e+00 -7.9204e-01 +3.5445e+00 +2.1434e+00 -4.2453e-01 +4.5730e+00 +2.9580e+00 +2.1277e+00
2 +1.310001378e+07 +1.310001378e+07 +1.310002771e+07 +1.310002771e+07 -2.0769e+00 -4.5376e+00 -4.2276e+00 +2.4757e+00 -1.4042e+00 -2.6377e+00 +5.7655e-01 +4.4079e+00 +4.9687e+00 +1.3436e+00 +3.1594e+00 -2.6359e+00 +3.1047e+00 -2.2043e+00 -4.3311e+00 -7.7124e-01 -2.3732e+00 -2.2101e+00 -3.1526e+00 -5.9130e-01
16 +5.144178760e+06 +5.144178760e+06 +5.144192690e+06 +5.144192690e+06 +3.5841e+00 +2.1534e+00 -1.0731e+00 +4.5698e+00 +3.6262e+00 -2.2192e+00 +2.1386e+00 -2.0128e+00 -1.9008e+00 +1.9315e+00 -3.6355e+00 -1.0829e+00 -4.3149e+00 -1.7960e-01 +4.9960e+00 -1.8337e+00 -2.7495e+00 +4.2039e+00 +1.9378e+00 -3.3573e+00
85 +3.056390998e+06 +3.056390998e+06 +3.056404928e+06 +3.056404928e+06 -6.4922e-01 -9.9394e-01 +4.8302e+00 -3.4858e+00 -4.6980e+00 -4.1880e+00 +1.1826e+00 -1.7079e+00 -4.4172e-01 -3.6484e+00 +4.3021e+00 +3.3052e+00 +1.6966e+00 -9.0300e-01 +1.7950e+00 +4.5181e+00 -3.5706e+00 -4.5058e-01 +1.4812e-02 -1.5446e+00
185 +2.241511589e+06 +2.241511589e+06 +2.241525519e+06 +2.241525519e+06 +4.6988e+00 +1.6780e+00 +4.9916e+00 -4.0804e+00 -7.2653e+00 -2.9066e+00 +1.2048e+00 -1.7627e+00 +7.4184e-01 -1.9438e+00 +1.0217e+00 +6.2577e-02 +4.8112e+00 -6.0705e-02 -3.8961e+00 +3.6437e+00 -4.6348e+00 -3.4979e+00 -2.5739e+00 -1.9095e+00
% function evaluation | noise-free fitness - Fopt (-3.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.275538584e+07 +2.275538584e+07 +2.275535409e+07 +2.275535409e+07 -1.6968e+00 +4.3585e+00 -3.6545e+00 +3.3283e+00 +1.3072e+00 -2.2774e+00 +3.5958e+00 -1.4121e+00 +1.5293e+00 +3.2465e+00 +3.8715e+00 +1.6694e+00 -3.2476e+00 -2.9711e+00 +3.5743e+00 -4.1085e+00 +1.4028e+00 +9.8641e-01 -1.2484e+00 +4.9097e+00
8 +1.319742509e+07 +1.319742509e+07 +1.319739334e+07 +1.319739334e+07 +4.9514e+00 -1.1155e-01 +4.9646e+00 +2.9145e+00 -1.7707e+00 -1.1664e+00 +1.0075e+00 -3.2709e+00 +6.3627e-01 +1.0462e+00 +2.0678e+00 +4.5739e+00 +4.4847e+00 +9.0998e-01 +2.0240e+00 -3.8224e+00 +2.9281e+00 -1.7986e+00 -3.3646e+00 -1.5836e+00
10 +9.711657515e+06 +9.711657515e+06 +9.711625765e+06 +9.711625765e+06 +1.6187e+00 +1.5459e+00 -1.1607e+00 -4.0759e+00 +6.5514e-01 +4.7937e+00 -4.7435e+00 +1.0041e+00 +1.0113e+00 -8.5385e-01 +2.6919e+00 +7.6132e-01 -2.8769e+00 -3.4697e+00 +1.5297e+00 +4.5218e+00 +2.9945e+00 -2.5463e+00 -4.0769e+00 +2.6923e+00
14 +3.196847494e+06 +3.196847494e+06 +3.196815744e+06 +3.196815744e+06 +6.2705e-01 -2.2671e+00 +4.1464e+00 +8.8767e-01 +4.5390e-01 -5.3529e-01 -2.3678e+00 +3.2307e+00 +5.4979e-01 -1.4369e+00 +1.7585e+00 +2.4721e+00 -3.2197e+00 -3.6001e+00 +3.7636e+00 +3.5826e+00 +3.0495e+00 +2.9636e+00 -2.2378e+00 -1.0799e-01
82 +1.681794049e+06 +1.681794049e+06 +1.681762299e+06 +1.681762299e+06 +1.0459e+00 +3.9321e+00 +3.8148e+00 +1.9802e+00 +2.0381e+00 -1.6431e+00 +2.8354e+00 +4.9653e-01 +2.5492e+00 -1.1478e+00 -1.8832e+00 +3.8171e+00 +2.3077e-01 -4.2830e+00 -3.3080e+00 +3.1435e+00 -1.6220e+00 -3.1382e+00 +3.6271e+00 -2.3257e+00
103 +1.454528220e+06 +1.454528220e+06 +1.454496470e+06 +1.454496470e+06 +3.5979e+00 +4.2674e+00 +2.7835e+00 +1.7760e+00 -2.9051e+00 -4.6381e+00 +3.7179e+00 -5.8980e-01 -3.7416e+00 -1.1162e+00 +2.9389e+00 -5.9435e-01 -1.2672e+00 -5.2835e+00 -3.8958e+00 -5.2796e-01 +2.6881e+00 -1.4867e+00 +1.3371e+00 +2.4175e+00
% function evaluation | noise-free fitness - Fopt (5.432000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.354660405e+06 +5.354660405e+06 +5.354714725e+06 +5.354714725e+06 +2.5302e+00 +3.7708e+00 +1.7005e+00 -3.4950e+00 +5.2395e-01 +1.8454e+00 +3.3377e+00 -1.4814e+00 -3.7790e-01 +2.5037e+00 -1.3360e+00 -4.7060e+00 -1.5491e+00 +4.9607e-01 -2.0735e+00 -4.3268e-01 -2.4163e+00 -4.0186e+00 +3.4762e+00 -2.0108e+00
2 +2.640892435e+06 +2.640892435e+06 +2.640946755e+06 +2.640946755e+06 -1.5266e+00 +1.2010e+00 -3.0761e+00 +4.5150e-01 +2.9847e+00 -4.0530e+00 +1.5290e-01 -2.0478e+00 +2.1396e+00 -2.4277e+00 -1.1362e+00 +3.2793e+00 +1.8784e+00 -2.1256e+00 +2.8170e+00 -7.1545e-01 +1.3632e+00 +3.6448e+00 +3.7948e+00 -4.2464e+00
58 +1.747532195e+06 +1.747532195e+06 +1.747586515e+06 +1.747586515e+06 +1.1659e+00 +4.6757e+00 -3.1547e+00 +1.1435e+00 +3.2883e+00 -1.1023e-01 +1.1224e+00 -1.5293e+00 -2.5405e+00 +9.6812e-01 +1.2999e-01 -2.1137e+00 -1.7977e+00 +4.3447e+00 -2.1218e+00 +1.6388e+00 +1.9119e+00 +1.9791e-01 +3.1506e+00 +1.4728e+00
79 +1.296577257e+06 +1.296577257e+06 +1.296631577e+06 +1.296631577e+06 +1.8486e+00 +5.0725e-01 +3.1849e+00 +1.0601e+00 -1.7754e+00 +4.2566e+00 -3.4479e+00 -2.8007e-01 -4.4397e+00 -3.5113e+00 -2.4042e+00 +2.3225e+00 +1.5691e+00 -2.7295e+00 -4.2678e+00 -2.4560e+00 -4.1869e+00 +1.6089e+00 +5.9058e-01 +1.6698e+00
98 +9.319785793e+05 +9.319785793e+05 +9.320328993e+05 +9.320328993e+05 +3.7716e-01 +2.3719e+00 -2.6259e+00 -1.4664e+00 -3.1678e+00 +3.1731e-01 -1.5724e-01 -4.0424e+00 -2.3958e+00 -4.9711e+00 -1.4784e-01 +3.8426e+00 -2.6624e+00 -2.8679e+00 -3.1827e+00 +3.2600e-01 +2.6286e+00 -4.7623e+00 +3.0566e+00 -3.6142e+00
% function evaluation | noise-free fitness - Fopt (4.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.183972136e+07 +8.183972136e+07 +8.183976188e+07 +8.183976188e+07 -9.9825e-01 +3.9962e+00 +3.8694e+00 -4.6752e+00 -4.3079e+00 +5.6883e-01 -7.0291e-01 +1.4693e+00 +2.6699e+00 -4.9071e+00 -3.5311e+00 -1.1943e+00 -1.6370e+00 +4.2260e+00 -3.0897e+00 +2.7264e+00 -3.1076e+00 -1.8353e+00 +3.9005e+00 -4.0887e+00
2 +7.967917955e+06 +7.967917955e+06 +7.967958475e+06 +7.967958475e+06 -1.0270e+00 +3.5063e+00 +3.9553e+00 -3.3229e+00 +1.5611e-01 -3.3652e+00 -4.1497e-01 -4.8030e+00 -1.4071e+00 +1.2256e+00 +2.3071e+00 +2.2351e+00 +2.3162e-03 -1.0698e+00 +4.7661e-01 -1.1435e+00 +2.5680e+00 -4.0909e+00 -3.8408e+00 +2.3158e+00
