% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
48 +3.857848362e+01 +3.857848362e+01 +1.158884836e+02 +1.158884836e+02 +1.0615e+00 +2.5345e+00 -2.4604e+00 -3.1338e+00 +2.0135e-01 -1.7293e+00 +4.6112e-01 -3.6176e+00 +2.5260e+00 +1.3916e+00 +2.6214e-01 +3.0442e+00 -8.1528e-01 +3.2280e+00 +4.3644e+00 -9.7734e-01 +2.7353e+00 -1.7852e+00 +3.5072e+00 +2.6952e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.049234312e+02 +2.049234312e+02 +2.448434312e+02 +2.448434312e+02 -2.2872e+00 -2.7314e+00 +4.9846e+00 +7.1804e-01 +1.3719e+00 -3.8226e+00 +4.1169e+00 -3.3230e+00 -2.0149e+00 -3.7818e+00 +1.2499e+00 -1.1694e+00 -4.3056e+00 +2.6463e-01 -3.7326e+00 +4.0100e+00 +2.0285e-01 +3.7253e-01 +4.5291e+00 +2.8562e-02
4 +1.360981085e+02 +1.360981085e+02 +1.760181085e+02 +1.760181085e+02 -1.6433e+00 -4.7473e+00 +3.5327e+00 -1.3447e-01 +1.8877e+00 +2.6197e+00 +3.5353e+00 +2.7554e+00 -4.9649e+00 +2.6328e+00 -6.1888e-01 -2.4857e+00 +2.4276e+00 +3.0883e+00 -4.1193e+00 -1.8438e+00 +2.5820e+00 -4.3711e+00 +4.0816e+00 -3.5551e+00
5 +5.214802327e+01 +5.214802327e+01 +9.206802327e+01 +9.206802327e+01 +4.0516e+00 +3.9527e+00 +4.9047e+00 -3.3539e+00 +3.7067e+00 -4.8060e+00 -1.5566e+00 -4.7142e+00 +3.7762e+00 -2.1562e-01 -1.6868e+00 -3.5939e+00 -1.4951e+00 +4.9666e+00 +1.3152e-01 -3.1023e+00 +2.1405e+00 +3.2741e-01 -2.7943e+00 -5.4305e-01
25 +2.546537168e+01 +2.546537168e+01 +6.538537168e+01 +6.538537168e+01 +4.6791e+00 -8.7903e-01 +3.7430e+00 -3.2304e+00 -3.4883e+00 +4.5075e+00 +1.5251e-01 -3.5367e+00 +1.4807e+00 +4.3125e+00 +4.1224e+00 +3.8740e-01 -2.2588e+00 +3.1835e+00 -1.6598e+00 +9.5048e-01 -3.4599e+00 +3.7062e-01 +1.5689e+00 +1.7696e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.784428603e+01 +5.784428603e+01 +1.234286034e+00 +1.234286034e+00 -4.6342e+00 -2.1081e-01 +3.1294e+00 +1.4759e+00 +2.3375e-01 +1.3248e+00 -6.2991e-01 +3.8002e+00 -6.9847e-01 +2.3035e+00 -4.1089e+00 -4.3475e+00 +5.6560e-01 -3.4096e+00 +3.8474e+00 +8.7953e-01 -3.1769e+00 +2.5760e+00 -4.5970e+00 +6.5959e-01
87 +3.046013721e+01 +3.046013721e+01 -2.614986279e+01 -2.614986279e+01 -1.6885e+00 -6.3156e-01 +2.4269e+00 -2.6087e+00 +1.1215e+00 +8.4051e-01 +2.4882e+00 -2.7835e+00 +2.3629e-01 +3.0227e+00 +1.6098e+00 -2.8448e+00 +1.8721e+00 +2.7866e+00 +9.0208e-01 +4.5134e+00 +2.5543e+00 +1.7450e+00 -1.1880e+00 -1.2466e+00
% function evaluation | noise-free fitness - Fopt (5.134000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.638011585e+02 +4.638011585e+02 +5.151411585e+02 +5.151411585e+02 +3.4615e+00 -3.5389e+00 +3.1245e+00 -4.9218e+00 -1.2306e+00 +1.4451e+00 +3.1862e+00 -4.9229e+00 +1.8402e+00 +2.2615e+00 +1.6717e-01 -4.4340e+00 -2.3056e+00 +3.5145e+00 +4.4990e+00 +2.3050e+00 +3.9690e+00 -6.9124e-01 +2.0679e+00 +1.8979e+00
2 +1.971293293e+02 +1.971293293e+02 +2.484693293e+02 +2.484693293e+02 +3.0546e-01 +1.9654e+00 -1.3022e-01 +3.2313e-02 -2.7836e+00 +2.4108e+00 -1.7332e+00 -1.2987e+00 +1.5438e+00 +2.4348e+00 +1.0632e+00 +5.6919e-02 +2.5355e+00 -1.0920e+00 -1.8145e+00 -3.0770e+00 -2.7756e+00 +4.1403e+00 -2.5484e+00 +3.1767e+00
3 +1.483259297e+02 +1.483259297e+02 +1.996659297e+02 +1.996659297e+02 +2.7149e+00 -3.0149e+00 +2.9215e+00 +3.1354e+00 +4.1887e+00 +1.7171e+00 -1.2150e+00 -2.7489e-01 -1.4582e+00 +3.3194e+00 +1.7060e+00 +2.4692e+00 -4.8459e+00 +1.9718e+00 -1.0989e+00 -3.1309e+00 +1.1142e+00 +2.5915e+00 +3.4562e+00 +1.7288e+00
8 +9.322832105e+01 +9.322832105e+01 +1.445683211e+02 +1.445683211e+02 +1.5283e+00 +4.4396e+00 -3.4771e+00 +1.2801e+00 -1.7071e+00 +1.3316e+00 -7.6912e-01 -3.0861e-01 -1.1583e+00 -3.9337e+00 -1.6855e+00 +3.6319e+00 +2.8847e-01 +2.9918e+00 -1.3681e+00 -1.6417e+00 +3.2107e-01 +1.1339e+00 +5.7970e-01 -1.7667e+00
18 +4.387493887e+01 +4.387493887e+01 +9.521493887e+01 +9.521493887e+01 +2.7478e+00 -2.0026e+00 -2.9699e+00 +2.4165e+00 -2.6000e+00 +2.7976e+00 -2.8113e+00 +2.9073e+00 -2.9226e+00 +4.2445e+00 -3.7215e-01 +4.4251e+00 -4.7574e+00 -4.0367e+00 +2.3808e+00 +1.1949e+00 -4.7529e+00 +5.7395e-01 -4.7868e+00 +1.9586e+00
% function evaluation | noise-free fitness - Fopt (-1.244000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.706898933e+02 +1.706898933e+02 +4.628989334e+01 +4.628989334e+01 -2.9742e+00 +2.9548e+00 -1.3060e+00 -2.9966e+00 +3.1663e+00 -1.3189e-01 -8.6119e-01 +3.1809e+00 +4.7777e+00 +3.8388e+00 -2.2353e+00 -4.3280e+00 -4.0927e+00 -4.0525e+00 -2.7523e+00 -4.2712e+00 +4.8550e+00 +2.1809e+00 +2.0846e+00 +1.3099e-01
4 +1.527639932e+02 +1.527639932e+02 +2.836399321e+01 +2.836399321e+01 +3.4390e+00 -2.4386e+00 +3.1603e+00 -1.9352e+00 -2.8182e+00 +5.5891e-01 -4.0458e-02 -4.9531e+00 +7.0103e-01 -3.1599e+00 -3.7755e+00 -4.1579e+00 -2.1306e+00 +1.8074e+00 -3.9336e+00 -1.2577e+00 -7.8425e-02 +3.4974e+00 +4.9035e+00 +2.2320e+00
7 +9.832117745e+01 +9.832117745e+01 -2.607882255e+01 -2.607882255e+01 -1.5549e+00 -3.0729e+00 -7.5529e-01 +2.0106e+00 -1.4166e-02 +7.9557e-02 +4.3743e+00 +7.4092e-01 +1.5136e+00 -4.7620e+00 +1.6544e+00 +2.8271e-02 -8.3010e-01 -8.7916e-01 -7.7829e-01 +2.0738e+00 -2.4239e+00 -3.0051e+00 -3.1088e+00 +1.3898e+00
16 +5.864351980e+01 +5.864351980e+01 -6.575648020e+01 -6.575648020e+01 +3.6265e+00 -3.2864e-01 +1.4614e+00 +2.1892e+00 +4.5902e-01 -9.4516e-01 +4.8614e+00 +1.1938e+00 -4.6389e+00 +4.3133e-01 -3.4825e+00 +1.5220e+00 -4.0454e-01 -1.2623e-01 -1.8859e+00 +9.2869e-01 -6.8042e-01 -1.4530e+00 +8.7230e-01 -1.7497e+00
% function evaluation | noise-free fitness - Fopt (6.000000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.378093418e+02 +2.378093418e+02 +2.384093418e+02 +2.384093418e+02 -1.6769e+00 +7.3001e-01 +1.0456e+00 -8.9235e-01 -1.5595e+00 +1.3862e+00 -3.8420e+00 +1.3651e+00 -8.3512e-01 -2.4289e+00 -4.8876e+00 +3.5238e-01 -4.5315e+00 +3.8675e-01 +3.6618e+00 -3.4185e+00 +1.0801e+00 -3.9710e+00 -3.1023e+00 +8.1302e-01
4 +1.396205097e+02 +1.396205097e+02 +1.402205097e+02 +1.402205097e+02 +7.2638e-01 -2.4129e+00 -1.5457e+00 +3.6170e+00 -3.8441e+00 +1.2917e-01 -1.6089e+00 +1.5132e-01 -2.2154e+00 +1.1414e+00 +2.1790e+00 +4.1783e+00 +4.5177e+00 +1.1781e+00 -2.0221e+00 -2.5338e+00 -8.0235e-01 -2.8107e+00 +2.7664e+00 -1.7533e+00
7 +9.505481709e+01 +9.505481709e+01 +9.565481709e+01 +9.565481709e+01 -3.9683e+00 +4.1377e+00 +2.0709e+00 +3.9937e-01 +1.5758e-01 -3.6419e+00 +4.8755e+00 +1.5748e+00 +1.1038e-02 +3.0552e+00 +8.1436e-01 +5.0493e-01 +8.6459e-01 +3.6035e+00 -8.1541e-01 +4.5510e+00 +3.3591e+00 +1.4040e+00 +6.3053e-01 -4.0921e+00
17 +5.475029114e+01 +5.475029114e+01 +5.535029114e+01 +5.535029114e+01 +2.6624e+00 +8.9575e-01 +5.0899e-01 -1.9513e+00 -4.3877e+00 +9.3975e-01 -3.6249e+00 -6.0680e-01 +2.5487e+00 -2.0523e+00 -1.5939e-01 +5.6402e-01 +2.1798e+00 -3.3884e+00 +3.6821e+00 +4.8304e+00 -3.5346e+00 -1.0497e+00 +4.5885e+00 +3.2847e+00
% function evaluation | noise-free fitness - Fopt (-4.071000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.636074123e+02 +1.636074123e+02 +1.228974123e+02 +1.228974123e+02 +4.9510e+00 -4.9290e+00 +4.6158e+00 +2.4272e+00 -2.3323e+00 +3.0664e+00 +3.7008e+00 -3.7110e+00 +3.6778e+00 +3.7861e+00 -8.4769e-02 -3.3029e+00 -4.9056e+00 -1.2117e+00 -2.4090e+00 -2.9402e+00 -4.4929e+00 -3.3210e+00 +1.6267e+00 +5.5853e-01
3 +8.570687039e+01 +8.570687039e+01 +4.499687039e+01 +4.499687039e+01 +1.3855e+00 -3.8369e+00 -4.8113e+00 +1.6080e+00 -3.3989e+00 +1.8639e+00 +1.5583e+00 -2.7007e+00 +3.7193e+00 -1.9015e+00 +1.8188e+00 -4.3764e+00 +3.0635e+00 -4.7206e+00 +6.1278e-01 +3.2856e+00 +3.5242e+00 -7.7765e-01 -4.1940e-01 +3.3711e+00
4 +2.184593238e+01 +2.184593238e+01 -1.886406762e+01 -1.886406762e+01 -9.0578e-01 -1.3761e+00 +2.7928e+00 +1.5320e+00 -3.6876e+00 -2.8601e+00 -2.5709e-01 -4.1744e+00 +6.2715e-01 -1.6641e+00 +3.6403e+00 +2.2319e+00 +1.1148e+00 +1.8213e+00 -2.0766e+00 +2.5262e+00 +1.2043e+00 -2.3465e+00 -3.4421e+00 -3.6072e-01
% function evaluation | noise-free fitness - Fopt (8.143200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.092029645e+02 +1.092029645e+02 +9.235229645e+02 +9.235229645e+02 -4.3324e+00 -6.7609e-01 -2.5171e-01 -6.5828e-01 -6.2543e-02 -4.0756e-01 -1.6173e+00 -1.8658e+00 -3.3273e+00 -9.8281e-01 -8.8394e-01 +2.1661e+00 -4.6112e+00 -4.8469e+00 +2.6488e+00 +1.9574e-01 +1.8817e+00 -2.9776e+00 +3.7559e+00 -3.1133e+00
2 +9.229164829e+01 +9.229164829e+01 +9.066116483e+02 +9.066116483e+02 +1.3707e-01 +1.4462e+00 -1.6999e+00 +4.2858e+00 +1.3992e+00 -1.0703e+00 -4.3094e+00 +2.5139e-01 -2.8629e+00 +2.6871e+00 -5.2377e-01 +1.7233e-01 +3.4587e-01 -3.9168e+00 -3.9291e+00 -1.8063e+00 -3.2241e+00 -4.8594e+00 -1.6528e+00 +1.7434e+00
9 +4.802249897e+01 +4.802249897e+01 +8.623424990e+02 +8.623424990e+02 -2.2980e-01 -1.9279e+00 -1.8034e-01 +5.8140e-01 -4.5370e+00 +3.3682e+00 -4.1753e-01 -2.7662e+00 -3.3087e+00 -8.9648e-01 -3.9291e+00 +4.5597e+00 +3.8217e+00 +2.9075e+00 +4.8819e+00 +2.0210e+00 +4.9164e+00 +2.3540e-01 -1.4859e+00 -4.9632e+00
62 +3.542054118e+01 +3.542054118e+01 +8.497405412e+02 +8.497405412e+02 -3.4122e+00 -3.4312e+00 +3.4975e+00 -1.7049e+00 -4.7167e+00 +4.4303e+00 +3.9683e+00 +3.8087e+00 +1.4342e+00 -3.3384e+00 -2.8561e-01 +4.2335e+00 +3.1615e+00 -1.5672e+00 +9.5493e-01 +2.0052e+00 +5.3909e-01 +4.7323e+00 +1.7665e+00 +1.9188e+00
% function evaluation | noise-free fitness - Fopt (-6.205000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.923531731e+02 +1.923531731e+02 +1.303031731e+02 +1.303031731e+02 +1.6316e+00 +1.4231e+00 +3.5646e+00 -1.0086e-01 -1.8986e+00 +3.5472e+00 +2.4165e+00 -3.3078e+00 -4.5060e+00 -4.3382e+00 +1.1196e+00 +3.1274e+00 -3.5699e+00 -1.1707e+00 -4.0393e+00 -4.0393e+00 -2.5837e+00 -1.3857e-02 +4.3842e+00 +2.0836e+00
3 +9.517410649e+01 +9.517410649e+01 +3.312410649e+01 +3.312410649e+01 -2.5832e+00 -6.5360e-01 +2.9371e-01 -1.1305e-01 -2.9997e+00 -9.2746e-01 -5.1625e-01 -4.7353e+00 +4.0407e+00 +1.5625e+00 -3.7200e+00 +4.6528e+00 +4.5929e+00 +2.8956e-01 -2.8653e+00 +1.2676e+00 +1.8236e+00 +1.5987e+00 +4.6818e+00 +3.1772e+00
65 +4.589654751e+01 +4.589654751e+01 -1.615345249e+01 -1.615345249e+01 +1.0824e-02 +3.1715e+00 -1.2888e+00 +1.0642e+00 +7.8815e-01 -2.1721e+00 +3.6917e+00 -2.7998e+00 -2.9123e-01 -2.9352e+00 -1.5011e+00 -2.8922e+00 -2.4863e+00 +2.1110e+00 +2.4419e+00 +3.3420e+00 +3.3241e+00 +4.3397e+00 -2.2228e+00 -5.2299e-01
% function evaluation | noise-free fitness - Fopt (-4.328000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.055965080e+02 +3.055965080e+02 +2.623165080e+02 +2.623165080e+02 -5.6835e-02 +3.6666e+00 -2.6862e+00 +3.7440e+00 -3.4512e+00 -3.4287e+00 -1.0218e+00 -1.3111e+00 -1.4192e+00 +2.2192e+00 +4.7318e+00 +3.9411e-02 +3.3431e+00 +3.6693e+00 -3.3951e+00 +2.5921e+00 -9.8945e-02 -2.5987e+00 -4.8380e+00 +4.2374e+00
2 +1.008861918e+02 +1.008861918e+02 +5.760619177e+01 +5.760619177e+01 +2.3376e+00 +2.4236e+00 -3.1547e-01 +7.0026e-01 +8.7959e-01 +2.4601e+00 -1.0172e+00 -1.5135e+00 +2.1797e+00 -4.8001e+00 -1.5232e+00 +4.1475e+00 -4.2742e-01 -3.5920e-03 -4.4308e+00 -3.5290e+00 -3.3983e+00 +1.4284e+00 +3.8693e-01 +2.1479e+00
5 +8.058490826e+01 +8.058490826e+01 +3.730490826e+01 +3.730490826e+01 +3.0083e+00 +2.8952e+00 +2.5130e+00 -1.1686e-02 +3.9220e+00 -3.5434e-01 -1.2057e-01 -4.7981e+00 +2.8994e+00 -3.3347e+00 -5.0758e-01 -5.8385e-01 -4.0775e+00 -4.5739e+00 -3.0715e+00 -4.3863e+00 +3.5270e+00 +1.2518e+00 +1.6147e+00 -2.6903e+00
27 +4.548031604e+01 +4.548031604e+01 +2.200316037e+00 +2.200316037e+00 +3.5860e+00 +1.4363e-01 -4.6592e+00 +2.5704e-01 +3.3431e+00 +2.1370e+00 -9.0347e-01 -3.4921e+00 +2.8173e+00 -1.8484e+00 +8.0075e-01 -2.8896e-01 -2.9217e+00 -4.2136e+00 -2.6568e+00 -1.4363e+00 -2.9945e+00 +2.5814e+00 +2.7222e+00 +1.2857e+00
% function evaluation | noise-free fitness - Fopt (-3.916000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.513144651e+01 +5.513144651e+01 +1.597144651e+01 +1.597144651e+01 -8.2352e-01 -3.7382e+00 -3.2819e-02 -2.2681e-01 -3.2481e+00 +3.5714e+00 -3.3828e+00 +9.0156e-02 +1.6821e+00 -1.9155e+00 -1.8580e+00 +3.1453e+00 +6.3686e-01 +2.6539e+00 -1.7916e-01 -1.8570e+00 +4.1126e-01 +2.4986e+00 +4.9552e+00 -3.1822e+00
83 +2.904230206e+01 +2.904230206e+01 -1.011769794e+01 -1.011769794e+01 -2.8906e+00 -9.8789e-01 +3.0704e-01 +4.4549e+00 -2.1637e+00 +3.5536e+00 +1.6610e+00 -4.3229e+00 +3.7866e+00 +4.0102e+00 -1.2446e+00 -2.9736e+00 -1.6368e+00 -2.9248e+00 -1.6679e+00 -5.5947e-01 -2.3095e-01 -4.3135e+00 -2.3730e-01 -4.2955e+00
92 +2.500777260e+01 +2.500777260e+01 -1.415222740e+01 -1.415222740e+01 -2.8548e+00 +3.2609e+00 +4.7964e+00 +4.6639e+00 -3.0951e+00 +4.3121e+00 +9.9834e-01 +9.4645e-01 +2.5307e+00 +4.5964e+00 +2.3394e-01 -1.4451e+00 +2.6602e+00 -3.8190e+00 +6.9003e-01 -2.1749e+00 +1.1423e+00 +2.4386e-01 +2.1999e+00 -8.2484e-01
% function evaluation | noise-free fitness - Fopt (-1.732800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.882167685e+01 +7.882167685e+01 -9.445832315e+01 -9.445832315e+01 +4.1930e+00 -8.8007e-01 -4.5979e+00 -2.1388e+00 +3.9238e+00 -2.0107e-01 +4.2485e+00 +2.6298e+00 -4.0875e+00 -2.8095e+00 -4.3715e-01 +4.5954e+00 +2.5534e+00 -3.1023e+00 +3.1487e+00 -4.7041e+00 +2.3497e+00 +2.9660e-01 -4.1021e+00 +3.3711e+00
5 +5.329485391e+01 +5.329485391e+01 -1.199851461e+02 -1.199851461e+02 +6.5439e-01 -1.0181e+00 +2.4567e+00 -2.4254e+00 -4.2940e+00 -4.3082e-01 -4.0167e+00 +4.6474e+00 -1.2991e+00 -2.7612e+00 -4.7043e+00 +4.1414e+00 -4.3325e+00 -2.8161e+00 -2.2131e+00 +1.1565e+00 -1.7538e-02 +2.1570e+00 -2.4820e+00 +1.8896e+00
55 +3.544358571e+01 +3.544358571e+01 -1.378364143e+02 -1.378364143e+02 -3.2043e+00 +2.6921e+00 -3.8077e+00 -2.7757e+00 -2.1231e+00 +1.2658e+00 -2.8185e+00 +6.2459e-01 +6.1734e-01 +8.8294e-01 -3.4602e-01 +2.9452e+00 +1.9510e+00 -1.4514e+00 +4.7913e+00 -3.7282e+00 -4.3378e+00 -3.7246e+00 +2.2502e+00 -2.8107e+00
% function evaluation | noise-free fitness - Fopt (-1.017000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.485072353e+02 +1.485072353e+02 +1.383372353e+02 +1.383372353e+02 +1.2762e+00 +3.2270e+00 +2.3514e+00 +9.0388e-02 +4.9619e+00 -3.7858e+00 +3.6349e-01 -1.6411e+00 +2.4353e+00 -4.9695e+00 +4.3432e+00 -9.7612e-01 -1.5368e+00 -3.5592e+00 +3.8548e+00 +9.6530e-01 -2.8337e+00 -2.0796e+00 +2.4491e+00 +1.3145e+00
10 +7.780316967e+01 +7.780316967e+01 +6.763316967e+01 +6.763316967e+01 -4.0701e+00 -2.5056e+00 +3.8202e+00 -4.7286e-01 -2.5948e+00 -2.5030e+00 -6.5311e-01 -3.2058e+00 -3.1290e+00 -1.6629e+00 +2.5707e+00 +2.7512e+00 +3.0540e+00 +3.8708e-01 -1.4863e+00 +6.0228e-01 +4.0141e+00 +2.6895e+00 -2.3235e+00 +3.3608e+00
