% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5 +8.792292255e+02 +8.792292255e+02 +7.784192255e+02 +7.784192255e+02 -7.2833e-01 -2.9326e+00 +1.4005e+00 -2.8707e+00 -3.2346e+00 -3.7213e+00 +3.3419e+00 +4.9096e-01 -2.7109e-01 -1.9298e+00 -2.6128e+00 -3.3798e-01 -1.2789e+00 -3.7128e+00 -1.3936e+00 -2.1110e+00 +2.4392e+00 -1.6739e+00 +2.4991e+00 -3.8274e-02
% function evaluation | noise-free fitness - Fopt (8.333000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.226454455e+03 +2.226454455e+03 +2.309784455e+03 +2.309784455e+03 +1.0831e+00 +4.8560e+00 +9.5876e-04 +3.1755e+00 +3.9587e+00 -4.5464e+00 -4.7639e+00 -4.3872e+00 -1.5523e+00 +3.0257e+00 -1.5733e-01 -1.8873e+00 -2.9235e+00 +2.4211e+00 -1.5839e+00 -2.3438e-01 -7.5774e-01 +3.3690e+00 -4.7999e+00 +3.1166e+00
19 +1.091819396e+03 +1.091819396e+03 +1.175149396e+03 +1.175149396e+03 +3.0538e+00 -4.9756e-02 +2.0969e+00 +4.1071e+00 -2.5330e+00 -1.4961e+00 +1.5672e-01 +3.4676e+00 -3.5010e+00 +2.9937e+00 -8.0984e-01 +3.4848e+00 +3.6996e+00 -4.5979e+00 +3.7880e+00 -4.8357e+00 -3.2422e+00 +2.5009e+00 -4.0968e+00 +1.0259e+00
38 +9.403174856e+02 +9.403174856e+02 +1.023647486e+03 +1.023647486e+03 +4.3788e+00 +1.4170e+00 -3.5188e+00 +5.4386e-01 +3.3971e+00 +2.6553e+00 -2.0463e+00 -4.8603e+00 -2.5254e-01 +4.7632e+00 -2.6299e+00 +1.6975e+00 -4.7373e+00 +1.1127e+00 +1.4734e+00 -1.5820e+00 -2.8230e+00 -1.8546e+00 +3.5942e+00 +2.0047e+00
% function evaluation | noise-free fitness - Fopt (2.085600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.931987330e+03 +1.931987330e+03 +2.140547330e+03 +2.140547330e+03 +3.3333e+00 -3.1349e+00 -4.5494e+00 -4.7608e-02 +8.6564e-01 +2.5962e+00 +1.0067e+00 +2.2255e+00 +2.4051e+00 -2.5180e+00 -2.4936e+00 -4.6417e+00 +7.0313e-02 -3.9554e+00 +1.4935e+00 +4.5999e+00 +3.0249e+00 +3.2795e+00 +2.4458e+00 -4.9918e+00
3 +1.212267018e+03 +1.212267018e+03 +1.420827018e+03 +1.420827018e+03 -2.0379e+00 +4.1645e+00 +2.7160e+00 +7.7991e-01 -4.2820e+00 +2.1248e-01 -2.7251e+00 -1.9090e+00 -1.0301e+00 +2.9064e+00 -1.9412e+00 -9.9911e-01 -2.2748e+00 -2.3783e+00 +1.7194e+00 -4.4998e+00 -1.2858e+00 -4.3064e-01 +1.0435e-01 +4.0361e+00
8 +9.112353371e+02 +9.112353371e+02 +1.119795337e+03 +1.119795337e+03 -7.6375e-01 +6.6684e-01 -3.0445e+00 -1.7182e+00 -4.4798e+00 -8.6991e-01 -1.4101e+00 -1.0719e+00 -2.0750e+00 -3.6518e+00 +2.8236e+00 -2.3481e+00 -2.8954e-01 -4.0961e+00 +1.1317e+00 -3.1409e+00 +5.7331e-01 -3.7712e+00 -4.3721e-02 +1.6873e+00
% function evaluation | noise-free fitness - Fopt (-1.345800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.280011759e+03 +1.280011759e+03 +1.145431759e+03 +1.145431759e+03 +2.6715e+00 +2.5004e+00 -2.4644e+00 +4.3558e+00 -2.0710e+00 +2.7366e+00 +4.4480e+00 -3.4101e-01 -3.4966e+00 +2.4063e+00 +2.6876e+00 -3.7953e+00 -1.5296e+00 +1.5061e-01 +2.8679e+00 -1.7086e+00 +4.4443e+00 +2.0967e+00 +4.3565e+00 -2.4059e+00
14 +8.440756173e+02 +8.440756173e+02 +7.094956173e+02 +7.094956173e+02 +7.3349e-01 -3.2507e+00 -1.1275e+00 +2.0320e+00 -8.4261e-01 +1.5111e+00 +3.5842e+00 +1.6091e+00 -1.5315e+00 -1.8698e+00 +2.5968e+00 -2.2099e+00 +3.0779e+00 -2.9274e+00 -4.0920e-01 +2.4859e+00 -1.1879e+00 -1.2180e+00 -4.9988e+00 -1.6296e+00
% function evaluation | noise-free fitness - Fopt (1.205900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.154534353e+03 +1.154534353e+03 +1.275124353e+03 +1.275124353e+03 +1.0816e-01 -4.3796e+00 -3.4645e+00 +2.5158e+00 +2.7757e+00 -1.7724e+00 +9.9155e-02 +4.1187e+00 +4.5838e+00 -5.0238e-01 -3.5617e+00 -2.5103e+00 +4.2224e+00 -1.2678e+00 -3.4945e+00 -4.3699e+00 -2.0049e-01 +4.2335e-01 +3.3718e+00 -1.2186e+00
13 +7.318626353e+02 +7.318626353e+02 +8.524526353e+02 +8.524526353e+02 +1.6056e+00 +3.6818e+00 -7.0043e-01 +3.0456e-01 +1.5401e+00 +2.3640e+00 +4.7712e+00 -1.0623e+00 -2.4427e+00 -3.0546e+00 +2.7895e+00 +5.0273e-01 -6.4420e-01 +1.9386e-01 -9.0313e-01 +2.9199e+00 +1.8232e+00 -1.7456e+00 +5.8853e-01 +5.9373e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.079263526e+03 +4.079263526e+03 +5.079263526e+03 +5.079263526e+03 +2.9090e+00 -1.4182e-01 +3.9907e+00 -4.4344e+00 +4.1974e+00 -1.9016e+00 -1.9081e+00 -3.6565e+00 -5.0327e-01 +3.0337e+00 -1.6708e+00 +1.5707e-01 -3.9078e+00 +1.0081e+00 -1.3358e+00 +1.4139e+00 -4.8307e+00 -4.7981e+00 +4.8590e+00 +3.8361e+00
2 +3.453125080e+03 +3.453125080e+03 +4.453125080e+03 +4.453125080e+03 +2.0416e+00 -4.2770e-01 -1.3056e+00 -4.5097e+00 -3.0616e+00 +8.7731e-01 -2.0441e+00 -2.5367e+00 +4.3872e+00 -7.3683e-01 -1.8855e+00 +2.9744e+00 -2.3569e+00 +3.0437e+00 -4.2249e+00 +5.8403e-01 +7.8665e-01 -1.0063e+00 +2.2348e+00 -4.6962e+00
3 +1.633523433e+03 +1.633523433e+03 +2.633523433e+03 +2.633523433e+03 +3.0287e+00 +2.3910e+00 +1.2194e+00 +2.7425e+00 -1.6840e+00 -2.0540e+00 -1.0915e+00 +2.1085e-01 -2.8986e+00 -3.6615e+00 +1.8739e+00 +4.6939e+00 +3.8609e+00 +4.3734e+00 +6.0342e-01 -1.7512e-01 +4.6674e+00 +3.2217e+00 +4.4626e+00 +1.3186e+00
6 +1.143293639e+03 +1.143293639e+03 +2.143293639e+03 +2.143293639e+03 +3.5683e+00 -1.2300e+00 -2.7106e+00 +2.5705e+00 +2.3580e+00 +4.8528e+00 -1.1693e+00 -4.4923e+00 -2.9596e+00 -1.8739e+00 +2.1594e+00 +5.7157e-01 +1.0448e+00 +2.2207e+00 -1.7637e+00 -5.4624e-01 -1.2959e+00 -2.3783e+00 +1.4127e+00 +1.4167e+00
23 +8.047228919e+02 +8.047228919e+02 +1.804722892e+03 +1.804722892e+03 -4.6345e+00 +2.0876e+00 -4.6126e+00 +8.0513e-01 -4.2295e+00 -1.0300e+00 +4.2377e+00 +2.5299e+00 -1.5509e+00 -1.6980e+00 -2.6162e+00 +4.0247e+00 +2.9786e+00 +3.7744e+00 +3.5869e+00 +1.3041e+00 +1.1951e+00 +2.7035e+00 +1.1209e+00 +3.0035e+00
% function evaluation | noise-free fitness - Fopt (-9.166000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.593826260e+03 +1.593826260e+03 +1.502166260e+03 +1.502166260e+03 +8.6851e-01 -1.8843e+00 +1.5526e+00 +1.9231e-01 -2.3588e+00 -4.0443e+00 -4.9459e+00 -2.5655e+00 -1.9320e+00 -3.1969e+00 +3.7132e-01 -6.1561e-01 -2.5271e+00 -2.6017e+00 -1.4593e-01 +3.7338e-02 -2.5496e-01 -2.4237e+00 -1.9392e+00 -1.5628e+00
7 +1.342549457e+03 +1.342549457e+03 +1.250889457e+03 +1.250889457e+03 -4.7820e+00 +1.7682e+00 +3.1330e+00 +2.5588e+00 -2.2340e+00 +4.9532e+00 -7.7189e-01 -2.7697e+00 +2.5645e+00 -2.7403e+00 -3.8054e+00 -2.8116e+00 -5.5175e-01 -9.1310e-01 +4.5263e+00 -3.3050e+00 +1.7317e+00 -2.9933e+00 -1.1791e+00 -2.5591e+00
8 +8.556281654e+02 +8.556281654e+02 +7.639681654e+02 +7.639681654e+02 +1.4181e+00 -3.1922e+00 +4.8828e+00 -8.2959e-01 -1.4248e+00 -4.1266e+00 +3.1657e+00 -2.6373e+00 -4.9198e+00 +1.0034e+00 +4.0525e+00 +5.5919e-01 -4.5032e+00 +4.0835e+00 +3.5198e-01 +3.4236e+00 -1.2750e+00 -4.6998e+00 -1.0467e+00 +5.8908e-01
61 +6.190295561e+02 +6.190295561e+02 +5.273695561e+02 +5.273695561e+02 -4.1965e-01 -8.3984e-01 +4.0674e-01 +2.9784e+00 -1.6836e+00 -1.0203e+00 +1.7134e+00 -2.4480e+00 -3.8082e+00 +3.8513e+00 +3.1307e+00 -9.0882e-01 +7.5739e-01 -1.6148e+00 +2.6235e+00 +4.6915e+00 -1.5898e+00 -4.4879e+00 -8.6852e-01 -2.1036e-02
% function evaluation | noise-free fitness - Fopt (5.961500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.243604381e+03 +2.243604381e+03 +2.839754381e+03 +2.839754381e+03 -2.4965e+00 +1.2061e-01 -2.6434e+00 +4.0945e+00 +2.7415e+00 +1.8208e+00 -4.6210e+00 +4.1295e+00 -4.8786e-01 -2.8645e+00 +8.9654e-01 -3.9841e+00 +3.5369e+00 -3.2297e+00 +3.2783e+00 -2.9263e+00 -2.5969e-01 -3.1730e+00 -3.9129e+00 +1.3910e+00
3 +1.406488110e+03 +1.406488110e+03 +2.002638110e+03 +2.002638110e+03 -2.0405e+00 -7.2459e-01 -2.7871e+00 -1.2615e+00 -2.7864e+00 -4.7628e+00 -4.7398e+00 -1.2474e-01 +4.9902e+00 -3.5220e+00 -4.2992e+00 +1.5546e+00 -4.4179e+00 -4.3742e+00 -1.4079e+00 +2.7361e+00 -1.9410e+00 +1.8850e+00 -1.8145e-01 +5.9782e-01
114 +9.448410345e+02 +9.448410345e+02 +1.540991034e+03 +1.540991034e+03 -7.1823e+00 -3.1372e+00 +3.9238e+00 -8.6818e-01 -3.3221e+00 -1.5613e+00 -8.1403e+00 +1.0374e+00 +9.2912e-01 +1.8853e+00 -2.0853e+00 -2.5931e+00 -1.4864e+00 +8.0716e-01 -4.5918e+00 +4.7490e-01 -8.4635e-01 +3.0188e+00 +1.9551e+00 +5.4542e+00
% function evaluation | noise-free fitness - Fopt (1.325100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.019173000e+03 +1.019173000e+03 +1.151683000e+03 +1.151683000e+03 -2.2640e+00 -2.4801e+00 -4.0913e-01 +1.7572e+00 +2.6186e+00 +2.5918e+00 +2.2476e+00 +2.6893e-01 -4.2637e+00 +1.7010e-01 +3.1530e+00 -1.9750e+00 +3.5294e+00 +3.4702e+00 +3.3193e+00 -3.7441e-01 -1.7490e+00 +3.0451e+00 -3.8341e+00 -6.1242e-01
11 +9.652439705e+02 +9.652439705e+02 +1.097753970e+03 +1.097753970e+03 -5.8077e-01 +2.0158e+00 -2.1201e+00 -8.2059e-02 -2.8838e+00 -3.7931e+00 +4.7977e+00 -2.0543e+00 +1.0035e+00 -1.3927e+00 -2.0358e+00 -4.7086e+00 +4.8436e+00 +2.9058e+00 +8.6986e-01 +3.6082e+00 +2.9705e+00 -2.5501e-01 +8.9893e-01 +6.0477e-01
% function evaluation | noise-free fitness - Fopt (-2.401800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.698449967e+03 +2.698449967e+03 +2.458269967e+03 +2.458269967e+03 +8.2001e-01 +2.6752e+00 -3.3445e+00 +3.2491e-01 -4.6658e-01 -4.3711e+00 +1.5802e+00 -4.5529e+00 +8.2742e-03 +4.1718e+00 +3.1812e+00 -4.1050e+00 -3.8987e+00 +3.0865e+00 -3.6917e+00 -7.0810e-01 +1.6767e+00 -2.0424e+00 -2.9214e+00 +4.8231e+00
2 +2.059032249e+03 +2.059032249e+03 +1.818852249e+03 +1.818852249e+03 -2.6624e+00 +8.5758e-01 +2.2110e+00 +4.4516e+00 -4.8653e+00 +1.3814e+00 +2.5026e+00 +1.3628e+00 +4.4765e+00 -4.7720e+00 -2.4134e+00 -8.0597e-01 -3.1038e+00 +4.3061e+00 +4.5573e+00 -3.7873e+00 -2.1784e+00 +9.9694e-02 -2.3095e+00 +2.9915e+00
4 +1.511320552e+03 +1.511320552e+03 +1.271140552e+03 +1.271140552e+03 +6.5147e-01 -7.2387e-01 -9.7730e-01 -2.9147e+00 -4.4745e+00 +4.5506e+00 +1.5362e+00 -2.3307e+00 -4.5792e+00 -4.1525e+00 +1.7913e+00 +2.8200e-02 -1.0846e-01 -8.5700e-02 +7.0498e-01 +2.2939e+00 -4.7534e+00 -3.2404e+00 -8.8434e-01 +4.1416e+00
9 +6.342281450e+02 +6.342281450e+02 +3.940481450e+02 +3.940481450e+02 -9.1056e-01 -9.4967e-01 -1.7626e+00 -2.7729e+00 -1.9268e+00 -1.1938e+00 -5.4611e-01 -4.8548e+00 +1.5655e+00 +4.2295e-01 -1.3257e+00 +1.9551e-01 +2.5063e-01 +3.5264e+00 -1.9262e+00 -3.8785e+00 -1.0355e+00 +4.6593e+00 +3.6706e+00 -2.4216e+00
10 +5.944878665e+02 +5.944878665e+02 +3.543078665e+02 +3.543078665e+02 -1.2765e+00 +2.0652e+00 +2.2308e+00 -1.5606e-01 +1.7481e+00 -4.9641e+00 -3.5871e+00 +1.2193e+00 +2.4906e-01 -1.8973e+00 +1.8055e+00 +2.5434e+00 +6.8304e-01 -9.4277e-01 +2.6272e+00 -6.0999e-02 -2.5577e+00 +4.5730e+00 +1.6810e+00 +1.6114e+00
% function evaluation | noise-free fitness - Fopt (-3.941600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.434432513e+03 +1.434432513e+03 +1.040272513e+03 +1.040272513e+03 -4.3848e+00 -1.8466e+00 +2.7054e+00 -3.0433e+00 -3.2434e+00 +3.0558e+00 -4.2114e+00 +2.3464e+00 -3.7775e+00 +5.2049e-01 +4.1821e+00 -3.9399e+00 -1.0020e+00 +1.9520e+00 +2.5908e+00 -1.2682e+00 -4.5827e+00 +3.1068e+00 -3.6318e+00 -1.6098e+00
4 +9.869650788e+02 +9.869650788e+02 +5.928050788e+02 +5.928050788e+02 +1.1748e+00 -1.8331e+00 +4.1023e+00 -2.1462e+00 -4.4495e+00 -1.8064e+00 +3.0922e+00 +6.6081e-01 +3.4578e+00 -6.3585e-01 -2.7410e+00 -4.0463e+00 +2.8577e+00 +1.2163e+00 -1.6063e+00 +1.8847e+00 +3.9238e+00 +6.6366e-01 +5.4465e-01 -4.5036e+00
117 +6.146193088e+02 +6.146193088e+02 +2.204593088e+02 +2.204593088e+02 -2.8489e+00 +1.0978e+00 -2.7275e+00 -1.4908e+00 -1.3050e+00 +4.9929e+00 -5.6573e+00 +2.8075e+00 -2.0911e+00 -2.7292e+00 -7.3746e-01 +2.2826e-01 +3.8706e-01 +3.6661e+00 +2.1677e-01 +7.5656e-01 +6.7388e-01 -5.1475e-01 +4.1909e+00 -1.8728e+00
