% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.504933778e+02 +7.504933778e+02 +6.169033778e+02 +6.169033778e+02 +2.0369e+00 -7.8889e-01 +2.8658e+00 +2.2841e-01 -2.2870e+00 +1.1736e+00 -2.6182e+00 -1.4640e+00 +3.9837e+00 -2.4386e+00 -3.7235e+00 -6.7659e-01 +4.6830e+00 +3.1869e+00 +3.4981e+00 +1.0961e+00 +3.0456e+00 +2.1159e+00 +3.8268e-01 +2.6367e-01
6 +5.973363567e+02 +5.973363567e+02 +4.637463567e+02 +4.637463567e+02 -4.0982e+00 -2.5597e-01 -3.6197e-01 -3.8478e+00 +1.1071e+00 +1.9627e+00 +1.6139e+00 -8.8830e-01 -3.5083e+00 -1.7144e+00 -1.3945e+00 -2.7460e+00 +1.9977e+00 -4.9204e+00 +1.2016e+00 +2.7170e+00 -1.6639e+00 +1.5111e+00 -2.0481e+00 -1.5686e+00
% function evaluation | noise-free fitness - Fopt (1.543700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.683557012e+02 +6.683557012e+02 +8.227257012e+02 +8.227257012e+02 +1.6135e+00 +3.0172e+00 +1.7185e+00 +4.1068e+00 -1.0188e+00 +5.5720e-01 +1.7433e+00 +1.9553e+00 -3.8177e+00 -2.3211e+00 +1.1397e+00 +3.2816e+00 +1.5350e+00 -1.6380e+00 +1.1745e+00 +1.8445e+00 -9.1212e-01 -4.3384e+00 -3.4891e+00 +2.9380e+00
27 +6.147013322e+02 +6.147013322e+02 +7.690713322e+02 +7.690713322e+02 +4.4799e+00 +2.7754e+00 -1.1592e+00 -1.1541e+00 -2.2281e+00 -1.3408e+00 +2.7126e+00 +3.7827e-01 -9.1480e-01 -2.0037e+00 -3.0252e+00 +2.6890e-01 +9.6650e-01 +4.1550e+00 +1.5413e-01 +1.8364e+00 +2.5172e+00 +4.6564e+00 +1.1298e+00 +2.5621e+00
% function evaluation | noise-free fitness - Fopt (-2.883300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.058105838e+02 +8.058105838e+02 +5.174805838e+02 +5.174805838e+02 +2.0217e+00 -1.5103e+00 +3.6233e+00 +4.9175e+00 +3.1490e+00 -1.0652e+00 -1.3822e-01 +1.3918e+00 +1.0802e+00 -3.4057e+00 -3.9276e+00 +4.9459e+00 -3.3881e+00 +1.6014e+00 +1.8654e+00 -3.1843e+00 -1.0052e+00 +2.7461e+00 +3.3982e+00 +5.0308e-02
12 +5.566072511e+02 +5.566072511e+02 +2.682772511e+02 +2.682772511e+02 +3.1257e+00 -3.1076e+00 +1.6063e+00 +1.5724e+00 +4.1302e+00 +1.1992e+00 -1.8581e+00 +3.0114e+00 -1.4897e+00 +2.6529e-01 -2.7993e+00 +7.4259e-01 +1.5932e+00 +2.3874e+00 +6.6002e-01 -4.1954e-01 -3.9543e+00 -9.6044e-01 -1.9619e+00 +1.7360e-01
% function evaluation | noise-free fitness - Fopt (-5.381100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.302440702e+02 +8.302440702e+02 +2.921340702e+02 +2.921340702e+02 -3.0621e-01 +3.0519e+00 +3.1575e+00 +4.5162e+00 -1.3480e+00 -6.8412e-01 +2.2360e+00 +1.4251e+00 +3.7656e+00 +3.8417e+00 +3.9637e+00 -4.3242e+00 -2.9604e+00 -2.3268e+00 -3.4716e+00 +1.9320e+00 -1.3716e+00 -1.8784e-02 +7.8664e-01 +2.4896e+00
20 +5.876336196e+02 +5.876336196e+02 +4.952361956e+01 +4.952361956e+01 +3.5567e+00 -1.6007e+00 +4.9346e-01 -3.9183e+00 -1.5299e+00 -8.4837e-01 +2.3318e+00 +3.2258e+00 +8.9668e-01 -2.8475e+00 +3.0285e-01 +2.0561e+00 +8.2175e-01 -1.3915e+00 +4.2164e+00 -3.2022e-01 +5.7347e-01 +4.1839e+00 +1.6961e+00 +1.4501e+00
% function evaluation | noise-free fitness - Fopt (7.478200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.165537373e+02 +7.165537373e+02 +1.464373737e+03 +1.464373737e+03 -4.4971e+00 -2.0013e+00 +3.4476e+00 -2.6886e+00 +3.5262e+00 +7.8280e-01 +2.2456e+00 +2.1086e+00 -3.1334e+00 +4.9277e+00 -9.9733e-01 +4.3881e+00 +4.4852e+00 -4.8177e+00 -4.2573e+00 -2.3829e+00 -4.7746e+00 +3.7099e+00 -8.2239e-01 -4.2398e+00
10 +5.124475297e+02 +5.124475297e+02 +1.260267530e+03 +1.260267530e+03 +5.4766e-01 -4.4522e+00 -1.2225e+00 +2.6148e+00 +2.0736e+00 -1.6360e+00 +3.0834e+00 -4.0903e-01 -3.4923e+00 +1.5344e+00 +1.5519e+00 +3.3078e+00 -6.5531e-01 +8.1037e-01 -7.4845e-01 +9.9473e-01 -2.6768e+00 -3.0457e+00 -3.0044e+00 -4.4368e+00
% function evaluation | noise-free fitness - Fopt (1.667000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.234559275e+02 +6.234559275e+02 +6.401259275e+02 +6.401259275e+02 -1.8951e+00 +3.1568e-01 +3.1906e+00 +6.8680e-01 -2.3562e+00 -2.4800e+00 +3.7667e+00 +1.6022e-01 -6.6155e-01 -3.0386e+00 -4.0855e+00 -8.5607e-01 -3.8997e+00 +4.0471e+00 +1.8892e+00 -3.0221e-02 -1.8591e+00 +2.5271e+00 +3.6562e+00 -2.1024e+00
% function evaluation | noise-free fitness - Fopt (-6.277000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.042697591e+03 +1.042697591e+03 +9.799275911e+02 +9.799275911e+02 -4.5719e+00 +2.3540e+00 -3.4725e+00 +8.5824e-01 +3.9010e+00 -3.7434e+00 +1.1904e+00 -4.0208e+00 -4.2213e+00 -2.3890e+00 +2.9060e-01 -4.2186e+00 +1.9745e+00 +3.1554e+00 +5.1024e-01 +4.8007e+00 +4.8518e+00 +3.6946e+00 +1.1386e+00 +7.1802e-01
2 +9.790843111e+02 +9.790843111e+02 +9.163143111e+02 +9.163143111e+02 +1.4037e+00 +3.2274e+00 +4.2227e+00 -3.2045e+00 -3.6276e+00 +3.9033e+00 +4.0762e+00 +9.9407e-01 +3.7595e+00 +3.8471e+00 -4.3833e+00 +4.5483e+00 -1.4380e+00 +2.5084e+00 -9.2180e-01 -3.8170e+00 +2.5191e+00 -2.7959e+00 +3.7958e-01 +6.7371e-01
11 +6.091767519e+02 +6.091767519e+02 +5.464067519e+02 +5.464067519e+02 +3.8222e-01 -9.0743e-01 -8.6316e-01 -2.6594e+00 -3.8204e+00 +1.1809e+00 -2.9022e-01 -1.5898e+00 +2.1440e+00 +3.1294e+00 -2.9045e+00 +1.6622e+00 +4.1070e+00 -1.7037e+00 +1.5282e+00 +2.2640e+00 -1.6430e+00 -7.6609e-01 +3.7965e-01 -3.9316e+00
88 +3.648742930e+02 +3.648742930e+02 +3.021042930e+02 +3.021042930e+02 +5.2333e-01 +9.9292e-01 +1.8215e+00 +3.9650e-01 -2.6865e+00 -1.5173e+00 -2.6755e+00 +2.3144e+00 -3.5757e-01 +4.6228e+00 +1.1478e+00 -2.2727e+00 +8.0590e-01 +2.9823e+00 +3.5086e-01 +3.4029e+00 -2.0937e+00 +2.6896e-01 -3.2703e+00 +3.3522e+00
% function evaluation | noise-free fitness - Fopt (1.096000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.266422758e+02 +9.266422758e+02 +9.376022758e+02 +9.376022758e+02 +3.8823e+00 -1.8814e+00 +4.0790e+00 +4.8084e+00 -3.7941e+00 -1.3337e+00 +2.6990e+00 +4.0530e+00 -4.2383e+00 +2.5022e+00 -3.7770e+00 +4.9297e+00 -3.6811e+00 -2.8668e+00 +1.5407e-01 +1.9082e+00 +2.1372e+00 -1.1270e+00 +3.6135e+00 -1.0430e+00
2 +6.093274790e+02 +6.093274790e+02 +6.202874790e+02 +6.202874790e+02 +2.1512e+00 -2.4851e+00 +1.4990e+00 -4.3046e+00 +4.2642e+00 -3.3141e-02 +4.3832e+00 -1.4790e+00 -1.9572e-01 -2.3923e+00 -4.0856e+00 -1.4462e+00 -5.2693e-01 +4.6344e+00 +2.4955e+00 -4.9786e+00 -1.2453e+00 -2.7137e+00 -2.1259e+00 -3.1139e+00
% function evaluation | noise-free fitness - Fopt (9.038000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.852711482e+02 +6.852711482e+02 +7.756511482e+02 +7.756511482e+02 -1.1467e+00 -2.0714e+00 -3.1069e+00 -5.1856e-01 +3.1932e+00 +5.8437e-01 -3.4569e+00 +4.5571e+00 -2.5066e+00 +3.8168e+00 -2.9518e+00 +7.4358e-01 +4.8787e+00 +1.6993e+00 -9.8886e-01 +2.2713e+00 +1.4411e+00 +5.0961e-01 +3.3818e+00 -2.4186e+00
16 +5.477267715e+02 +5.477267715e+02 +6.381067715e+02 +6.381067715e+02 +2.2330e+00 -1.1251e-01 -2.0092e-01 -4.7834e-01 +2.6796e+00 -4.1305e+00 +2.9225e+00 +1.3180e+00 +2.0449e+00 -2.7592e-01 -7.0539e-01 -2.8806e+00 +6.4716e-01 +3.2586e+00 +1.8654e+00 +4.1050e+00 -7.5972e-01 +2.3492e+00 -2.1947e+00 -2.4210e+00
% function evaluation | noise-free fitness - Fopt (-2.635200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.432787459e+02 +8.432787459e+02 +5.797587459e+02 +5.797587459e+02 +3.1130e+00 -4.7379e+00 -2.3284e+00 -4.8690e+00 -5.3062e-01 +2.8318e+00 +4.6442e+00 +1.3917e+00 +4.3877e+00 -4.1500e+00 -2.8331e+00 -2.7513e+00 +9.0122e-01 -1.3075e+00 +3.2368e+00 -1.3996e+00 +4.5760e+00 +9.7311e-01 +3.3182e+00 +2.3888e+00
5 +5.160388831e+02 +5.160388831e+02 +2.525188831e+02 +2.525188831e+02 +2.5589e-02 -2.9267e+00 +1.8610e+00 +2.2745e+00 +1.1033e+00 -2.8319e+00 -1.1088e+00 +2.0570e+00 -4.6008e+00 -2.7874e+00 +1.0323e+00 +3.1243e-01 -1.3001e+00 +1.9246e+00 +9.0002e-01 +3.9825e+00 +3.1251e+00 -4.2507e-01 +9.8742e-01 -2.8891e+00
% function evaluation | noise-free fitness - Fopt (3.101900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.354976822e+02 +5.354976822e+02 +8.456876822e+02 +8.456876822e+02 -3.1335e+00 +1.5263e+00 +1.9663e+00 +3.5209e-01 -6.8081e-01 -1.5486e+00 +1.1305e+00 -2.1469e-01 -8.9431e-01 +3.3588e+00 -2.0242e+00 +3.9101e-01 +5.1893e-01 +1.0167e+00 -1.6904e-01 +4.3307e+00 +3.5177e+00 -2.4464e+00 +1.1765e+00 -4.8363e-01
