% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.725252871e+01 +7.725252871e+01 +4.947252871e+01 +4.947252871e+01 -4.9805e+00 +3.1507e+00 +2.3487e+00 +3.2834e+00 +2.9425e+00 +1.9565e+00 +9.6842e-01 -2.5558e+00 -3.9405e+00 -2.8859e+00 +2.4300e+00 +2.2815e+00 -2.5672e+00 -5.5406e-02 +1.2060e+00 -2.1910e+00 +1.5594e+00 +6.2860e-01 +3.6197e+00 +3.0256e+00
13 +4.541562784e+01 +4.541562784e+01 +1.763562784e+01 +1.763562784e+01 +3.1711e+00 -2.7469e+00 -3.3705e+00 -4.5951e+00 -2.1643e+00 +3.2442e+00 +3.3352e+00 +1.6483e+00 -3.7842e-01 +3.3014e+00 -3.4162e+00 -1.1824e+00 -2.4446e-01 +8.9532e-01 -4.7088e+00 +4.1654e+00 +2.7389e+00 -4.9375e+00 -3.1971e+00 +5.6940e-01
70 +3.935024043e+01 +3.935024043e+01 +1.157024043e+01 +1.157024043e+01 -3.8222e+00 -2.5972e+00 -1.8014e+00 +4.3445e+00 +3.0850e+00 +9.6636e-01 +3.8859e+00 -1.1244e+00 -2.4366e+00 +5.1806e-01 +3.8159e-01 -2.6250e+00 +1.6535e+00 -4.1166e+00 -3.8590e+00 -2.7408e+00 +3.2103e+00 -2.1019e+00 +4.3357e+00 -5.1455e-01
% function evaluation | noise-free fitness - Fopt (-4.871000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.001986580e+01 +8.001986580e+01 +3.130986580e+01 +3.130986580e+01 -1.3921e+00 -7.6574e-01 -4.2388e-01 -1.9600e+00 +4.9661e+00 +3.3035e+00 +3.1644e+00 +3.3329e+00 -2.6385e+00 -2.2874e+00 +2.7782e+00 +4.7493e+00 +4.2798e+00 -5.8902e-01 +3.3500e+00 -1.0930e+00 -2.4378e+00 +3.5355e+00 +1.9046e+00 -4.4436e+00
2 +5.749223180e+01 +5.749223180e+01 +8.782231798e+00 +8.782231798e+00 +2.7672e+00 +2.7992e+00 +1.8616e+00 -3.1972e-01 -3.3325e+00 +8.0657e-03 -3.5124e-01 +2.7670e+00 +3.9294e+00 -2.1221e+00 -7.2344e-01 +3.6345e+00 +1.8546e+00 +3.4345e+00 -4.2168e+00 -3.2703e-01 +4.8675e+00 +1.8256e+00 +2.9019e+00 -3.6090e+00
42 +3.176383618e+01 +3.176383618e+01 -1.694616382e+01 -1.694616382e+01 -3.4967e+00 +1.6712e+00 -3.7491e+00 -2.8676e+00 +1.1086e+00 -2.7986e+00 -4.0407e-01 -2.3436e+00 -1.5022e+00 -1.1769e+00 -4.6988e+00 +2.1402e+00 +2.7356e+00 -3.5808e-01 +4.8776e+00 +6.1175e-01 +4.5756e+00 -5.6330e-01 -2.9156e+00 -1.9180e+00
190 +2.141339625e+01 +2.141339625e+01 -2.729660375e+01 -2.729660375e+01 -4.3208e+00 +3.3386e+00 -6.2940e-01 +5.4759e+00 +4.6351e+00 -2.4648e+00 -4.1113e+00 +1.4300e+00 -2.7972e+00 -2.8181e+00 -5.1751e-01 +4.1649e+00 -3.6226e+00 +4.8481e+00 -5.2042e+00 +7.0116e-02 -3.0452e-01 +3.4381e+00 +9.1715e-01 -1.0838e+00
% function evaluation | noise-free fitness - Fopt (-1.667900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.200590905e+02 +1.200590905e+02 -4.673090947e+01 -4.673090947e+01 +1.7118e+00 +1.9128e-02 +4.0974e+00 +2.7988e+00 +1.5171e+00 +7.1697e-01 +6.3248e-02 -4.5195e+00 -1.5978e+00 -4.5073e+00 -3.6666e-01 +1.5383e+00 -9.7024e-01 +1.4804e+00 +2.9860e+00 -1.9224e+00 -3.3432e+00 -1.4052e+00 -3.3339e-01 +1.6381e+00
2 +7.719569179e+01 +7.719569179e+01 -8.959430821e+01 -8.959430821e+01 -2.3209e+00 +2.9168e+00 +2.1878e+00 +2.6684e+00 -1.9907e+00 -4.5782e+00 +2.1301e+00 +2.4863e+00 -1.9464e+00 +4.0064e+00 +4.3413e-01 +8.0405e-01 -3.7005e-01 -3.0484e+00 +3.7715e+00 -2.6867e+00 -1.3958e+00 +1.8994e+00 +3.0242e+00 -2.9205e+00
7 +4.215797307e+01 +4.215797307e+01 -1.246320269e+02 -1.246320269e+02 -4.3645e-01 -4.7680e+00 -4.6594e+00 -1.8761e+00 +8.5100e-01 -4.7190e+00 -1.9848e+00 +3.3916e+00 -4.5931e+00 +3.0937e+00 -9.4836e-02 -1.7540e+00 +3.5307e+00 -4.7078e+00 +7.4486e-02 +3.6248e+00 -2.1837e+00 -4.2510e+00 -2.4233e+00 +4.7091e+00
110 +3.716544808e+01 +3.716544808e+01 -1.296245519e+02 -1.296245519e+02 +2.6578e+00 +3.6084e+00 -4.9736e+00 +4.2181e+00 -4.4249e-02 -1.2817e+00 +2.3351e+00 -4.7489e+00 +1.8561e+00 +2.0687e+00 +3.3836e+00 -4.2576e+00 +4.6720e+00 -4.9154e+00 +2.9024e+00 -3.9441e+00 -2.6483e+00 +1.9086e+00 -1.8291e+00 +4.4898e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.778776608e+01 +5.778776608e+01 +1.057787766e+03 +1.057787766e+03 +3.7122e+00 -4.1750e+00 +2.3221e+00 -3.2991e+00 +4.9132e+00 +3.5364e+00 +1.2485e+00 +4.1630e+00 -1.2776e+00 -3.3997e+00 -3.1240e+00 +1.0290e+00 +1.1856e+00 -1.4035e+00 +2.1677e+00 -4.6983e+00 +2.3660e+00 -1.8954e+00 +9.6287e-01 +2.6362e+00
18 +3.873898122e+01 +3.873898122e+01 +1.038738981e+03 +1.038738981e+03 -3.6352e+00 +4.6392e+00 +3.3051e+00 +3.3586e+00 -5.3836e-01 -1.6433e+00 -2.0077e+00 -6.5087e-01 -3.2145e+00 -1.9133e+00 +3.6069e+00 -3.5610e+00 -4.4756e+00 +2.3885e+00 +1.0560e+00 -3.5827e+00 -4.2526e+00 +3.5062e+00 +5.9036e-01 -1.0216e+00
% function evaluation | noise-free fitness - Fopt (-1.847000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.588440187e+01 +6.588440187e+01 +4.741440187e+01 +4.741440187e+01 -2.3172e+00 +2.6889e+00 -4.5397e+00 +2.2043e-01 -4.3301e+00 -4.4416e+00 -4.1851e+00 -2.8331e+00 +4.3891e+00 -3.0793e+00 +2.2400e-01 +9.7277e-01 -2.8919e+00 +2.4183e+00 +3.4152e+00 -4.6559e+00 -4.0375e+00 +1.3749e+00 -2.8412e+00 +3.8545e+00
6 +5.538710807e+01 +5.538710807e+01 +3.691710807e+01 +3.691710807e+01 -4.0457e+00 +3.6435e+00 +3.7887e+00 +9.9439e-01 +1.2360e-01 -1.1182e+00 -4.6340e+00 +8.9841e-01 -7.2070e-01 +8.7413e-01 +4.4801e+00 -1.1819e+00 +4.5583e+00 +3.5101e+00 -3.8342e+00 -1.7451e+00 +2.0981e+00 +4.6466e+00 -2.6009e+00 -4.8797e+00
99 +3.347127066e+01 +3.347127066e+01 +1.500127066e+01 +1.500127066e+01 -3.8776e+00 +2.9649e+00 +1.6784e+00 +2.8774e+00 -4.6057e+00 +3.3124e+00 +4.1039e+00 -3.8655e+00 -7.1701e-01 +2.8518e+00 -4.1279e+00 +1.3766e+00 -3.5369e+00 -2.3530e+00 -3.9340e+00 -4.4046e-01 -3.2005e+00 +1.7317e+00 +4.6588e+00 +2.0389e-02
% function evaluation | noise-free fitness - Fopt (-5.971000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.266313618e+02 +1.266313618e+02 +6.692136185e+01 +6.692136185e+01 +2.3544e+00 -2.7055e+00 +4.9521e+00 +2.4769e+00 -2.6072e+00 -2.5063e+00 -2.3791e+00 -9.6529e-01 -4.5475e+00 -4.3912e+00 +3.0551e+00 -1.8728e+00 +1.1262e+00 -2.7843e+00 -1.6955e-01 +3.3452e+00 +7.5543e-02 +7.2429e-01 +3.3184e+00 -4.6067e+00
2 +6.619637253e+01 +6.619637253e+01 +6.486372526e+00 +6.486372526e+00 -2.5191e+00 -3.2651e+00 -2.3371e+00 -2.3976e+00 -2.8655e+00 +1.1638e+00 -2.8302e+00 -3.0507e+00 +1.4473e+00 -4.1790e+00 -4.1460e+00 +7.6482e-01 +2.2977e+00 +1.1199e-01 -2.9959e+00 -2.1996e+00 -2.9771e+00 -1.8597e+00 +9.2855e-01 -2.4986e+00
6 +4.987396717e+01 +4.987396717e+01 -9.836032830e+00 -9.836032830e+00 -7.9768e-02 -2.1270e+00 -2.7793e+00 -2.7440e+00 -2.7619e+00 +4.0542e+00 -3.3135e+00 -1.6624e+00 +4.8606e+00 +3.9301e+00 +2.2018e+00 +3.3028e+00 -3.6833e+00 -2.5336e+00 -3.6745e+00 -2.7209e+00 -1.8158e+00 -2.4815e+00 -1.5601e+00 +8.4745e-01
39 +3.897336801e+01 +3.897336801e+01 -2.073663199e+01 -2.073663199e+01 +1.9648e+00 -3.5862e+00 -2.1010e+00 -2.3412e-01 -3.2569e+00 +3.3523e+00 +3.4826e-01 -3.7896e+00 -2.6621e+00 +3.1617e+00 -3.8896e+00 +1.7397e+00 +3.0572e-01 +2.4957e+00 +1.7864e+00 -3.8601e+00 -2.1656e+00 +4.1184e+00 -3.7505e-01 -3.3828e-01
% function evaluation | noise-free fitness - Fopt (-9.684000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.395033954e+02 +1.395033954e+02 +4.266339544e+01 +4.266339544e+01 -4.9525e+00 +3.9071e+00 -4.6191e+00 -1.8147e+00 +3.1994e+00 +4.8528e+00 -4.5719e+00 +3.2679e+00 -1.3525e+00 +5.1466e-01 -1.8072e+00 +4.5771e+00 -5.8911e-01 +3.8541e+00 +5.5945e-01 +3.4214e+00 +3.3359e+00 +3.1944e+00 -3.6550e+00 -1.8491e+00
2 +7.586050369e+01 +7.586050369e+01 -2.097949631e+01 -2.097949631e+01 -8.3621e-01 +4.0348e+00 -1.0096e+00 +1.1889e+00 -4.3879e+00 +1.7974e+00 -9.0091e-01 +1.1755e+00 -4.4728e+00 +4.4815e+00 +4.4278e+00 -1.5644e-01 -2.2207e+00 +3.9958e+00 -8.1418e-01 -2.6824e+00 -1.9550e+00 -4.2724e+00 +4.8568e+00 -3.6975e+00
6 +4.697288747e+01 +4.697288747e+01 -4.986711253e+01 -4.986711253e+01 -2.8433e+00 -3.6357e+00 +3.1121e+00 -4.5940e+00 +2.6154e+00 +3.2992e+00 +1.1865e+00 +3.4198e+00 +5.4801e-01 -3.0319e+00 +2.5931e+00 +2.8342e+00 -5.3948e-01 +2.5610e+00 -9.6049e-01 +4.1872e+00 +3.8609e+00 -3.2112e-01 +4.6606e+00 -3.0298e+00
11 +3.484590837e+01 +3.484590837e+01 -6.199409163e+01 -6.199409163e+01 +2.2042e+00 -5.7167e-01 -3.6877e+00 -1.3493e+00 -1.8615e+00 -4.0829e+00 +2.3876e+00 +4.6313e+00 +3.8754e+00 +1.5398e-01 +2.7126e+00 +2.4982e+00 +3.5417e+00 +5.9313e-01 -1.8135e+00 +4.4048e+00 -2.5766e+00 +3.7857e-01 +2.3988e+00 +1.7625e-01
% function evaluation | noise-free fitness - Fopt (3.207000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.327215279e+02 +1.327215279e+02 +1.647915279e+02 +1.647915279e+02 +2.4195e+00 +6.4022e-01 -1.1952e+00 -1.5018e-01 +1.7631e+00 -4.2626e+00 -4.4536e-01 -4.5196e+00 +3.1678e+00 -5.5231e-01 +4.1321e+00 -2.1105e-01 -3.8456e+00 +8.6920e-01 -2.5358e+00 -3.6700e+00 +4.6821e+00 +4.5171e+00 +9.9336e-01 +1.9809e+00
2 +7.806828112e+01 +7.806828112e+01 +1.101382811e+02 +1.101382811e+02 +2.0870e+00 -3.5435e+00 -3.3931e+00 +1.3361e+00 -3.0694e+00 -4.1047e+00 +3.4071e+00 -1.7390e+00 +4.6925e+00 -1.9881e+00 +1.2133e+00 -1.7614e-02 +4.3503e+00 +1.4190e+00 -3.1434e+00 +4.4255e+00 +1.5172e-01 +1.1514e+00 -2.0355e+00 -1.7660e+00
3 +6.300354876e+01 +6.300354876e+01 +9.507354876e+01 +9.507354876e+01 +1.2396e+00 -3.2517e+00 -1.8241e-01 +4.6224e+00 +3.7182e+00 +4.8667e+00 -3.6427e+00 -3.8980e+00 +9.6027e-01 -8.8900e-01 +1.1543e+00 -3.8801e+00 +1.7331e+00 +1.5351e+00 -4.0739e+00 +4.7329e+00 -2.7989e+00 -3.6483e+00 +4.3930e+00 -2.2109e+00
122 +3.827206463e+01 +3.827206463e+01 +7.034206463e+01 +7.034206463e+01 -4.3300e+00 +4.9777e+00 +4.6842e+00 -8.7683e-01 +4.9819e-01 -5.3259e+00 +3.4731e+00 +2.3989e+00 -2.5068e+00 -8.2407e-01 +2.9761e+00 +3.5141e+00 -3.2866e+00 -6.4605e+00 -3.8043e-01 -4.7633e+00 +1.0570e+00 -8.3692e-01 +1.3770e+00 +2.5971e+00
% function evaluation | noise-free fitness - Fopt (2.624000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.091816983e+02 +1.091816983e+02 +1.354216983e+02 +1.354216983e+02 +4.3590e+00 -4.8447e+00 +7.8361e-01 +1.6784e+00 -2.3442e+00 -2.6986e+00 -1.8677e+00 +2.1164e+00 +4.2503e+00 -1.2318e+00 -3.6646e+00 -3.0625e+00 +3.3918e+00 +2.1563e+00 -2.2655e+00 -7.6436e-01 +2.9322e-01 +3.5935e+00 +3.3445e+00 +2.2023e+00
2 +7.824803752e+01 +7.824803752e+01 +1.044880375e+02 +1.044880375e+02 +2.4922e+00 +2.1098e+00 +1.6452e+00 -3.3888e+00 -3.5298e+00 -8.2567e-01 -1.5615e+00 +3.5478e+00 +2.4185e+00 -4.2341e+00 -2.2074e+00 +9.5877e-01 +4.0113e-01 +2.9711e+00 +4.0464e+00 +1.9723e+00 +2.2325e+00 -1.0633e+00 -1.9129e+00 -2.7108e+00
5 +5.919560790e+01 +5.919560790e+01 +8.543560790e+01 +8.543560790e+01 -2.4714e-01 -3.2056e+00 +5.4109e-01 -4.4785e+00 -1.0958e+00 +1.8496e+00 +3.7996e+00 +5.5701e-01 +4.7263e+00 -3.6430e+00 +2.1737e+00 -2.3694e+00 -2.5998e-01 -7.3803e-01 +1.5619e+00 -1.1535e+00 +2.1759e+00 +3.0342e+00 +1.1043e+00 -1.0373e+00
% function evaluation | noise-free fitness - Fopt (-1.610000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.368874636e+01 +5.368874636e+01 +3.758874636e+01 +3.758874636e+01 +3.9185e+00 -4.5888e+00 +4.3065e-01 +3.0684e-01 -3.0067e+00 +3.1819e+00 -2.3896e+00 +3.5779e+00 -4.4489e+00 +3.0079e+00 -6.1137e-01 -2.2763e+00 +3.9549e+00 +1.0698e+00 -3.2879e+00 +4.6685e+00 +4.3316e+00 -8.9498e-01 +9.6724e-01 +1.0912e+00
