% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
10 +1.832692050e+08 +1.832692050e+08 +1.832688954e+08 +1.832688954e+08 -1.1658e+00 +1.2951e+00 -3.2600e+00 -8.6103e-02 -2.7777e+00 -9.9883e-01 -2.2412e+00 -1.7019e+00 -1.3766e+00 -1.2966e+00 +3.7113e+00 -4.4496e-01 +2.9299e+00 +3.4102e+00 +2.8257e+00 +2.0631e+00 -3.6586e+00 +4.8794e+00 -2.6227e+00 +3.1935e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.497333685e+08 +4.497333685e+08 +4.497323685e+08 +4.497323685e+08 +3.0420e+00 +3.6070e+00 -3.8048e+00 +4.2417e+00 -3.0109e+00 +4.9108e+00 -1.6451e+00 +4.9367e+00 +2.9702e+00 -8.4838e-02 -3.3378e+00 +1.4510e-01 +2.2629e+00 -3.5766e+00 -4.3220e+00 +4.0282e+00 +1.6949e+00 -1.3064e+00 -6.0374e-01 +2.0291e-01
14 +3.933457662e+08 +3.933457662e+08 +3.933447662e+08 +3.933447662e+08 -4.2376e+00 +4.5445e+00 -4.8752e+00 -3.1944e+00 +7.9605e-01 -3.9665e+00 +1.0378e+00 +3.4801e+00 +1.2963e+00 +2.8837e+00 +4.9141e+00 +3.9788e+00 +7.5685e-01 -2.4589e-01 -1.6512e+00 +3.6030e+00 -1.2535e+00 +3.6365e+00 -1.9580e+00 -3.4794e+00
17 +2.179544842e+08 +2.179544842e+08 +2.179534842e+08 +2.179534842e+08 +4.0685e+00 -3.3243e-01 -3.4822e+00 -3.6854e+00 +3.0579e+00 -1.0443e+00 -1.4414e+00 +4.4163e+00 +6.1936e-01 +4.3510e+00 -3.5104e+00 -1.4762e+00 -1.7814e+00 -1.9328e+00 -2.4162e+00 +2.9895e+00 +2.5345e+00 -3.5580e+00 +4.4000e+00 -2.4726e+00
115 +1.324559587e+08 +1.324559587e+08 +1.324549587e+08 +1.324549587e+08 +5.6895e+00 +2.0785e+00 +4.7071e-01 +1.6401e+00 +8.4589e-01 +1.3244e+00 +5.2567e+00 +4.4171e+00 +9.7848e-01 -3.6783e+00 +6.1634e-01 -6.6899e+00 -5.5086e+00 -1.2131e+00 +4.3368e+00 +3.3594e+00 +2.8024e+00 +4.9033e+00 +3.0526e+00 +3.4125e-02
% function evaluation | noise-free fitness - Fopt (5.800000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.798826439e+08 +2.798826439e+08 +2.798827019e+08 +2.798827019e+08 +6.4901e-01 -3.3711e+00 +1.6844e+00 -2.9873e+00 -8.1530e-01 -3.9785e+00 +2.3678e+00 -1.5709e+00 -4.1512e+00 +1.2277e+00 +3.1335e+00 -1.0310e+00 -1.2778e+00 -4.9430e+00 -2.1174e+00 -2.9555e+00 +2.5981e+00 -2.9455e+00 +3.1213e+00 -2.9027e+00
10 +2.137464333e+08 +2.137464333e+08 +2.137464913e+08 +2.137464913e+08 -6.2899e-01 +4.0656e+00 -1.9072e+00 -2.7875e+00 -7.5550e-01 -8.7020e-01 -2.4855e+00 -1.9209e+00 -1.8932e+00 +6.9377e-01 +1.1388e+00 -7.0353e-01 -4.3732e+00 -2.8951e+00 -3.1046e+00 -2.9886e+00 +2.1906e+00 -2.1346e+00 -2.9663e+00 -4.0773e+00
154 +1.518341558e+08 +1.518341558e+08 +1.518342138e+08 +1.518342138e+08 -4.4241e+00 +8.0147e-01 +5.3792e-01 +3.2411e+00 +1.1110e+00 -5.5837e-01 -4.3172e-01 -3.7265e+00 +3.1718e+00 +9.4598e-01 +2.4707e+00 -4.9660e+00 +1.1614e+00 -5.2521e+00 +3.8146e+00 +3.7375e+00 +1.7481e+00 -2.1445e+00 +3.6235e+00 +1.3529e+00
% function evaluation | noise-free fitness - Fopt (9.438000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
