% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
10 +9.838919832e+01 +9.838919832e+01 +3.715391983e+02 +3.715391983e+02 +3.6776e+00 -8.2833e-01 +2.1502e+00 +4.8757e+00 -1.6584e-01 -2.3690e+00 -4.1406e+00 -5.2012e-01 +8.2046e-01 +4.2546e-01 -2.5226e+00 +4.6496e+00 +9.1749e-01 +3.1649e+00 +3.1869e+00 -4.9055e+00 +4.3218e+00 -2.6051e+00 +3.0965e+00 -1.7629e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.029841838e+01 +8.029841838e+01 +1.174784184e+02 +1.174784184e+02 -4.6040e+00 -4.4629e+00 -1.8201e+00 -4.3737e+00 +4.6706e+00 -2.1692e+00 +3.3282e+00 -5.6390e-01 +3.2017e-01 +2.2729e+00 -2.2731e-01 +1.6349e+00 +7.0839e-01 +1.7150e+00 +4.7316e+00 +4.3311e+00 +3.8706e+00 +4.7524e+00 -2.6878e+00 -3.8355e+00
23 +6.011755384e+01 +6.011755384e+01 +9.729755384e+01 +9.729755384e+01 +7.7924e-01 +2.1305e+00 +2.2820e-01 +3.5173e+00 +2.4654e+00 +3.4071e+00 +1.0899e+00 +4.6460e+00 +5.2379e-01 +9.7282e-01 +2.5235e+00 +9.5436e-01 -5.1946e-01 +4.3745e+00 -1.6170e+00 +7.4343e-01 +3.3683e+00 +1.5721e+00 +1.7584e+00 +1.7433e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.578781616e+01 +7.578781616e+01 -7.211218384e+01 -7.211218384e+01 +4.5374e+00 -4.4718e+00 -2.5740e+00 +3.0456e+00 +3.4976e-01 -1.7891e+00 +3.7713e+00 +2.7009e+00 -5.5162e-01 -3.4089e+00 -4.5375e+00 -2.5970e-01 +3.3765e+00 -2.1757e-01 +3.8036e+00 -7.4752e-02 +2.0623e+00 +3.1844e+00 -3.1513e-01 -4.8861e+00
5 +5.912223691e+01 +5.912223691e+01 -8.877776309e+01 -8.877776309e+01 +4.1090e+00 -3.1925e+00 +3.4976e-01 -4.7534e+00 -1.9105e+00 +5.4557e-01 -2.0269e-02 -4.9942e-01 +4.5669e-01 -2.5561e+00 -1.9744e+00 +4.6477e+00 +1.4329e+00 +6.3260e-01 -3.6833e+00 +3.5996e-01 +8.6345e-01 +2.4480e+00 -4.1358e+00 +4.9503e+00
% function evaluation | noise-free fitness - Fopt (-2.218900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.622321923e+01 +9.622321923e+01 -1.256667808e+02 -1.256667808e+02 +3.7202e+00 +1.9515e+00 +3.7390e+00 +1.9365e+00 +4.8845e+00 -4.5608e+00 -1.0311e-01 -2.9188e+00 +3.8442e+00 +1.7258e-01 +3.0056e+00 -1.0850e+00 +7.0350e-02 +2.0207e-01 +1.7562e+00 -2.3519e+00 +2.0990e+00 +7.8574e-01 -2.0649e+00 +2.5037e+00
9 +5.194823837e+01 +5.194823837e+01 -1.699417616e+02 -1.699417616e+02 +1.6482e+00 +1.8822e+00 +3.8599e+00 -4.8543e+00 -1.4151e+00 -3.1354e+00 +1.1653e+00 +2.9634e+00 +4.7744e+00 -4.0527e+00 +4.4390e+00 -3.9617e+00 -4.0749e+00 -3.5391e-01 -4.6587e+00 -6.8594e-01 -1.6074e+00 +1.0466e+00 +2.3647e+00 -1.4556e+00
31 +3.841179698e+01 +3.841179698e+01 -1.834782030e+02 -1.834782030e+02 -2.9808e+00 +3.7374e+00 +1.0729e+00 -3.5326e+00 +3.3543e+00 +4.2541e+00 -1.1391e+00 +1.8367e+00 -4.6980e+00 -3.2572e+00 -1.1607e+00 +7.2656e-01 +2.5394e+00 +1.7523e+00 +6.6169e-01 -4.2163e+00 +1.2453e+00 -1.8351e+00 -2.6647e+00 -2.4513e+00
% function evaluation | noise-free fitness - Fopt (1.195400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.989249808e+01 +8.989249808e+01 +2.094324981e+02 +2.094324981e+02 -3.5138e+00 +4.5442e+00 -9.5417e-01 -2.2249e+00 +4.8361e+00 +5.2188e-01 -1.1917e+00 +1.2640e+00 +9.2743e-02 +1.8604e+00 +4.9736e+00 +1.6938e+00 +1.6448e+00 +4.6150e+00 -2.3082e-01 -4.3525e+00 +3.3960e+00 +4.2709e+00 +1.1470e+00 -5.7683e-01
3 +5.011521143e+01 +5.011521143e+01 +1.696552114e+02 +1.696552114e+02 +2.0468e+00 -2.1286e+00 -1.4918e+00 -1.9103e+00 -1.9237e+00 -1.4208e+00 -2.7062e-01 -3.5498e-01 +4.4283e+00 +3.2864e+00 -1.5696e-01 -1.6480e+00 +1.7173e-01 +3.1775e+00 -1.6521e+00 -3.0430e+00 +1.8262e+00 -4.3835e+00 +5.2826e-01 -2.8293e+00
% function evaluation | noise-free fitness - Fopt (6.983000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.418085170e+02 +1.418085170e+02 +2.116385170e+02 +2.116385170e+02 -4.9646e+00 +2.4723e+00 +7.3346e-01 -4.5882e+00 -2.5252e+00 -1.7061e+00 +2.8886e+00 -1.8792e+00 -3.2742e+00 -4.4820e+00 +1.2034e+00 -3.4638e+00 +4.1491e+00 -2.4351e+00 +2.8710e+00 +1.7720e+00 +1.0774e+00 +2.6458e+00 -2.8175e+00 -3.7271e+00
7 +9.855708589e+01 +9.855708589e+01 +1.683870859e+02 +1.683870859e+02 +1.7191e+00 -3.4754e+00 +2.2656e+00 +1.6386e+00 +2.9138e+00 +2.2723e+00 -1.0492e+00 -9.3995e-01 -9.0893e-01 +2.5579e+00 -1.9370e+00 +6.7452e-01 +1.9642e+00 -1.7953e-01 -4.0955e+00 -5.8242e-02 -3.6829e+00 +3.7723e+00 -1.1017e+00 -2.5270e+00
25 +6.175742041e+01 +6.175742041e+01 +1.315874204e+02 +1.315874204e+02 -2.9543e+00 -4.1435e+00 +2.1377e+00 +1.7315e-01 +3.9476e-01 +2.7069e+00 -2.7419e+00 +4.4145e+00 +4.4745e+00 -3.3402e+00 +6.8815e-02 +1.7581e+00 -3.8389e+00 +2.2979e+00 -1.3999e+00 +1.6782e+00 -3.4987e+00 -2.9206e+00 -3.1736e+00 +7.4697e-01
% function evaluation | noise-free fitness - Fopt (7.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.597210073e+02 +1.597210073e+02 +1.597910073e+02 +1.597910073e+02 +2.3380e+00 +4.7557e+00 +1.0950e+00 +1.3860e+00 +4.5774e+00 -4.0561e+00 -1.9400e+00 +1.6610e+00 -4.5072e+00 +2.6788e+00 +3.2884e+00 +2.6348e+00 +4.3878e+00 +3.3593e-01 -1.9404e+00 +1.8456e+00 +4.1169e+00 -2.9482e+00 +4.2269e+00 -4.1124e+00
2 +1.432887704e+02 +1.432887704e+02 +1.433587704e+02 +1.433587704e+02 -6.6952e-01 +1.9698e+00 +9.7404e-01 +2.0972e+00 -1.6729e-01 -3.5492e+00 +3.3690e+00 -1.8021e+00 +2.4859e+00 -3.9973e-02 +5.4130e-01 -6.7618e-01 -2.0894e+00 -2.5319e-02 +3.9923e+00 +7.8651e-01 +3.3254e-01 -2.9294e+00 -3.1714e+00 +4.1621e+00
11 +8.373843805e+01 +8.373843805e+01 +8.380843805e+01 +8.380843805e+01 +1.6885e-01 +4.6426e+00 +1.9453e+00 -3.6014e+00 -2.0934e+00 +4.3332e-01 -2.6933e+00 +4.1861e-01 +1.3920e+00 +3.5909e-01 +3.8841e+00 +1.0594e+00 +2.1544e+00 +3.1380e-01 -5.9162e-01 +3.0789e+00 +2.8168e+00 -4.5373e+00 +1.5732e+00 -2.3047e+00
72 +5.172230272e+01 +5.172230272e+01 +5.179230272e+01 +5.179230272e+01 -2.4980e+00 +1.8628e+00 -2.4075e-01 -4.2944e+00 -1.9408e+00 +2.7511e+00 -4.0192e+00 -4.4693e+00 +1.9701e+00 +3.8005e+00 -1.2444e+00 +1.2757e+00 +1.9546e+00 -2.6056e+00 -2.6559e+00 +2.0506e+00 -1.3484e+00 +5.5880e-01 -2.7307e+00 -1.3049e+00
% function evaluation | noise-free fitness - Fopt (4.960000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.223081262e+02 +5.223081262e+02 +5.272681262e+02 +5.272681262e+02 -1.8618e+00 -2.7116e+00 -3.8980e+00 +3.5460e-01 -2.7889e+00 -4.1880e+00 +3.5904e+00 -3.8455e+00 -7.5530e-01 +3.1129e-01 -1.3038e+00 +3.6418e+00 -4.3270e+00 +1.5609e+00 -8.0834e-01 +3.1279e+00 -8.1374e-01 +3.1887e+00 +8.3594e-01 -2.7631e-01
2 +1.581283921e+02 +1.581283921e+02 +1.630883921e+02 +1.630883921e+02 +3.8979e+00 +2.6686e+00 +1.7459e+00 +4.9974e+00 -2.1808e-01 +4.8512e+00 +3.7667e+00 +2.6194e+00 -2.0572e+00 +1.5801e+00 -3.5978e-01 -1.6719e+00 +1.3054e+00 +1.5496e+00 +4.5982e+00 -1.6405e+00 -2.0662e+00 -1.9489e+00 -4.4541e+00 +1.0583e+00
24 +8.525329225e+01 +8.525329225e+01 +9.021329225e+01 +9.021329225e+01 +3.8567e+00 -3.1297e+00 -3.7339e+00 -3.4195e+00 -2.1312e+00 -2.8860e+00 -1.3990e+00 +5.2878e-01 -1.5663e+00 -3.0920e+00 +4.6595e+00 -1.2427e+00 -2.4670e-01 -6.6650e-01 -2.5328e-01 -2.5091e+00 +4.5773e+00 -3.0425e+00 +3.2476e+00 +4.0652e-01
% function evaluation | noise-free fitness - Fopt (1.923000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.391447138e+01 +9.391447138e+01 +2.862144714e+02 +2.862144714e+02 +3.1120e+00 -2.5092e+00 -3.9031e+00 -2.5573e+00 -2.4164e+00 -4.4803e+00 +2.3543e+00 +3.7751e+00 +1.7580e+00 +4.9785e+00 -5.1213e-01 -2.5558e+00 -4.5420e+00 +2.2067e+00 +2.4559e+00 -1.7957e+00 +1.9820e+00 -4.0619e+00 -1.2850e+00 -1.6764e+00
8 +5.927099976e+01 +5.927099976e+01 +2.515709998e+02 +2.515709998e+02 -4.5591e+00 +3.8668e+00 -3.8382e+00 +2.7576e+00 -3.5091e-01 +4.4310e+00 -4.7595e+00 +2.7894e+00 +3.3966e+00 +3.3085e+00 +1.1379e+00 +7.3025e-01 -1.2674e+00 +3.0220e+00 +2.8750e+00 -3.1193e+00 +3.2767e+00 +3.1255e+00 +1.0229e+00 -1.2937e+00
% function evaluation | noise-free fitness - Fopt (4.971000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.825300888e+02 +1.825300888e+02 +2.322400888e+02 +2.322400888e+02 -4.4127e+00 +3.5663e+00 -1.7859e+00 +2.3293e+00 -4.0950e+00 +1.3955e+00 -2.2648e+00 -2.0828e+00 +3.0779e+00 -3.3529e+00 -4.7881e+00 -4.9460e+00 -2.8679e+00 -5.6364e-01 -1.0519e+00 +4.3672e+00 -1.7968e+00 +4.9815e+00 +1.9617e+00 -3.4825e+00
8 +1.207400301e+02 +1.207400301e+02 +1.704500301e+02 +1.704500301e+02 -1.4477e+00 +1.3563e-01 +2.0712e+00 +4.3731e-01 +4.5332e+00 +1.7314e+00 -4.1969e+00 +2.4464e+00 +3.9296e+00 -2.6291e+00 -4.3385e+00 -2.3324e+00 -2.8321e+00 -3.3689e+00 -2.5275e-01 -2.7653e-01 +4.9785e+00 +2.5391e+00 +1.9360e+00 -7.2294e-01
19 +9.063421513e+01 +9.063421513e+01 +1.403442151e+02 +1.403442151e+02 -3.1396e+00 -3.7181e-01 -3.0797e+00 +1.2993e+00 +3.1227e+00 -3.3838e-01 +1.6442e+00 -2.2879e+00 +1.4770e+00 -4.7417e-02 +3.9827e+00 -4.9235e+00 +1.7289e-01 -1.4810e+00 +4.2539e+00 +2.8665e+00 -2.6793e+00 -2.7772e+00 -4.7672e+00 -3.2069e+00
24 +5.587957303e+01 +5.587957303e+01 +1.055895730e+02 +1.055895730e+02 +3.6129e+00 -2.5663e-01 -3.8275e+00 +1.6036e-01 +1.3858e+00 +3.9154e+00 +1.6743e+00 +1.1861e-01 -1.4386e+00 +2.5033e+00 +3.6091e+00 -1.3900e+00 -2.9094e+00 +2.5355e+00 -2.9719e+00 -3.2069e+00 +9.5073e-01 -1.4419e+00 -3.1581e+00 +2.4297e+00
% function evaluation | noise-free fitness - Fopt (2.051200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.751196023e+01 +8.751196023e+01 +2.926319602e+02 +2.926319602e+02 +2.0075e+00 -3.3145e+00 -5.2269e-01 +1.4673e+00 -1.3469e+00 -1.3398e+00 +4.0183e-01 -1.2888e+00 +2.8792e+00 +1.8587e+00 -9.9322e-01 +4.9605e+00 +2.9793e-01 +8.9753e-01 -1.1034e-01 -3.1394e+00 +2.6909e+00 -1.4585e+00 -7.8267e-01 +1.4167e+00
88 +5.613387225e+01 +5.613387225e+01 +2.612538723e+02 +2.612538723e+02 +4.9713e+00 +1.4836e+00 -4.4528e+00 -4.1434e+00 +5.6815e-01 -2.1547e+00 +1.8115e+00 -2.8823e+00 -4.1342e+00 +4.0525e+00 -1.8956e-01 +1.2324e+00 +1.6069e+00 -2.6137e+00 +2.1673e+00 -4.5797e+00 -5.3947e-01 +1.8600e+00 +4.9028e+00 +4.9024e+00
% function evaluation | noise-free fitness - Fopt (-1.729000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.542647962e+01 +8.542647962e+01 -8.747352038e+01 -8.747352038e+01 +3.6946e-01 -2.5973e+00 +4.2023e+00 +4.5088e+00 +1.7444e+00 -1.7809e+00 +2.5533e+00 +9.5767e-01 -1.8672e+00 -3.9039e+00 +2.0302e+00 -3.1146e+00 +1.0963e+00 -2.9785e+00 +3.8805e+00 -2.5620e+00 +2.0566e+00 +2.7593e+00 -1.5638e+00 -2.5731e-01
44 +4.431019006e+01 +4.431019006e+01 -1.285898099e+02 -1.285898099e+02 -8.7760e-01 +1.8280e+00 +4.4801e+00 -8.1018e-01 -3.1594e+00 -2.9556e+00 -3.2528e+00 +1.1234e+00 +1.5839e+00 +1.6318e+00 +3.6981e+00 +9.1768e-01 -4.6966e+00 -3.1781e+00 -3.2171e+00 +1.5616e+00 +1.4800e+00 -4.4358e+00 -3.9830e+00 -1.2299e+00
% function evaluation | noise-free fitness - Fopt (-3.506200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.605370222e+02 +1.605370222e+02 -1.900829778e+02 -1.900829778e+02 +8.6815e-01 -2.2916e+00 -1.8704e+00 -3.0403e+00 -1.9705e+00 +1.4068e+00 +4.5342e+00 +4.5363e+00 +3.5248e+00 +3.4093e+00 -3.0130e+00 +1.8166e+00 -3.2180e+00 -1.6307e+00 -1.2844e+00 +2.1956e+00 -3.6538e+00 -1.6649e-01 +4.1295e+00 -3.9463e+00
5 +9.584929617e+01 +9.584929617e+01 -2.547707038e+02 -2.547707038e+02 -8.1870e-01 -3.3129e+00 -1.3846e+00 -5.4698e-01 -2.0034e+00 -3.2760e+00 -1.6057e+00 -3.1200e+00 +3.6946e-01 +2.0079e+00 -2.4193e+00 -2.2697e+00 -3.2337e+00 +1.8479e+00 -2.4736e-02 +5.3128e-01 -1.7726e+00 -8.4240e-01 -4.1347e+00 +1.1145e+00
