% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.655380032e+03 +1.655380032e+03 +1.651670032e+03 +1.651670032e+03 -1.5082e+00 +9.1627e-01 +3.3678e+00 +1.1375e+00 +4.4593e-01 +3.0680e+00 +3.9991e+00 -2.2428e+00 +2.1454e+00 -4.5622e+00 +9.1489e-01 -1.2975e-02 +1.9950e+00 -4.1682e+00 +3.9189e+00 -3.6551e+00 +3.5009e+00 +2.8087e+00 -3.5905e+00 +8.7888e-01
7 +9.946523891e+02 +9.946523891e+02 +9.909423891e+02 +9.909423891e+02 +4.8982e+00 +4.5209e+00 -2.4845e+00 +4.1643e+00 -2.8118e+00 +2.2697e+00 +7.1913e-01 -4.8496e+00 +6.1473e-01 +1.6863e+00 +3.6781e+00 +4.2893e+00 -1.7475e-02 -2.9369e+00 +4.1091e-01 -4.6701e+00 +4.3405e+00 +4.8687e+00 +6.8312e-01 -7.1275e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.329919421e+03 +3.329919421e+03 +3.462099421e+03 +3.462099421e+03 -3.6364e+00 -2.8467e+00 +3.6647e+00 +3.4781e+00 +2.7710e+00 +3.0763e+00 -1.7090e+00 +2.6209e+00 +5.4748e-01 -4.4153e+00 -7.9329e-01 +3.4140e+00 -4.2668e+00 +2.0753e-02 -4.4298e+00 +5.6875e-01 +2.0983e+00 -3.1877e+00 +4.8344e+00 -4.8057e+00
2 +2.422679104e+03 +2.422679104e+03 +2.554859104e+03 +2.554859104e+03 -2.2405e+00 -2.9312e+00 -4.0639e+00 -2.1491e+00 -9.1136e-01 +4.4382e-01 -3.5778e+00 +2.7548e+00 +1.2674e+00 -1.9567e-01 +3.2654e+00 +4.5087e+00 +4.7432e+00 +4.0082e+00 -3.2182e+00 +7.0237e-02 -5.3866e-01 +1.6317e+00 +4.4227e+00 -1.3683e+00
6 +5.151208482e+02 +5.151208482e+02 +6.473008482e+02 +6.473008482e+02 +4.0212e+00 +2.2735e+00 +4.8411e+00 +1.6311e-01 -8.1137e-01 -3.7612e+00 -3.3626e+00 +1.6022e+00 -2.0462e+00 +2.5577e+00 -8.6054e-01 +2.7810e+00 -6.4715e-01 -1.7361e+00 -4.7252e+00 +2.9604e+00 +2.2969e+00 +3.6020e+00 -6.8312e-01 +2.0179e+00
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.889590533e+03 +2.889590533e+03 +2.304860533e+03 +2.304860533e+03 +4.6682e+00 -2.4175e+00 +8.0852e-01 -9.4574e-01 +1.1093e+00 +1.6630e+00 +4.5135e-01 -7.8518e-01 +3.8330e+00 -1.0881e+00 -4.5288e+00 +1.3230e+00 -1.7295e+00 -2.5810e+00 -1.3901e+00 -9.4238e-01 +3.4973e+00 -1.9072e+00 +3.2942e+00 -1.9084e+00
2 +9.527653439e+02 +9.527653439e+02 +3.680353439e+02 +3.680353439e+02 +9.6991e-01 -1.0407e+00 +4.5116e+00 -1.9487e-01 -2.7678e-01 +1.2783e+00 +4.6650e+00 +9.3453e-01 -2.3425e+00 +7.4360e-01 +9.3039e-01 +7.4297e-02 -4.6301e+00 +2.1567e-01 +6.7400e-01 -4.3088e-01 +1.6481e+00 +2.6658e+00 -1.8105e+00 -1.4263e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.821874266e+03 +1.821874266e+03 +1.785334266e+03 +1.785334266e+03 +8.3328e-01 +2.8345e+00 +1.4861e+00 +1.0069e+00 -1.8893e+00 -3.3900e+00 +3.4549e+00 -3.9627e+00 +3.9141e+00 -1.8459e-01 -1.4851e+00 +4.6852e+00 +7.8092e-01 +3.9344e+00 -2.6406e+00 +1.6497e+00 -4.0582e-01 -5.2554e-01 -3.1324e+00 +1.2905e+00
2 +1.384649519e+03 +1.384649519e+03 +1.348109519e+03 +1.348109519e+03 -5.4979e-01 -6.5784e-01 +3.8191e+00 -4.5981e+00 -2.6080e+00 +3.7567e+00 +4.7839e+00 -1.5512e+00 +2.0094e+00 +3.2964e+00 -3.5590e+00 -2.1101e+00 -2.6534e-01 -2.1434e+00 +3.5116e+00 -8.5352e-01 +6.6519e-01 -1.2725e+00 -3.9556e+00 -6.6690e-02
15 +9.823179001e+02 +9.823179001e+02 +9.457779001e+02 +9.457779001e+02 -2.7906e+00 +4.1570e+00 -4.2411e-01 +2.5232e+00 -4.9903e+00 +3.6938e+00 -6.0247e-01 +4.3425e+00 +9.2094e-01 -3.4483e+00 +3.9186e+00 -4.7333e+00 -2.9917e+00 -2.4438e+00 -6.9422e-01 -2.1104e+00 +1.8380e+00 -3.0545e+00 -3.0861e+00 -3.8496e+00
102 +3.743895710e+02 +3.743895710e+02 +3.378495710e+02 +3.378495710e+02 -1.8449e+00 -5.6581e+00 -1.4572e-01 +4.1055e+00 +2.1031e+00 -3.5541e+00 -7.2023e-01 -2.7392e-01 +2.1761e+00 -2.5973e+00 -6.9790e-01 -6.9158e-01 +1.6610e-01 +1.3225e+00 -2.0922e+00 -2.3191e+00 +3.8781e+00 -4.5647e-01 -4.1867e+00 -8.3332e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.747458426e+03 +1.747458426e+03 +2.747458426e+03 +2.747458426e+03 +2.6562e+00 -3.7627e+00 -4.0816e+00 -1.0541e+00 -1.6646e+00 -2.7896e-01 +2.3056e+00 -1.7257e+00 +1.8549e+00 +1.8284e+00 -3.3127e+00 -4.1497e+00 -1.1418e-01 +4.6949e+00 +3.1230e+00 -3.0813e+00 +2.5946e+00 -1.2189e-01 +1.7445e+00 -2.7366e+00
7 +1.098330384e+03 +1.098330384e+03 +2.098330384e+03 +2.098330384e+03 -2.4936e-01 +2.4373e+00 +4.2026e+00 -1.2534e+00 +9.9341e-01 -1.0121e+00 +4.4941e+00 +2.3961e+00 -2.4448e+00 +1.9326e+00 -2.3552e+00 +1.9439e+00 -6.9548e-01 +4.3141e+00 +1.2767e+00 -1.8988e+00 -2.3434e+00 -2.9216e-01 -1.4831e-01 +1.4113e+00
56 +9.026388977e+02 +9.026388977e+02 +1.902638898e+03 +1.902638898e+03 +2.7795e+00 +9.8386e-01 +1.5932e+00 +3.0292e+00 -4.4103e+00 -4.3758e+00 -3.5809e+00 +2.7793e+00 -4.0110e+00 -1.7346e+00 +2.7997e+00 -2.0281e+00 -2.3941e+00 -4.8153e-02 +4.9986e+00 -3.2380e+00 -1.6987e+00 +2.4057e+00 -1.7232e+00 -2.1304e+00
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.324214398e+03 +2.324214398e+03 +2.370824398e+03 +2.370824398e+03 -2.9999e+00 +3.1474e+00 +2.3468e-01 +1.7982e+00 +2.9145e+00 -4.2844e+00 +4.4725e+00 +2.9121e+00 +4.4297e+00 +2.1141e+00 -1.9896e+00 -3.9994e+00 -3.4630e-01 +2.6192e+00 +2.2129e+00 -4.5973e+00 -4.6642e+00 +4.9983e+00 +3.3813e-01 +5.0570e-01
2 +1.336818510e+03 +1.336818510e+03 +1.383428510e+03 +1.383428510e+03 +1.1998e+00 -2.7863e+00 -7.5261e-01 +4.9840e+00 +2.8621e+00 -2.0084e+00 +1.0522e+00 +4.1222e+00 -3.3003e+00 -4.3867e+00 +2.6125e-01 +4.4346e+00 -3.2549e-02 +3.7102e+00 +3.0659e+00 +2.5830e+00 -7.9198e-01 +1.3349e-02 -7.9490e-01 -9.0637e-01
3 +9.256977825e+02 +9.256977825e+02 +9.723077825e+02 +9.723077825e+02 -1.0613e+00 -2.1424e+00 +2.5902e+00 +2.6288e+00 -1.8363e+00 +2.2394e+00 +1.8663e+00 -2.6228e+00 -2.6210e+00 +1.5375e+00 +4.6089e+00 -5.1193e-01 +1.8972e+00 +2.3308e+00 +4.8028e+00 +1.0717e+00 -1.9086e+00 -1.5352e+00 -3.9336e+00 +2.5781e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.832913639e+03 +6.832913639e+03 +6.568603639e+03 +6.568603639e+03 -1.6631e+00 +7.4611e-01 +4.3960e+00 -1.4425e+00 -3.9054e+00 -4.1382e+00 +2.8816e+00 -3.8136e+00 -8.1923e-02 -1.5805e+00 +2.6634e+00 -2.2471e+00 +3.6637e-01 -3.7233e+00 -3.7979e+00 +7.5915e-01 -6.6655e-01 -4.4344e+00 +3.4178e+00 +3.7554e+00
2 +6.031352686e+03 +6.031352686e+03 +5.767042686e+03 +5.767042686e+03 -3.5001e+00 -2.0195e+00 +3.7091e+00 -3.6814e+00 +3.8469e+00 +1.0843e+00 +4.5324e-01 +4.5327e-01 +2.6478e+00 -1.8006e+00 -2.7902e+00 +3.6401e+00 -3.8927e+00 +2.4988e+00 +4.3733e+00 +2.1365e+00 -2.0921e+00 -2.2211e+00 -1.6909e+00 +3.4384e+00
3 +9.490865300e+02 +9.490865300e+02 +6.847765300e+02 +6.847765300e+02 +3.1040e+00 -2.9236e+00 -1.4752e+00 +4.2609e+00 -3.9619e+00 -3.5786e+00 +2.9702e+00 -1.7442e+00 -4.4949e+00 +2.3497e+00 -2.0620e+00 +1.9423e+00 +4.0642e+00 -6.1953e-01 +1.2786e+00 +6.8153e-01 +1.3337e+00 +9.1029e-01 +3.7442e-01 -1.4128e+00
% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.076607481e+03 +2.076607481e+03 +2.149337481e+03 +2.149337481e+03 -2.6610e+00 -3.7812e+00 -2.3781e+00 -3.8179e+00 -2.4356e+00 +2.7459e+00 +3.4421e+00 -3.9208e+00 +4.7298e+00 +3.1153e+00 -5.3113e-01 +2.3037e-01 +4.9537e+00 -2.0509e+00 +2.0753e+00 +2.2615e+00 +3.5312e+00 +3.8048e+00 -8.6562e-01 +3.3963e-01
5 +1.219794935e+03 +1.219794935e+03 +1.292524935e+03 +1.292524935e+03 -3.5522e-01 +2.9689e+00 -4.0728e+00 -1.3147e+00 -3.4997e+00 -1.8500e+00 +2.0572e+00 +2.5178e+00 -1.5406e+00 -2.9179e+00 +4.0370e+00 -4.2267e+00 -2.0381e+00 -3.4056e+00 +2.9931e+00 +2.6835e+00 -1.1788e+00 +1.1031e+00 -3.1474e+00 +8.7753e-01
102 +8.577872432e+02 +8.577872432e+02 +9.305172432e+02 +9.305172432e+02 +3.2439e+00 +4.3097e+00 +1.2517e+00 +3.3101e+00 -1.1358e+00 +4.1881e+00 -4.5817e+00 -1.9413e+00 +4.6031e+00 +1.2869e+00 +3.6877e-01 -1.9725e+00 +3.4199e-02 -1.3355e+00 +1.3797e+00 -1.9009e+00 -3.0255e+00 -2.2208e-02 -4.7158e+00 +3.9161e+00
% function evaluation | noise-free fitness - Fopt (1.368700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.013324644e+03 +9.013324644e+03 +9.150194644e+03 +9.150194644e+03 -2.1600e+00 -3.0304e+00 +1.2367e+00 -7.6566e-01 +1.8195e+00 +1.7312e+00 +3.9917e+00 -4.6990e+00 -4.5378e+00 +3.0622e+00 -2.1440e+00 +1.9509e+00 +4.9025e+00 +3.7618e-01 +2.3154e+00 +2.8691e+00 -2.7319e+00 +4.0507e+00 -7.4803e-02 +3.1584e+00
2 +3.332369463e+03 +3.332369463e+03 +3.469239463e+03 +3.469239463e+03 -1.6779e+00 +2.0095e+00 +2.4765e+00 -4.4669e-01 +2.6230e+00 -4.5272e+00 -2.8165e+00 -4.9968e-01 -4.8019e+00 -2.2332e+00 +1.7844e+00 +5.4102e-01 +2.6749e+00 -1.5556e+00 +2.7925e+00 -6.6407e-01 +2.2295e+00 +4.5628e-01 -2.1239e+00 +1.2490e+00
6 +1.965058478e+03 +1.965058478e+03 +2.101928478e+03 +2.101928478e+03 -1.1247e+00 -4.9071e+00 -3.1830e-01 -3.3808e+00 +2.8537e+00 -3.3465e-02 +1.8740e+00 +1.5203e+00 -3.9249e+00 +2.5149e+00 -3.5696e+00 +1.1075e+00 -1.5740e+00 +2.5216e+00 -1.7617e+00 -2.8318e+00 -4.5426e+00 -1.2005e+00 +3.6321e+00 +2.1343e-01
7 +1.394686765e+03 +1.394686765e+03 +1.531556765e+03 +1.531556765e+03 +4.1258e+00 -3.8653e+00 -2.7671e+00 +3.8876e+00 -4.1353e+00 -4.6404e+00 +7.4510e-02 +2.1555e+00 -4.4730e+00 +1.0160e+00 -1.4167e+00 -4.7046e+00 -4.9255e-01 +3.9474e+00 -5.4609e-01 +3.9583e+00 -3.8557e+00 +2.3713e-01 -1.6590e+00 -2.3420e+00
82 +8.066584428e+02 +8.066584428e+02 +9.435284428e+02 +9.435284428e+02 -3.6747e-01 +1.7039e+00 +3.6420e+00 -3.6252e+00 -1.9689e+00 -9.5374e-01 +1.1911e+00 -1.0048e+00 +1.5471e+00 -9.9706e-01 -3.7795e+00 -4.2237e+00 -2.7297e+00 -2.0170e+00 -2.9087e+00 +3.5278e+00 -4.1652e+00 -4.3953e-01 -3.8743e+00 -3.9108e-01
% function evaluation | noise-free fitness - Fopt (2.196000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.572719574e+03 +2.572719574e+03 +2.594679574e+03 +2.594679574e+03 -1.4816e+00 -6.3334e-01 -3.5735e+00 +2.1153e+00 -6.6999e-01 -4.4295e-02 +3.8078e+00 +2.8227e+00 +1.1983e+00 -3.7228e+00 +3.5943e+00 -1.4490e+00 +4.9300e+00 -2.3032e+00 -4.1443e+00 -3.6163e-01 -2.9508e+00 -4.0774e+00 +3.4950e+00 -2.7279e+00
3 +2.415008901e+03 +2.415008901e+03 +2.436968901e+03 +2.436968901e+03 +1.7902e+00 +2.7615e+00 +4.5740e-01 +2.4312e+00 +2.2281e+00 +3.5022e+00 -2.8095e+00 +1.6300e+00 +1.9681e+00 +3.3415e+00 -4.6274e+00 +2.6703e+00 -3.8676e+00 +2.5950e+00 +1.2451e+00 +4.2631e+00 -4.5701e+00 +1.4447e+00 -1.3804e+00 +3.6300e+00
4 +1.348024659e+03 +1.348024659e+03 +1.369984659e+03 +1.369984659e+03 -3.1644e+00 -2.2528e+00 +4.4846e+00 +2.0091e+00 -3.1606e+00 -8.0700e-01 -2.2921e-01 -2.4095e+00 -3.1597e+00 -2.9055e+00 +7.2400e-01 +3.4349e+00 -1.6448e+00 -3.6378e+00 -1.1023e+00 -1.9080e+00 -9.3292e-01 -2.7903e+00 +4.0029e+00 -3.5164e+00
51 +9.620059421e+02 +9.620059421e+02 +9.839659421e+02 +9.839659421e+02 +3.4657e+00 -3.5782e+00 +2.5213e+00 -4.2935e+00 -4.0063e+00 +3.2958e+00 +4.1103e+00 +4.3112e+00 +2.6520e+00 -2.1380e+00 +4.0718e+00 +2.5498e+00 -4.4532e+00 -4.0487e+00 -1.4725e+00 +3.0587e+00 +1.3543e-01 -3.0768e+00 +8.3247e-01 +1.3726e+00
176 +5.379398191e+02 +5.379398191e+02 +5.598998191e+02 +5.598998191e+02 -1.4555e+00 -4.7029e-01 -4.6876e-02 +4.3969e+00 -2.5936e+00 -7.3015e-01 +3.5792e+00 +4.7067e+00 -4.1964e+00 +3.0144e-01 +1.2374e+00 +1.4682e+00 -3.8704e+00 -1.8019e+00 -5.9273e-01 -1.8736e+00 -2.9086e+00 +1.9580e+00 +6.9691e-01 -1.4820e+00
% function evaluation | noise-free fitness - Fopt (-2.139000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.160141450e+03 +2.160141450e+03 +2.138751450e+03 +2.138751450e+03 -4.5945e+00 -4.8459e+00 -2.6489e+00 -1.1914e+00 -4.2322e-01 -3.3722e+00 -1.0869e+00 -2.3657e+00 +2.0020e+00 -2.3663e+00 -4.8164e+00 +3.3771e+00 +8.1681e-01 +1.4126e+00 +1.4201e+00 -3.5155e+00 -3.4270e+00 +4.9220e+00 -2.6108e+00 -4.3671e+00
9 +8.927131143e+02 +8.927131143e+02 +8.713231143e+02 +8.713231143e+02 +7.2111e-01 +2.3375e+00 -3.1730e+00 -1.9278e+00 +3.2540e+00 -3.7181e+00 -3.9308e+00 +5.7913e-01 +4.2865e+00 -1.9944e+00 +1.3209e+00 +1.0085e+00 +1.0055e+00 -4.3578e+00 +1.1228e+00 -4.7478e+00 -4.1303e-01 +6.4837e-01 +8.2168e-01 +2.8424e+00
63 +6.094736127e+02 +6.094736127e+02 +5.880836127e+02 +5.880836127e+02 -2.3336e+00 -2.0492e+00 +2.5339e+00 -4.6560e+00 -2.2359e+00 +3.9242e-01 -4.0169e+00 +3.1826e-01 +4.2169e+00 +9.9684e-01 +4.8858e+00 -2.3144e+00 +4.5805e-02 -1.9623e+00 -3.5415e+00 +2.9438e+00 -2.9016e-01 -1.5839e+00 +9.6530e-01 -4.5196e-02
% function evaluation | noise-free fitness - Fopt (5.176600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.817980409e+03 +8.817980409e+03 +9.335640409e+03 +9.335640409e+03 +1.5971e+00 -1.8263e+00 +4.5964e+00 -1.4234e+00 -5.8706e-01 +2.9491e+00 +1.7091e+00 -2.8027e+00 +3.8865e+00 +3.9459e+00 +4.9588e-01 -4.1783e+00 +2.7817e-01 +1.5534e+00 +4.5741e+00 +3.0064e+00 -3.0123e+00 +3.4136e-01 +2.0957e+00 +4.6354e+00
2 +4.295762175e+03 +4.295762175e+03 +4.813422175e+03 +4.813422175e+03 -7.2375e-01 +1.7346e+00 +5.0076e-01 +3.3891e-01 +1.7929e+00 -1.4406e+00 -4.4076e+00 -4.3315e+00 +4.1938e+00 +3.6637e-01 -2.6935e+00 -9.9276e-01 +3.1318e+00 -3.4644e-01 +1.8695e+00 +4.3290e+00 +1.0238e+00 +4.0176e+00 +4.1627e+00 -1.7687e+00
3 +1.048469693e+03 +1.048469693e+03 +1.566129693e+03 +1.566129693e+03 -2.9995e+00 -2.5918e+00 -1.9187e+00 -1.6691e+00 -2.7808e+00 +1.4327e+00 +2.4274e+00 -4.5300e+00 -3.2888e+00 -3.0635e+00 -3.7262e-01 +3.0024e+00 +4.2760e+00 -3.4091e+00 -1.8290e+00 -1.7958e+00 -7.6837e-01 -1.2705e-01 -5.5242e-01 -4.0854e+00
9 +9.105866574e+02 +9.105866574e+02 +1.428246657e+03 +1.428246657e+03 -3.0886e+00 -3.2380e+00 +1.5407e+00 +4.8888e+00 +3.1852e+00 +2.8035e+00 -4.5871e+00 -4.1824e+00 -2.3063e+00 +3.1922e+00 +1.3767e+00 +2.1098e-01 +1.9053e+00 -1.3002e+00 -2.3686e+00 -1.5208e+00 -4.9454e+00 -3.2158e+00 -3.7229e+00 -4.2522e+00
95 +6.041357029e+02 +6.041357029e+02 +1.121795703e+03 +1.121795703e+03 -4.5277e+00 -3.5553e+00 -2.5510e+00 -2.1430e-01 +1.1983e+00 -1.5831e-01 +6.7081e-01 -8.5505e-01 +2.7857e-02 -1.4538e+00 +3.3222e+00 -7.1740e-01 +3.4430e+00 +1.9896e+00 -1.4626e+00 -1.8008e+00 +2.0477e+00 +3.2416e+00 -9.2926e-01 -3.1651e+00
