% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
12 +1.558952701e+02 +1.558952701e+02 +3.855270125e+00 +3.855270125e+00 -1.4477e+00 -1.6278e+00 -4.9019e+00 +1.3484e+00 +1.6406e+00 -3.0520e+00 +6.4664e-01 +2.9861e+00 -3.5969e+00 +1.4061e+00 -1.4148e-01 +3.0042e+00 -3.3525e+00 +4.1562e+00 -4.7383e-01 +4.1230e+00 -4.0029e+00 -8.4950e-01 +1.5353e+00 +4.3418e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.766077644e+02 +2.766077644e+02 +2.513577644e+02 +2.513577644e+02 -4.2496e+00 +1.4100e-01 -7.6577e-01 +1.2907e+00 +2.7688e+00 -7.4206e-01 +1.3349e-01 -4.1814e+00 -2.6498e+00 +4.3336e+00 +3.5605e+00 -3.6947e+00 +4.5052e+00 +1.7648e+00 -1.2854e+00 +3.7004e+00 -3.8756e+00 +2.3835e+00 -1.4347e-01 -1.7542e+00
2 +2.067334900e+02 +2.067334900e+02 +1.814834900e+02 +1.814834900e+02 +4.5445e+00 -1.9820e+00 +4.2782e+00 -2.5372e+00 +4.7897e-01 -4.1142e+00 +3.3818e+00 +2.4328e+00 -3.5464e+00 +2.1619e+00 +1.3425e+00 +3.8355e+00 -3.0325e+00 -2.0820e+00 +4.4983e-01 +2.5012e+00 -7.5224e-01 +2.5423e+00 -1.6772e+00 +5.5081e-01
10 +1.432666460e+02 +1.432666460e+02 +1.180166460e+02 +1.180166460e+02 +3.9570e+00 +2.6088e+00 -1.2912e+00 +7.3105e-01 -2.7910e+00 +3.2672e+00 -5.5285e-01 +2.1402e+00 +2.7224e+00 +1.8519e+00 +1.8416e+00 +1.6165e+00 -6.4945e-01 -2.6578e+00 -2.1005e+00 +1.0063e-01 -8.6507e-01 +1.8272e+00 +1.6477e+00 -1.4796e+00
% function evaluation | noise-free fitness - Fopt (-2.017200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.547617832e+02 +2.547617832e+02 +5.304178321e+01 +5.304178321e+01 -3.2238e+00 +3.2485e+00 +2.0419e+00 +4.1833e+00 +3.1389e+00 +7.6305e-01 -4.1393e+00 -4.4796e+00 -1.1247e+00 -1.5098e+00 -4.8844e-02 +1.9779e+00 +3.2867e+00 -7.4039e-01 +2.3438e+00 +3.7899e+00 -4.3248e+00 +3.9834e-01 +7.1670e-01 -4.2888e+00
3 +1.833765704e+02 +1.833765704e+02 -1.834342962e+01 -1.834342962e+01 -3.1537e+00 -1.8147e+00 -4.4225e+00 -3.7722e+00 -1.5748e+00 +8.7492e-01 -4.6807e+00 +1.5510e+00 +2.7137e+00 -3.7603e+00 -2.7181e+00 -9.7138e-01 +1.9360e+00 +1.5893e+00 -2.0176e+00 +2.3170e+00 +3.8576e+00 +3.1435e+00 +2.3075e-01 -2.4909e+00
36 +1.307228442e+02 +1.307228442e+02 -7.099715582e+01 -7.099715582e+01 -4.4889e+00 +9.8123e-01 -3.9389e+00 +1.4516e-02 -2.8410e+00 +4.6947e+00 +5.0058e-01 +3.1896e+00 -3.2056e+00 -4.2454e+00 +2.1162e+00 -5.9031e-01 -2.0396e+00 +2.5977e+00 -3.5226e+00 +1.8385e+00 +4.1158e-01 +3.8338e+00 -2.2046e+00 -2.6835e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.828429561e+02 +2.828429561e+02 -7.171570439e+02 -7.171570439e+02 +8.2294e-01 -1.5353e+00 -6.7973e-01 -2.3719e+00 +1.9723e+00 -3.3192e+00 +4.2869e+00 -4.2555e+00 -8.4089e-01 -4.6375e+00 +3.8226e+00 +4.3888e+00 -3.8309e+00 +3.9612e+00 -3.7418e+00 -8.8322e-01 +3.1537e+00 +2.9763e-01 +2.1138e-02 +1.3997e+00
2 +2.361849010e+02 +2.361849010e+02 -7.638150990e+02 -7.638150990e+02 +1.9808e+00 +1.3714e+00 +2.0448e+00 +9.4157e-02 -3.0856e+00 -3.7473e+00 +2.6234e+00 -1.2562e+00 +1.8861e+00 -2.8058e+00 -4.6274e+00 -3.8740e+00 -1.0463e+00 -3.3851e+00 +3.0352e+00 -5.3355e-01 -4.1913e+00 -1.8961e+00 +1.5945e+00 -1.0101e+00
48 +1.249439374e+02 +1.249439374e+02 -8.750560626e+02 -8.750560626e+02 -3.7550e-01 -8.0948e-01 -6.1254e-01 +2.1554e+00 +4.8979e+00 +1.0705e+00 -2.6261e+00 -4.2728e+00 -4.0856e+00 -1.7851e+00 -2.3604e+00 +1.8355e+00 +1.0928e+00 -2.2889e+00 -2.2801e+00 +3.5746e+00 +1.6227e+00 +3.1544e+00 +3.7906e+00 +4.1732e+00
58 +9.604569269e+01 +9.604569269e+01 -9.039543073e+02 -9.039543073e+02 +2.0420e+00 +7.5093e-01 -3.0648e+00 +3.7465e+00 +3.3227e+00 +1.7693e+00 +4.5541e-01 -3.7349e+00 -3.9281e+00 +1.2308e+00 -2.4093e+00 -3.2052e+00 +2.0029e+00 -4.2315e-01 +3.2228e+00 -8.2198e-02 -1.4934e-01 -1.0237e-01 -4.5847e+00 +1.0832e+00
% function evaluation | noise-free fitness - Fopt (-4.290000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.205397601e+02 +3.205397601e+02 +2.776397601e+02 +2.776397601e+02 -3.2089e+00 +4.1344e+00 +2.1979e+00 -7.5416e-02 +9.8999e-01 -1.4342e+00 -1.9121e+00 -2.6652e-02 -2.6294e+00 +3.9269e+00 -3.1429e-01 +1.3551e+00 -4.2942e+00 +3.2724e+00 +2.3137e+00 -1.2598e+00 +1.4989e+00 -1.6132e+00 -4.1915e+00 -2.0550e+00
6 +2.339970314e+02 +2.339970314e+02 +1.910970314e+02 +1.910970314e+02 +4.0360e+00 -2.3195e+00 -1.6633e+00 -3.8352e+00 -4.8742e+00 +3.7116e+00 -2.2430e+00 -2.7275e+00 -2.5252e+00 +2.0829e+00 +1.5037e+00 -2.3230e-01 -4.7431e+00 -4.6928e+00 -9.2398e-02 -1.5227e+00 +3.5401e+00 -9.8569e-01 +4.9858e+00 +4.3230e+00
31 +1.529132186e+02 +1.529132186e+02 +1.100132186e+02 +1.100132186e+02 +4.2687e+00 -4.7396e-03 +3.1256e+00 +7.6932e-01 -8.3812e-01 -4.6733e+00 -2.5856e+00 -2.5348e+00 +3.8962e+00 -2.5844e+00 -1.0049e+00 +1.3225e+00 +3.7173e+00 -1.7193e+00 +3.4339e+00 +9.0914e-01 -4.0073e+00 -4.4233e+00 +3.2035e+00 -2.4212e+00
% function evaluation | noise-free fitness - Fopt (-1.013200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.286143507e+02 +3.286143507e+02 +2.272943507e+02 +2.272943507e+02 +3.0533e+00 -4.8050e+00 -2.5221e+00 +1.9121e+00 +1.6641e+00 +1.9039e+00 -5.3705e-01 +2.7731e+00 +5.6464e-01 -5.4383e-01 +5.8261e-01 +4.7234e+00 +3.9015e+00 +2.8363e+00 -2.5083e+00 +2.8154e+00 -4.2821e+00 +2.2034e+00 +8.6056e-02 +2.0077e+00
2 +2.299396624e+02 +2.299396624e+02 +1.286196624e+02 +1.286196624e+02 +3.0768e+00 +2.1103e-01 -2.6080e+00 -2.2294e+00 +5.7712e-01 -1.0393e+00 -1.2158e+00 +4.8266e+00 -4.1842e+00 -5.0003e-01 -3.8660e+00 -6.7518e-01 -4.4010e+00 +8.0473e-01 -1.4547e+00 +5.2031e-01 -2.6967e+00 -2.2201e+00 +4.8750e+00 -1.4113e+00
15 +1.350947266e+02 +1.350947266e+02 +3.377472660e+01 +3.377472660e+01 -1.9400e+00 +1.2182e+00 +1.1787e+00 -4.0776e+00 -4.9125e+00 -2.6430e+00 +4.7670e-01 -3.6021e+00 +1.0072e+00 -5.9678e-01 +3.8341e+00 -1.9230e-01 +2.8387e+00 +2.3566e+00 -2.1937e+00 -3.7094e+00 +1.7238e+00 +9.0911e-01 -1.4655e+00 +3.6673e+00
62 +9.198196814e+01 +9.198196814e+01 -9.338031857e+00 -9.338031857e+00 -1.1908e-01 +3.7305e+00 +2.0629e+00 -4.0821e+00 -3.3813e+00 +1.4498e-01 +1.2790e+00 +3.3245e+00 -1.3010e+00 +3.3917e+00 +1.4417e+00 -4.6763e+00 -2.8832e-01 +1.3151e+00 -2.9721e+00 -4.8735e+00 -1.7413e+00 -2.0791e+00 -3.4627e+00 +2.4127e+00
% function evaluation | noise-free fitness - Fopt (3.650000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.841967480e+02 +2.841967480e+02 +2.878467480e+02 +2.878467480e+02 -6.4707e-01 +3.5769e+00 +3.7067e-01 +1.9127e+00 -1.4257e+00 +2.3682e+00 -2.9045e+00 -9.0278e-01 +4.2886e+00 -8.7636e-01 -2.3605e+00 +3.6779e+00 +5.6032e-01 +3.7264e+00 -2.3928e+00 -4.1410e+00 +4.8384e+00 +5.5740e-01 -4.2953e+00 +1.2701e+00
5 +1.484309922e+02 +1.484309922e+02 +1.520809922e+02 +1.520809922e+02 -1.4500e+00 +2.8019e-01 +4.1677e+00 +4.6882e+00 +1.9699e+00 -2.1938e+00 +3.1128e+00 +4.9256e-02 -3.2294e+00 -3.1886e+00 +9.3661e-01 +4.4888e+00 -4.3074e-01 -4.2843e+00 -4.2822e+00 +3.5794e+00 +1.9663e+00 +3.8666e+00 +2.4413e+00 +1.0895e+00
% function evaluation | noise-free fitness - Fopt (2.205300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.863164320e+02 +3.863164320e+02 +6.068464320e+02 +6.068464320e+02 -2.6664e+00 +4.7332e+00 +4.8062e+00 +1.7745e+00 -4.2241e+00 +1.9956e+00 -3.9529e-01 -7.0360e-01 +1.2502e-01 -4.1355e+00 -1.8018e+00 +1.5814e+00 +1.2193e+00 +3.1605e+00 -6.4852e-01 +1.5632e+00 -4.4366e+00 +5.4576e-01 +9.5065e-01 -3.6808e+00
7 +2.171917037e+02 +2.171917037e+02 +4.377217037e+02 +4.377217037e+02 -2.6507e+00 -3.8537e+00 -3.6086e+00 -3.6601e-01 -3.6005e+00 -8.7264e-01 -1.5427e+00 +3.9097e+00 +1.3705e+00 +1.2319e+00 -6.8108e-01 +4.8188e+00 -1.6156e+00 +6.8365e-01 +2.0840e+00 +2.6278e+00 -4.7107e+00 +2.9287e+00 +1.6758e-01 +4.9103e+00
8 +1.358828139e+02 +1.358828139e+02 +3.564128139e+02 +3.564128139e+02 +3.5049e+00 -3.0743e+00 -9.4904e-01 +1.5196e-01 +3.4273e+00 -4.9196e+00 +3.3270e+00 +4.4044e+00 +8.1073e-01 -1.4975e+00 -9.6860e-01 +4.4746e+00 -2.9961e+00 +3.1649e+00 +1.7268e+00 -3.4006e+00 -3.8090e+00 +3.5186e+00 +1.6581e+00 -1.3637e+00
% function evaluation | noise-free fitness - Fopt (4.212900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.225248574e+02 +2.225248574e+02 +6.438148574e+02 +6.438148574e+02 +1.7923e+00 -1.7865e+00 +3.6820e+00 -3.6286e+00 +4.0699e+00 +3.3283e+00 +1.7866e+00 +1.6459e+00 -1.8791e+00 -3.5740e+00 +4.1669e+00 -2.1533e+00 +9.1867e-01 -4.7741e+00 +1.3630e+00 -5.7823e-01 +4.4084e+00 -2.0343e+00 +4.4011e+00 -1.0086e+00
12 +1.455959291e+02 +1.455959291e+02 +5.668859291e+02 +5.668859291e+02 -1.5635e+00 +3.3662e+00 +4.1930e+00 +7.7087e-01 -2.2798e+00 +1.5830e+00 -3.1627e+00 +4.4887e+00 +2.9401e+00 -4.1458e+00 +1.2990e-02 +1.5414e-01 -2.1692e+00 -2.9984e+00 +3.4343e+00 -2.0613e+00 +2.0738e-01 +4.6867e+00 -3.5070e+00 +2.0578e+00
% function evaluation | noise-free fitness - Fopt (-7.900000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.947697045e+02 +1.947697045e+02 +1.157697045e+02 +1.157697045e+02 +3.1838e+00 -6.1269e-02 -1.3476e-01 +3.6848e+00 +1.9832e+00 -4.3361e+00 -4.9353e-03 +2.5378e+00 -1.9177e+00 -4.9631e+00 -9.7487e-01 +1.0778e+00 +3.5998e+00 -3.5229e+00 +6.0738e-01 +4.1211e-01 +3.3645e+00 -4.8335e+00 -1.0243e+00 +2.6360e-01
27 +1.448156239e+02 +1.448156239e+02 +6.581562389e+01 +6.581562389e+01 +2.9793e-01 -1.7822e+00 +4.4311e+00 +7.0999e-01 -4.0975e+00 -1.3071e+00 +2.9375e+00 +5.8744e-01 -2.6702e+00 +1.4602e+00 +1.1234e+00 -9.4097e-01 +3.0278e+00 -3.0291e+00 +1.3359e+00 +3.6290e+00 +1.0001e+00 -3.4161e+00 -1.7081e+00 +1.9854e+00
% function evaluation | noise-free fitness - Fopt (-4.133000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.181452321e+02 +3.181452321e+02 +2.768152321e+02 +2.768152321e+02 -4.1196e+00 +3.4557e+00 +4.8052e+00 +4.1367e-01 -4.1531e+00 -4.4653e+00 +2.2304e+00 -3.1843e+00 -7.9164e-01 +4.7543e+00 -4.7808e+00 +3.6365e+00 -1.6296e+00 +1.1545e+00 -4.1017e+00 +1.8054e+00 -1.5547e+00 -4.0515e+00 +8.4508e-01 +2.9026e+00
12 +2.065928073e+02 +2.065928073e+02 +1.652628073e+02 +1.652628073e+02 -1.4703e+00 +1.7630e+00 -3.3363e+00 +2.3605e+00 +2.4715e+00 -3.3583e-01 +4.0647e+00 -1.2529e+00 -6.8651e-01 -9.7378e-01 -1.5937e-01 -2.1057e+00 +2.2301e+00 -3.9684e+00 -1.8450e+00 -1.6338e+00 +4.6214e+00 -6.0612e-01 +9.3475e-01 -6.2676e-01
39 +1.373482034e+02 +1.373482034e+02 +9.601820340e+01 +9.601820340e+01 +7.0335e-01 +3.7093e+00 -1.5101e+00 -3.6010e+00 +3.1850e+00 +2.3132e+00 -3.1150e+00 -3.8656e+00 -8.5962e-02 -2.9236e+00 +1.7561e+00 +2.0571e+00 +1.6570e+00 -1.3747e+00 -4.6223e+00 -4.0212e+00 +2.6431e+00 -2.2066e+00 -2.2258e+00 -2.3026e+00
% function evaluation | noise-free fitness - Fopt (2.127500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.176943165e+02 +2.176943165e+02 +4.304443165e+02 +4.304443165e+02 +4.4935e-01 -3.5358e+00 +1.6434e+00 +3.6234e+00 -2.9724e-01 +1.6754e+00 +4.0123e-01 -4.9822e+00 -8.3992e-01 +3.2550e+00 +3.3617e+00 -4.2790e+00 +1.2119e+00 -2.8284e-02 +1.2365e+00 -3.7361e+00 -1.5095e+00 -2.6047e+00 -2.5110e+00 -3.4287e+00
5 +1.530783514e+02 +1.530783514e+02 +3.658283514e+02 +3.658283514e+02 -9.0175e-01 +3.8119e-01 -1.9110e+00 +3.2149e+00 +1.0779e+00 -3.9322e+00 +8.3464e-01 +4.9919e+00 +1.5986e+00 -2.5255e+00 +3.0063e+00 -1.3126e+00 -6.8083e-01 +2.2155e+00 +1.0932e+00 +2.6308e+00 -4.1475e-01 -1.1331e+00 -3.5533e+00 +1.3676e+00
