% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.105790120e+03 +3.105790120e+03 +3.219100120e+03 +3.219100120e+03 -2.9022e+00 +4.0519e+00 +4.7447e+00 +3.4044e+00 -2.6818e+00 -3.2084e+00 +4.9694e+00 -3.1524e+00 +1.9552e+00 -1.8396e+00 -1.2244e+00 +3.8809e+00 +1.2745e+00 +3.4091e+00 -3.0803e+00 -1.5382e-01 +1.2824e+00 -3.2662e-01 -1.4464e+00 +4.8725e+00
4 +1.472838761e+03 +1.472838761e+03 +1.586148761e+03 +1.586148761e+03 -2.0473e+00 +2.0693e-01 -7.7827e-01 +1.2869e+00 -5.6986e-01 +1.3546e-01 +1.5905e+00 +8.7326e-01 +6.8082e-01 -3.9603e+00 -4.0259e+00 +1.1943e+00 -1.3340e+00 -2.0917e+00 +1.9418e+00 +3.8357e+00 -1.1719e+00 +3.8525e+00 +1.1282e+00 -3.4094e+00
% function evaluation | noise-free fitness - Fopt (-3.000200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.009450834e+03 +3.009450834e+03 +2.709430834e+03 +2.709430834e+03 +1.2462e+00 +3.8589e+00 -1.7974e+00 -1.9980e+00 +4.9170e+00 +3.5004e+00 +7.8310e-02 +2.7126e+00 +4.3039e+00 -3.3500e+00 -2.8941e+00 +3.5932e+00 -1.8908e+00 -4.6322e+00 -1.9007e+00 +1.5147e+00 +2.2446e+00 +1.2038e+00 -9.2966e-01 +4.1873e+00
4 +2.443246667e+03 +2.443246667e+03 +2.143226667e+03 +2.143226667e+03 +8.6847e-01 -2.8989e+00 +2.2117e+00 +2.5481e+00 -2.8298e+00 +5.2650e-01 +3.0082e+00 +7.1243e-01 -4.9627e+00 +1.7909e-01 -3.7036e+00 -4.0386e+00 +7.6683e-01 -4.6534e+00 +9.2460e-01 +3.7144e+00 +3.5792e+00 +3.2678e+00 +2.3594e+00 -3.2178e+00
% function evaluation | noise-free fitness - Fopt (4.471000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.075279659e+03 +3.075279659e+03 +3.119989659e+03 +3.119989659e+03 -3.1690e+00 -3.3312e+00 +1.4176e+00 +4.6486e+00 +2.8656e+00 -3.0696e-01 -2.6445e+00 -2.7677e+00 -2.5543e+00 +8.0735e-01 -2.2358e+00 +8.2752e-01 +4.6940e+00 -4.8485e+00 +5.1803e-01 -1.5373e+00 -2.6928e+00 -2.9796e+00 +5.4538e-01 +3.3973e-01
28 +2.489946280e+03 +2.489946280e+03 +2.534656280e+03 +2.534656280e+03 -1.9700e-01 +6.9109e-01 +3.1115e+00 +3.8357e+00 -9.4384e-01 -3.2755e+00 -2.0006e+00 +6.6497e-01 -2.1651e+00 +4.4481e+00 -1.8522e+00 -4.2778e+00 +8.8501e-01 +3.1974e+00 +1.9623e+00 +4.5355e+00 +2.1682e+00 -2.0758e-01 +2.5581e+00 -3.3833e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.602421852e+03 +3.602421852e+03 +2.602421852e+03 +2.602421852e+03 -3.2320e+00 +2.7374e+00 -2.5190e+00 -4.2431e+00 -3.9773e-01 -3.3537e+00 -3.9402e+00 -4.3670e+00 -3.8660e+00 +4.4869e-01 +3.8157e+00 +7.0947e-01 +2.7019e+00 -2.2181e+00 -4.9715e+00 -1.8614e+00 +1.6031e+00 -4.7617e+00 +3.0868e+00 +1.4543e+00
13 +2.390732968e+03 +2.390732968e+03 +1.390732968e+03 +1.390732968e+03 +6.8637e-02 -4.8906e+00 +1.2615e+00 +1.4260e+00 +3.4566e+00 -3.0217e+00 +3.6571e+00 +7.5524e-01 +1.4986e+00 +9.6053e-01 +1.6596e+00 +2.2511e+00 +3.9596e+00 +1.7004e+00 +2.7222e+00 +1.3757e+00 +3.9597e-03 -1.5055e+00 -3.0944e+00 -2.4394e+00
% function evaluation | noise-free fitness - Fopt (3.042000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.748681553e+03 +2.748681553e+03 +3.052881553e+03 +3.052881553e+03 -4.6029e+00 -3.0921e+00 +8.4968e-01 -9.4012e-02 -4.7992e+00 -1.0827e+00 -4.3986e+00 -2.6774e+00 +1.2663e+00 -4.0316e+00 +9.1437e-01 -3.7883e-01 +1.1825e+00 +9.8616e-01 -1.3669e+00 -4.1889e+00 -1.6329e+00 -2.1553e+00 +4.9634e-02 -1.7778e-01
13 +2.179317170e+03 +2.179317170e+03 +2.483517170e+03 +2.483517170e+03 -2.6615e-01 +2.5650e+00 -1.1596e+00 -4.2775e+00 +3.7242e+00 +1.7930e+00 +9.4161e-01 -3.0704e+00 +1.4040e+00 +2.3970e+00 +1.0499e+00 -6.2085e-01 -3.9126e-01 -3.2954e-01 -1.7905e+00 +4.0430e+00 +3.5219e+00 -2.4409e+00 -1.7719e+00 +6.8612e-01
% function evaluation | noise-free fitness - Fopt (-1.046700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.230643922e+03 +3.230643922e+03 +3.125973922e+03 +3.125973922e+03 -6.3853e-01 +3.3958e+00 +2.4303e+00 +1.6497e-01 -4.7917e+00 +4.4082e+00 +7.7042e-01 -4.8068e+00 +3.4656e+00 -3.0190e-01 -4.8812e+00 +3.4493e+00 -2.1847e+00 +8.3017e-01 +2.2395e+00 +1.8000e+00 +3.4880e+00 -2.0605e+00 +1.8291e-02 +4.2214e-01
5 +2.442477549e+03 +2.442477549e+03 +2.337807549e+03 +2.337807549e+03 -4.0051e+00 +2.4502e+00 +1.3062e+00 -1.0937e+00 +3.3837e+00 +2.4003e+00 +9.1626e-01 -9.1354e-01 +2.3793e+00 -8.2032e-01 -2.2638e+00 +2.0134e+00 +1.6918e+00 -2.1619e+00 -4.2758e+00 -5.1339e-01 +2.5196e+00 +5.3080e-01 -4.9634e+00 -3.2527e+00
% function evaluation | noise-free fitness - Fopt (4.869500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.496527441e+03 +4.496527441e+03 +4.983477441e+03 +4.983477441e+03 +4.9866e+00 +8.8749e-01 +4.5724e+00 -1.1595e+00 +1.4871e+00 -3.3485e+00 +8.0879e-01 +2.7979e+00 -1.0788e+00 +3.4831e-01 -2.3829e+00 +2.4843e+00 +2.0198e+00 +3.0070e+00 +4.5216e+00 -6.1118e-01 +3.8283e+00 +2.9064e+00 -7.8335e-01 +1.0786e+00
2 +2.264746111e+03 +2.264746111e+03 +2.751696111e+03 +2.751696111e+03 -4.2684e-01 -1.0111e+00 -4.7720e+00 -1.2874e+00 +6.8617e-01 +1.4382e+00 +4.3736e+00 +5.8130e-01 -1.3268e+00 -5.1736e-01 +1.1141e+00 -4.7927e+00 -8.4673e-01 -7.4699e-01 -3.9158e+00 +3.7709e+00 -4.7375e-01 +1.0388e+00 -9.0991e-01 +2.5529e+00
% function evaluation | noise-free fitness - Fopt (9.655000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.117501115e+03 +3.117501115e+03 +3.214051115e+03 +3.214051115e+03 +1.8018e-01 -3.2633e+00 +2.4374e+00 -4.7377e+00 +3.7075e+00 -4.2809e+00 -3.6726e+00 -4.1253e+00 -4.3615e+00 +2.2361e+00 -2.8143e+00 -1.2143e+00 -3.7490e+00 +2.4122e+00 +4.4324e+00 -2.4941e+00 +5.8383e-01 -4.6535e-01 +6.6430e-01 -2.5340e+00
19 +2.178084084e+03 +2.178084084e+03 +2.274634084e+03 +2.274634084e+03 +3.6935e-02 -7.5205e-01 +3.7628e+00 +1.8739e+00 +7.7333e-01 -1.8512e+00 -2.0898e+00 -3.5885e+00 +2.9791e-01 +6.5613e-01 +3.7555e+00 -2.0843e+00 +3.8429e+00 +9.2692e-01 +3.0506e+00 -2.4651e+00 -6.9743e-01 +2.9827e+00 -1.1179e+00 -3.4932e+00
% function evaluation | noise-free fitness - Fopt (6.320000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.454722662e+03 +2.454722662e+03 +2.461042662e+03 +2.461042662e+03 +8.3414e-01 +4.5769e+00 +3.3865e+00 -2.3109e+00 -2.5607e+00 +2.7752e+00 -2.8629e+00 -1.1416e+00 -3.1802e+00 +5.8227e-01 -2.9758e+00 +2.0919e+00 -4.7255e-01 -1.1357e+00 -4.1423e+00 -6.1851e-01 -9.0214e-01 -4.5142e+00 -4.2573e+00 +3.2725e-01
% function evaluation | noise-free fitness - Fopt (-1.275100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.077348188e+03 +4.077348188e+03 +3.949838188e+03 +3.949838188e+03 +3.1094e+00 +2.5540e+00 -3.3262e+00 +2.0505e+00 +5.7598e-01 +4.7001e+00 -2.5055e-01 +4.0920e+00 -4.9324e+00 -3.3986e+00 +2.8809e+00 +2.7452e+00 +2.6640e+00 -1.2636e+00 +3.0075e+00 -3.6954e+00 -5.0646e-01 -2.7620e+00 -4.6484e+00 -4.2940e+00
2 +2.570272746e+03 +2.570272746e+03 +2.442762746e+03 +2.442762746e+03 -1.5972e+00 -2.5766e+00 +2.2445e+00 +2.1595e+00 -9.3415e-01 -5.8124e-01 +2.1005e+00 -1.4884e+00 +5.9475e-01 +1.2146e+00 -5.3868e-01 -1.4853e-01 +1.1899e+00 +3.6232e+00 -4.2677e+00 +1.4327e+00 -3.9914e+00 +2.6934e+00 -4.3090e+00 +1.2176e+00
20 +2.289339384e+03 +2.289339384e+03 +2.161829384e+03 +2.161829384e+03 -1.3864e+00 -4.0529e+00 +8.9239e-01 -3.8000e+00 -9.4246e-01 -4.0958e+00 +1.5052e+00 +4.6581e+00 -3.1270e+00 -1.6320e+00 -4.0833e+00 +3.5311e+00 +2.8300e-01 -4.4764e-01 -2.8323e-01 -4.6980e+00 +5.4386e-01 -2.7656e+00 +8.3726e-01 -2.2300e+00
% function evaluation | noise-free fitness - Fopt (8.328000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.492134179e+03 +3.492134179e+03 +4.324934179e+03 +4.324934179e+03 +4.2820e-01 -4.6341e+00 +5.7746e-01 +3.5609e+00 -3.6677e-01 -6.5134e-01 -2.7682e+00 -3.8143e+00 -2.9336e+00 -1.7402e+00 +3.1567e+00 +1.0100e+00 +2.9882e+00 +3.8049e+00 +2.7888e+00 -2.3756e+00 +2.4202e+00 -1.2239e+00 +4.8449e+00 -4.9985e+00
41 +2.509853497e+03 +2.509853497e+03 +3.342653497e+03 +3.342653497e+03 -1.4004e+00 +1.8164e+00 +2.9211e+00 -5.7316e-01 +2.2803e+00 +2.2615e+00 +2.9198e+00 -1.0397e+00 +3.0075e+00 -9.8985e-01 +2.5148e+00 -4.6874e+00 +3.3114e+00 +2.5554e+00 -1.8913e+00 +1.4813e+00 +1.8181e+00 +2.8548e+00 -3.2696e+00 -1.1130e+00
