% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6 +4.485975633e+04 +4.485975633e+04 +4.506813633e+04 +4.506813633e+04 +2.7259e+00 +3.9332e+00 -6.5611e-01 -2.8015e+00 -6.7794e-01 +2.6424e+00 +2.0928e+00 -8.3539e-01 -2.6911e+00 -1.9679e+00 -2.1435e+00 -1.5376e+00 -3.8664e+00 -9.5846e-01 +3.7166e+00 +1.8441e+00 +3.0368e+00 -1.4902e+00 +3.9844e+00 +1.8462e+00
45 +1.777524620e+04 +1.777524620e+04 +1.798362620e+04 +1.798362620e+04 -4.6514e+00 +2.5429e+00 -3.7447e+00 -3.1881e+00 +2.0645e+00 -1.9170e+00 +3.7179e-01 +6.6713e-01 +1.4149e+00 +3.3190e-01 -7.0515e-02 +2.2804e+00 -7.1043e-01 -9.8312e-01 +3.7045e+00 +1.3007e-01 +5.1540e-01 -2.4891e-01 +2.7157e+00 +2.5130e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.062359161e+05 +2.062359161e+05 +2.060909561e+05 +2.060909561e+05 +2.2529e+00 +4.3240e+00 +3.0127e+00 +3.7574e+00 +2.0032e+00 +3.2095e+00 -4.3201e+00 -7.2033e-01 +2.2910e+00 -1.3105e-01 +2.9666e+00 +4.8955e+00 -1.2005e+00 -1.4010e+00 +2.3271e+00 -2.6964e+00 +6.3679e-01 +3.7299e+00 +4.0123e+00 +3.3091e+00
3 +4.502738770e+04 +4.502738770e+04 +4.488242770e+04 +4.488242770e+04 +4.6352e+00 -2.7944e+00 +4.8930e-01 +8.5324e-01 -2.0857e+00 -1.3938e+00 +1.0515e+00 -2.1963e+00 +4.3911e+00 +2.1543e+00 +4.8569e+00 +3.3601e+00 +1.0077e+00 +3.4712e+00 +1.9768e+00 +1.2367e+00 -9.3960e-01 -1.7636e+00 +1.9460e+00 -1.4081e+00
199 +3.693020072e+04 +3.693020072e+04 +3.678524072e+04 +3.678524072e+04 -2.3660e+00 +1.0935e+00 -2.0853e+00 -1.4458e+00 -1.7607e+00 +4.2792e+00 +2.6013e+00 -2.1627e+00 -2.4806e+00 +2.2029e+00 +2.6270e+00 +2.0383e+00 -2.7095e+00 +3.2951e+00 +8.6304e-01 +1.9333e+00 +1.7900e+00 -1.7294e+00 +2.2365e+00 +2.7142e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.314570740e+05 +3.314570740e+05 +3.314507740e+05 +3.314507740e+05 -2.9824e+00 +4.2386e-01 -9.3145e-01 -4.6367e+00 +1.8894e+00 -2.8427e+00 +3.4506e+00 +4.1768e+00 -1.1390e+00 -3.3495e+00 -4.0034e+00 -6.3118e-01 -2.3504e+00 -3.2296e+00 +2.4306e+00 -2.7247e+00 +1.6627e+00 +3.9225e+00 -3.8309e+00 +4.2948e+00
2 +1.378094475e+05 +1.378094475e+05 +1.378031475e+05 +1.378031475e+05 -6.0489e-01 -3.8051e+00 +1.6432e+00 -1.6702e+00 -3.8013e+00 -4.1569e+00 +7.4229e-01 -4.7740e+00 -4.1347e+00 -1.6240e-01 -4.7457e+00 -4.0195e+00 -3.4026e+00 -3.9532e+00 -4.9805e+00 -4.4219e+00 +4.7592e-01 -4.5047e+00 -5.2006e-01 +4.1944e-01
4 +9.936705860e+04 +9.936705860e+04 +9.936075860e+04 +9.936075860e+04 +1.5691e+00 +3.6138e+00 -4.4462e+00 +1.0548e+00 +3.9299e-01 +7.0893e-01 -2.5363e+00 -2.6690e+00 +7.8899e-01 -3.6747e+00 -3.3288e+00 +1.7782e+00 +2.8501e+00 -3.4470e+00 -9.7986e-01 +4.3858e+00 -3.6277e+00 -1.2432e+00 +3.6976e-01 -2.3566e+00
24 +4.080197775e+04 +4.080197775e+04 +4.079567775e+04 +4.079567775e+04 -2.4657e+00 -2.0799e+00 -9.6376e-01 -5.0064e-02 +2.3967e+00 +3.5177e+00 +1.4285e+00 -4.7113e+00 +2.5025e+00 +1.8385e+00 -3.5614e+00 +1.9644e+00 +8.6677e-01 -3.2574e-01 +1.9697e+00 +2.3015e+00 -1.4515e+00 -1.2300e+00 -1.0859e+00 -3.5982e+00
58 +2.899115848e+04 +2.899115848e+04 +2.898485848e+04 +2.898485848e+04 +1.2125e+00 +2.7662e+00 -3.8299e+00 +1.2810e+00 +1.7443e+00 -4.9038e+00 +1.5018e+00 +3.9831e+00 +2.2956e+00 -1.4955e+00 +9.1301e-01 +2.2755e+00 -3.6765e-01 +3.3773e+00 -1.7060e+00 +1.1575e+00 -2.5858e+00 -3.1107e+00 -3.6340e+00 -1.4602e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.098000582e+05 +3.098000582e+05 +3.097779982e+05 +3.097779982e+05 -1.5290e+00 -2.7923e-01 -4.9142e+00 -9.9612e-01 -4.8931e+00 -5.7135e-01 -3.1165e+00 +1.3096e+00 +2.0302e+00 -3.8384e+00 +3.1560e-01 +4.7554e+00 +5.8917e-01 +4.3050e+00 +1.9375e+00 +1.4078e+00 +3.4102e+00 +4.2010e+00 +1.8025e+00 -4.0074e+00
2 +8.500152095e+04 +8.500152095e+04 +8.497946095e+04 +8.497946095e+04 -1.4231e+00 +4.4976e+00 +4.9934e-01 -2.5998e+00 +8.8433e-01 +4.7047e+00 -2.5063e+00 -3.4803e-01 -2.3537e+00 +2.6282e+00 +2.0385e-01 -4.1326e+00 +3.9916e-01 -7.9267e-01 +1.7194e+00 +1.2447e+00 -1.2209e+00 -2.9071e+00 -1.1876e+00 -3.8292e-02
16 +5.808407595e+04 +5.808407595e+04 +5.806201595e+04 +5.806201595e+04 -1.3342e+00 +1.3194e+00 +1.9544e-01 +1.2653e+00 +3.3817e+00 -6.3130e-01 -1.9658e+00 -2.1013e+00 +1.8989e-01 -1.6396e+00 -4.2190e-01 +1.6558e+00 -2.0730e+00 +4.4045e+00 +2.2591e+00 +4.9472e+00 +3.5587e+00 -1.7783e+00 +1.8445e-01 +2.2967e+00
23 +3.785804617e+04 +3.785804617e+04 +3.783598617e+04 +3.783598617e+04 +2.0548e+00 +2.2486e+00 -3.8587e+00 +2.4883e+00 +1.5484e+00 -2.8636e+00 +1.7802e+00 -2.1112e+00 -1.9402e+00 -1.1420e+00 -1.4507e+00 +2.9345e+00 -4.7668e-01 +3.3559e+00 -4.6046e-02 +5.5677e-01 -4.1715e+00 -2.3919e+00 -1.9618e+00 +3.9482e+00
% function evaluation | noise-free fitness - Fopt (7.129000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.197625120e+05 +2.197625120e+05 +2.198338020e+05 +2.198338020e+05 +1.5177e+00 -1.0167e+00 -5.5281e-01 +4.3853e+00 -4.3733e+00 -1.0533e-01 -1.9270e+00 -2.8151e+00 -2.0598e+00 +3.1002e+00 -2.8152e-01 -4.6845e+00 -1.6202e+00 -3.7484e-01 +4.6670e+00 +4.8874e+00 -3.8606e+00 +4.0806e+00 -2.3599e+00 -2.7753e+00
3 +1.547212485e+05 +1.547212485e+05 +1.547925385e+05 +1.547925385e+05 -9.5384e-02 -4.4511e-01 +1.5812e+00 +3.9948e-01 +4.2826e+00 -1.7081e+00 -3.2960e+00 -2.8129e+00 +3.3164e+00 -3.8896e+00 -4.5233e+00 -4.0855e+00 -3.6103e-01 -2.5701e+00 +4.2121e-01 -3.0210e+00 +3.5118e+00 +1.1073e+00 -3.1412e+00 +1.2096e+00
11 +5.165753456e+04 +5.165753456e+04 +5.172882456e+04 +5.172882456e+04 -1.7677e+00 +4.1897e+00 +3.4215e+00 +1.9711e+00 -1.5466e+00 -7.0196e-01 -1.3478e+00 +3.0654e+00 +1.3827e+00 -3.6588e+00 -4.6342e+00 +3.4228e+00 +2.1521e-01 -1.8906e+00 -4.1607e-01 -4.4241e+00 -7.4069e-01 -9.1467e-01 +1.5496e+00 +2.2454e+00
86 +3.725604987e+04 +3.725604987e+04 +3.732733987e+04 +3.732733987e+04 +2.0646e+00 +2.3317e+00 -6.8378e-01 -3.7741e+00 +3.6174e+00 +2.0578e+00 -2.6830e+00 -1.2944e+00 -4.6730e+00 -2.1957e+00 -4.5576e-01 +7.9313e-01 -3.3837e+00 +8.3382e-01 +3.2752e+00 -1.4768e+00 -2.6143e+00 +9.6620e-01 +1.7677e+00 +4.1401e+00
% function evaluation | noise-free fitness - Fopt (-1.054000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.677702311e+05 +1.677702311e+05 +1.677596911e+05 +1.677596911e+05 +1.4418e+00 -4.5737e+00 -4.4899e+00 -4.5124e+00 +3.5306e+00 +2.3554e+00 +7.0437e-01 +6.8305e-02 -2.6748e+00 -4.6002e+00 +1.9827e+00 +4.8428e+00 +3.8736e+00 -5.0249e-01 +1.0311e+00 -3.5553e+00 -4.6670e+00 +2.7366e+00 +1.7654e+00 -8.3893e-01
2 +7.808305545e+04 +7.808305545e+04 +7.807251545e+04 +7.807251545e+04 -2.6151e+00 +2.9911e+00 +3.6667e+00 +1.6209e+00 +3.6108e-01 +3.3762e+00 -6.1534e-01 -1.1588e+00 +5.1427e-01 +4.4356e+00 +1.5829e+00 +4.1081e+00 -1.2766e+00 +3.1056e+00 +5.5583e-01 +4.2973e+00 +2.2551e-01 +8.1626e-01 +3.4054e+00 -1.7339e+00
60 +4.542523868e+04 +4.542523868e+04 +4.541469868e+04 +4.541469868e+04 -4.0573e+00 +1.8468e+00 -1.4868e-01 -4.6230e+00 +2.9995e+00 +3.5529e+00 -4.5623e+00 +2.0887e+00 -1.6691e+00 +3.6232e+00 -1.4916e-01 +2.4014e+00 +7.2002e-01 -4.7541e-01 +1.2093e+00 +8.8150e-01 -3.2532e+00 -2.0108e+00 +4.7954e+00 +1.8192e+00
% function evaluation | noise-free fitness - Fopt (3.860100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.582270244e+05 +1.582270244e+05 +1.586130344e+05 +1.586130344e+05 -4.5281e+00 -3.0397e+00 +3.6827e+00 -2.0045e-01 +1.5059e+00 +3.7455e+00 +3.7198e+00 +2.7601e+00 +4.1407e+00 -2.0793e+00 -1.4647e+00 +2.4558e+00 +4.6019e+00 +2.6924e+00 -4.3079e+00 -1.5580e+00 +3.8794e+00 +2.8793e+00 +1.7232e+00 -4.3700e+00
4 +4.407077049e+04 +4.407077049e+04 +4.445678049e+04 +4.445678049e+04 +3.0012e+00 -3.3172e+00 +2.9850e+00 -1.3517e+00 -6.5913e-01 +2.0078e+00 +4.4157e+00 +1.8991e+00 +5.3749e-02 -4.3842e+00 -2.0943e+00 +6.2172e-01 -1.8550e+00 -3.0594e+00 -4.7148e+00 -2.4037e+00 -4.1980e+00 -7.4994e-01 -2.9905e+00 -1.9411e+00
113 +2.940230863e+04 +2.940230863e+04 +2.978831863e+04 +2.978831863e+04 +8.1778e-01 -4.2085e-01 +1.3938e+00 -3.4964e+00 -5.2442e-01 -1.1964e+00 -1.1225e+00 +1.7442e+00 +2.7023e+00 -2.9845e+00 -1.1323e-01 -2.3506e+00 -3.1805e+00 +2.2057e+00 -1.0282e+00 -3.2033e+00 -1.0817e+00 -7.2490e-01 +1.3160e-01 +1.5938e-01
% function evaluation | noise-free fitness - Fopt (-1.257000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.583821733e+05 +1.583821733e+05 +1.583696033e+05 +1.583696033e+05 +2.2805e+00 -7.3759e-01 -4.3610e+00 +7.3545e-01 +3.3681e+00 -4.4201e+00 -1.3920e+00 -8.4635e-01 -3.7128e+00 +7.9383e-01 -3.1282e+00 -9.6353e-01 -1.7623e+00 +4.9737e-01 -6.7524e-01 -3.6940e+00 +3.4194e+00 +3.5737e+00 -1.9871e+00 -4.3528e+00
3 +9.275037204e+04 +9.275037204e+04 +9.273780204e+04 +9.273780204e+04 +2.8462e+00 -4.3924e-01 +8.8935e-02 +4.4770e+00 -4.8881e+00 +1.6975e+00 -3.8425e-01 +5.5256e-03 +2.2190e+00 -4.5383e+00 -2.5141e+00 -7.1925e-01 +3.6475e+00 -4.2175e+00 -4.2350e+00 -1.2539e+00 -1.9812e+00 +3.4545e+00 +7.0469e-03 +3.4875e+00
13 +3.833036883e+04 +3.833036883e+04 +3.831779883e+04 +3.831779883e+04 +3.2464e+00 +2.0463e+00 +3.8637e+00 -2.6374e+00 +4.9263e+00 +4.7872e+00 +4.9756e-01 -1.0827e-01 -1.4149e+00 +4.5988e+00 +4.2885e+00 +2.8555e+00 +1.2182e+00 -3.5816e+00 -1.3130e+00 +8.9459e-01 -3.1832e+00 -3.8044e-02 -2.2045e+00 +1.2161e+00
% function evaluation | noise-free fitness - Fopt (-1.270400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.644231433e+05 +3.644231433e+05 +3.642961033e+05 +3.642961033e+05 -2.2803e+00 -2.4001e+00 +2.3263e-01 -3.6340e-01 +7.3086e-02 -2.4318e+00 +4.4612e+00 +3.2259e+00 +2.3634e+00 +4.3060e+00 -9.3881e-02 +1.0808e+00 +2.9309e+00 +4.8215e+00 -4.3137e+00 -1.6174e+00 +2.9094e+00 +3.9148e+00 -4.9848e+00 -1.7653e+00
2 +2.016467751e+05 +2.016467751e+05 +2.015197351e+05 +2.015197351e+05 +1.6420e+00 +2.5317e-01 +1.4859e+00 -1.2143e+00 -2.3018e+00 +2.0904e-01 -2.8679e+00 +2.9720e-01 -1.9473e+00 -4.2369e+00 +2.7547e+00 +3.8102e+00 -1.7424e+00 +3.9916e+00 -4.2951e+00 +3.9706e-01 +2.6858e+00 -2.8676e+00 +3.7618e+00 -4.9003e+00
3 +1.311593486e+05 +1.311593486e+05 +1.310323086e+05 +1.310323086e+05 +8.7308e-01 -4.9358e+00 -1.8287e+00 +4.7192e+00 +2.4159e+00 +4.3566e-01 +1.4260e+00 -4.1008e+00 -1.1233e+00 -3.1985e+00 -2.8183e+00 +1.6879e+00 -1.9588e+00 +8.2548e-01 -1.6699e+00 -3.7850e+00 -1.8792e-01 -7.6131e-01 -1.6784e+00 +7.6366e-01
4 +8.370710334e+04 +8.370710334e+04 +8.358006334e+04 +8.358006334e+04 -1.0824e-01 -4.0973e+00 -3.7403e-01 +1.5085e+00 -4.1950e+00 -2.8045e+00 -6.6388e-01 -3.4744e+00 -9.9590e-01 +3.6455e+00 +2.7878e+00 -3.5928e+00 +4.6668e+00 -4.9079e-01 -4.8716e-01 -1.1189e+00 +8.1919e-01 -4.6944e+00 +4.4870e+00 +1.1606e+00
107 +6.044555370e+04 +6.044555370e+04 +6.031851370e+04 +6.031851370e+04 -9.8980e-01 -6.9085e+00 +1.3022e+00 +2.1052e+00 -1.7413e+00 +2.5155e+00 +4.0495e+00 +1.4479e+00 +7.3995e-01 +1.5704e+00 +9.8068e-01 -1.3911e+00 -2.9937e+00 -4.6932e+00 -1.8803e+00 +2.9087e+00 -3.9688e+00 +8.1320e-01 +1.5859e-01 -2.3481e+00
% function evaluation | noise-free fitness - Fopt (-3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.211174410e+05 +1.211174410e+05 +1.210799210e+05 +1.210799210e+05 -1.6911e+00 -4.3641e+00 +4.0488e-01 +3.8431e+00 +2.0692e+00 +1.0954e+00 -4.1913e+00 -3.3705e+00 +1.1412e+00 -2.5677e+00 +2.8829e+00 -2.5348e+00 -1.3567e+00 -2.3714e+00 -1.8512e+00 +1.2008e+00 +4.0588e+00 -1.3131e+00 -2.1294e+00 -6.9517e-01
10 +6.560350976e+04 +6.560350976e+04 +6.556598976e+04 +6.556598976e+04 +3.1936e+00 -3.8047e+00 +8.5364e-01 +4.1165e-01 +6.8741e-01 -4.6575e+00 -4.3892e+00 -6.0378e-01 -9.6679e-01 -1.5924e+00 +2.7412e+00 +4.4247e+00 -1.4339e+00 +2.3625e+00 -5.7431e-01 -2.4509e+00 -2.9907e-01 +2.6758e+00 -5.2966e-01 -1.4126e+00
82 +4.946444587e+04 +4.946444587e+04 +4.942692587e+04 +4.942692587e+04 +2.7526e-01 +3.2790e+00 -8.6523e-01 -4.2682e+00 +2.6212e+00 +3.4275e+00 -6.6742e-01 +1.8723e+00 -4.6703e-01 +2.5757e+00 -8.3666e-01 +1.3059e+00 -1.5837e+00 +3.3944e+00 +4.6515e+00 -6.3439e-01 -8.7530e-01 -4.6889e-01 +2.0394e+00 -1.5946e-01
% function evaluation | noise-free fitness - Fopt (-3.311600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.871431657e+04 +9.871431657e+04 +9.838315657e+04 +9.838315657e+04 +2.3030e+00 +2.9438e+00 -3.2028e+00 -1.1317e+00 +1.8052e+00 +1.4311e+00 -1.1888e+00 -3.7897e+00 +3.9919e+00 +2.6218e-01 -9.4776e-01 +4.3129e+00 +8.1772e-01 -1.4173e+00 +4.5211e+00 +4.3803e+00 -1.8607e-01 +1.6480e+00 -2.6841e+00 +1.7640e+00
11 +3.288004449e+04 +3.288004449e+04 +3.254888449e+04 +3.254888449e+04 -1.9658e+00 +3.5183e+00 -3.8792e+00 +3.4311e+00 -7.0631e-01 +7.2693e-01 +4.7791e+00 +4.6912e-01 +7.5405e-01 -1.5680e+00 +1.9072e+00 -1.5588e+00 -1.0117e-01 +7.2170e-01 +3.3454e+00 -6.5828e-01 +4.4627e+00 -1.0818e+00 -1.7291e+00 -1.7052e+00
77 +2.371760123e+04 +2.371760123e+04 +2.338644123e+04 +2.338644123e+04 +1.4230e+00 +2.3052e+00 +9.6448e-01 +1.7426e+00 -2.7731e+00 -1.4424e+00 -4.7622e-02 +1.6756e+00 -2.1450e+00 -1.7155e+00 +3.4234e+00 -3.1300e+00 -1.5448e+00 -1.8425e-01 +2.5199e+00 +2.2468e+00 -1.8276e+00 +1.9219e+00 -9.5823e-01 -1.0715e+00
% function evaluation | noise-free fitness - Fopt (4.481000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.489840073e+04 +9.489840073e+04 +9.494321073e+04 +9.494321073e+04 -7.1457e-02 +4.0693e+00 +2.7350e+00 -1.3387e+00 -1.2155e-01 +1.4899e+00 -1.6253e+00 +2.9160e+00 -1.2736e+00 +4.5832e+00 +2.4136e+00 +6.3156e-01 +1.1688e-01 -4.4708e-01 +1.5745e+00 +2.0359e+00 -1.6334e+00 +1.1735e-01 +5.0005e-01 +4.6423e+00
8 +6.189654369e+04 +6.189654369e+04 +6.194135369e+04 +6.194135369e+04 +5.5413e-01 -1.7022e+00 -2.8666e+00 +2.5484e+00 +2.9753e+00 +3.2431e+00 +3.7630e+00 +4.0044e+00 +4.8461e+00 -2.9306e+00 +4.9304e+00 -3.1750e+00 -5.9247e-01 +1.6681e+00 +8.1305e-01 -2.9339e+00 +1.4647e+00 +4.0257e+00 +3.1572e+00 +1.0930e+00
% function evaluation | noise-free fitness - Fopt (-1.764600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.231253010e+05 +3.231253010e+05 +3.229488410e+05 +3.229488410e+05 +2.2802e+00 +4.3400e+00 -2.7948e+00 -5.4418e-01 -1.7880e+00 -4.4277e+00 +7.3700e-01 +1.1805e+00 -9.4567e-01 +2.1219e+00 -1.8552e-01 +4.0065e+00 +2.5142e+00 +2.3983e+00 -5.1552e-01 -3.8174e+00 -2.5728e+00 -4.7377e+00 +1.8224e+00 -4.8752e+00
2 +1.730957508e+05 +1.730957508e+05 +1.729192908e+05 +1.729192908e+05 -2.2701e+00 -3.5102e+00 -7.1541e-01 +3.7354e+00 -2.0127e+00 +9.3091e-01 -1.7885e+00 -1.1745e+00 -6.6762e-01 +2.4212e+00 -3.6659e-01 +3.6759e+00 -1.3422e+00 +1.1637e+00 -1.8638e+00 -2.2044e+00 -1.1587e+00 -2.1279e+00 +4.9258e+00 +4.9862e+00
3 +1.429291727e+05 +1.429291727e+05 +1.427527127e+05 +1.427527127e+05 -1.3865e+00 +8.9266e-01 -2.8341e+00 -2.2642e-01 -1.1826e+00 -4.7867e+00 -1.3823e+00 +1.9634e+00 -1.8431e+00 -3.6277e+00 +4.6663e+00 -2.4109e-01 +5.2093e-01 -4.3812e+00 +3.3515e+00 +3.6977e+00 +1.6168e-01 +3.3438e+00 +3.9681e+00 -2.2212e+00
31 +9.157414161e+04 +9.157414161e+04 +9.139768161e+04 +9.139768161e+04 -2.6932e+00 +2.7346e+00 -2.6379e+00 -1.2737e+00 +2.2477e-01 -2.3909e+00 -1.9510e+00 +8.2950e-01 +3.4647e+00 +4.6091e+00 -1.3452e+00 +1.0171e+00 -3.2896e+00 -4.5993e+00 +2.9736e+00 -3.0747e+00 -3.6055e+00 +1.1903e+00 +4.7468e+00 -1.1752e+00
102 +4.754243941e+04 +4.754243941e+04 +4.736597941e+04 +4.736597941e+04 -2.1313e-01 +2.6586e-01 +2.8092e+00 +2.4282e+00 +5.2510e+00 +2.1393e+00 -4.4996e+00 +1.2286e+00 +4.4199e+00 +7.4513e-01 -1.9421e+00 -5.7527e-01 -1.2246e+00 -2.2482e+00 +2.2927e-01 +4.8108e+00 -7.2376e-01 +8.6397e-01 +4.9919e+00 +1.2513e+00
